stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,171.31,1937.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.6,0,0,0,0,0,0,0,0,0,0,0
  5-6,116.46,2188.28,0,6.13,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,49.04,12.26,0,0,30.65,0,49.04,0,0,0,0,0,0,0,0,0,0,0
  7-9,60.46,36.8,0,65.72,0,0,0,218.18,0,0,0,0,0,94.63,0,0,0,0,0,0,0,0,0,0,0,1338.02,81.49,0,0,554.66,0,5.26,7.89,0,0,0,0,0,0,0,0,0,0
 10-12,0,69.23,0,69.23,0,15.73,0,195.11,0,0,0,0,0,72.38,0,0,0,0,0,0,0,0,0,0,0,1642.72,97.56,0,0,604.22,0,3.15,3.15,9.44,69.23,0,9.44,0,0,0,0,0,0
 14-21,0,1,5,9,295,96,0,149,0,0,0,13,6,24,5,4,17,0,1,3,11,86,1,0,71,1135,68,6,19,18,0,19,5,205,11,22,296,301,0,0,7,0,11
 24-34,0,0,1.64,11.49,92.76,34.48,0,257.75,0.82,4.1,3.28,27.09,5.75,1.64,4.1,17.24,47.61,2.46,4.93,9.03,13.95,140.37,7.39,1.64,53.36,1440.6,10.67,28.73,15.6,0.82,0,74.7,0,0.82,18.06,12.31,66.49,309.46,0,0,24.63,0,15.6
 36-46,0,0,0.81,0,33.84,8.06,0,356.11,3.22,3.22,0,44.31,3.22,0,3.22,8.06,6.45,3.22,4.03,4.03,11.28,126.49,3.22,1.61,30.62,1386.56,5.64,23.36,10.47,0,0,42.7,1.61,0.81,8.06,4.03,0,290.04,0,0,18.53,0,11.28
 48-58,0,0,1.15,0.57,22.95,4.02,0,673.07,2.3,4.59,8.61,101.56,5.16,2.3,6.31,9.75,6.89,5.16,4.59,5.16,7.46,181.32,3.44,4.02,37.3,1339.26,2.87,16.07,12.62,0,0.57,26.97,0,0,4.02,5.74,0,269.11,0,0.57,16.64,0,10.9
 60-70,0,0,0.98,0,42.21,2.94,0,996.24,7.85,2.94,6.87,128.58,12.76,1.96,0.98,24.54,7.85,11.78,3.93,12.76,3.93,202.19,2.94,5.89,25.52,1464.43,1.96,13.74,7.85,0.98,0,34.35,0,0,4.91,5.89,0,221.82,0.98,2.94,16.69,3.93,11.78
 72-82,0,0,11.78,1.96,58.9,9.82,0.98,798.09,3.93,6.87,12.76,157.07,43.19,2.94,3.93,24.54,18.65,1.96,10.8,4.91,3.93,279.77,7.85,9.82,31.41,1192.72,2.94,29.45,17.67,0,3.93,52.03,0,0,3.93,4.91,0,86.39,3.93,5.89,20.61,10.8,9.82
 84-94,0,0,7.43,0,77.53,18.05,5.31,554.38,4.25,15.93,7.43,84.96,54.16,3.19,3.19,62.66,30.8,12.74,8.5,19.12,5.31,225.15,5.31,14.87,33.99,590.49,2.12,13.81,30.8,0,3.19,161.43,0,0,7.43,1.06,0,65.85,8.5,11.68,21.24,4.25,10.62
 96-106,0,0,7.65,0,132.23,20.76,3.28,381.4,3.28,18.58,6.56,124.58,53.55,0,6.56,89.61,13.11,5.46,15.3,16.39,0,203.27,7.65,13.11,42.62,537.68,10.93,27.32,36.06,0,6.56,146.44,3.28,0,13.11,1.09,0,25.14,14.21,8.74,36.06,7.65,9.84
108-118,0,0,5.36,2.3,149.36,25.28,9.19,344.68,3.06,22.21,5.36,101.11,47.49,0,3.83,56.68,19.92,11.49,9.96,17.62,6.13,196.09,6.13,6.89,40.6,607.41,5.36,16.85,29.11,0,4.6,166.21,2.3,0,13.02,2.3,0,16.09,9.19,2.3,27.57,5.36,12.26
120,0,0,3.92,0,146.98,33.32,1.96,246.93,3.92,25.48,3.92,70.55,48.99,0,3.92,82.31,11.76,0,7.84,21.56,5.88,158.74,5.88,1.96,35.28,538.94,11.76,7.84,17.64,0,0,170.5,0,0,11.76,3.92,0,21.56,9.8,3.92,21.56,7.84,0
