stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,131.78,2503.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.6,0,0,0,0,0,0,0,0,0,0,0
  5-6,275.83,3138.37,18.39,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,61.3,18.39,0,0,36.78,0,49.04,0,0,0,0,0,0,0,0,0,0,0
  7-9,94.63,76.23,155.09,0,0,0,244.47,0,0,0,0,0,110.41,0,0,0,0,0,0,0,0,0,0,0,2100.34,84.12,0,0,1048.86,0,13.14,21.03,0,0,0,0,0,0,0,0,0,0
 10-12,0,97.56,132.17,0,22.03,0,226.58,0,0,0,0,0,47.2,0,0,0,0,0,0,0,0,0,0,0,2545.9,56.65,0,0,1255.64,0,9.44,22.03,3.15,132.17,0,6.29,6.29,0,0,0,0,0
 14-21,0,1,33,409,163,0,260,0,0,0,28,12,1,1,5,8,0,2,0,0,185,0,0,194,2404,53,19,29,95,0,144,1,454,18,2,403,793,0,0,8,0,2
 24-34,0,0,8.21,166.63,146.11,0,568.85,0,1.64,1.64,53.36,2.46,2.46,2.46,21.34,0.82,5.75,8.21,4.1,0,396.47,8.21,2.46,178.13,3149.62,48.43,41.86,39.4,0,0,266.78,0,1.64,9.85,0,36.94,809.36,0,0,49.25,0,7.39
 36-46,0,0,2.42,76.54,64.45,0,891.07,0.81,1.61,2.42,53.98,4.03,0,4.03,17.72,0,6.45,3.22,5.64,1.61,311.79,3.22,10.47,107.15,2029.48,12.09,15.31,15.31,0,0.81,103.13,0.81,2.42,3.22,0,0,514.02,0,0,20.95,0.81,8.86
 48-58,0,0,0.57,84.35,50.49,0,978.34,0.57,4.59,2.3,57.38,6.31,0,4.59,10.33,0,6.89,3.44,2.3,1.15,308.71,1.72,18.94,68.28,1001.29,8.61,10.33,17.79,0,0,37.3,0.57,0,1.72,1.15,0,186.49,0,0,26.97,0,6.89
 60-70,0.98,0,0,85.39,23.56,0.98,692.95,0.98,0.98,1.96,67.73,5.89,0,1.96,8.83,0,9.82,1.96,5.89,0.98,230.66,1.96,25.52,45.15,471.13,6.87,4.91,8.83,0,0,29.45,0,0,2.94,0,0,24.54,0,0,16.69,0.98,2.94
 72-82,0,0,0,84.42,61.84,4.91,288.61,1.96,0,1.96,80.5,32.39,0,3.93,21.6,1.96,5.89,2.94,7.85,0,223.82,1.96,16.69,41.23,366.16,4.91,8.83,9.82,0,0,13.74,0,0,0.98,1.96,0,13.74,3.93,0,31.41,5.89,0.98
 84-94,0,0,3.19,91.34,78.59,8.5,258.08,0,0,3.19,48.85,58.41,0,1.06,23.36,5.31,9.56,7.43,15.93,1.06,168.86,1.06,20.18,45.67,282.5,9.56,11.68,11.68,0,0,31.86,0,0,11.68,0,0,7.43,14.87,0,25.49,4.25,0
 96-106,0,0,0,77.59,85.24,7.65,206.55,0,4.37,0,52.46,59.01,0,3.28,38.25,2.19,2.19,8.74,21.86,0,119.12,1.09,13.11,28.41,273.21,6.56,9.84,15.3,0,1.09,36.06,1.09,0,6.56,0,0,3.28,9.84,1.09,31.69,7.65,2.19
108-118,0,0,0.77,42.89,79.66,1.53,182.3,0,0.77,0,45.19,37.53,0,1.53,29.11,4.6,3.06,0.77,11.49,0,90.38,0.77,10.72,29.87,306.39,6.89,10.72,11.49,0,0,27.57,0,0,11.49,0,0,4.6,8.43,1.53,19.15,2.3,3.06
120,0,0,0,25.48,90.15,1.96,172.46,0,0,0,37.24,9.8,0,0,35.28,0,3.92,0,3.92,0,76.43,0,3.92,15.68,299.85,1.96,5.88,11.76,0,0,21.56,0,0,1.96,0,0,5.88,1.96,1.96,19.6,1.96,0
