stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,79.07,1383.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.53,0,0,0,0,0,0,0,0,0,0,0
  5-6,104.2,968.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.52,0,0,0,6.13,0,18.39,0,0,0,0,0,0,0,0,0,0,0
  7-9,57.83,42.06,0,60.46,0,0,0,205.04,0,0,0,0,0,63.09,0,0,0,0,0,0,0,0,0,0,0,1230.24,60.46,0,0,541.51,0,0,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,3.15,59.79,0,62.94,0,9.44,0,147.91,0,0,0,0,0,40.91,0,0,0,0,0,0,0,0,0,0,0,1318.58,62.94,0,0,446.87,0,3.15,9.44,3.15,50.35,0,9.44,3.15,0,0,0,0,0
 14-21,0,1,5,11,129,37,0,84,0,0,0,14,6,0,2,0,3,1,0,2,2,64,0,0,56,636,12,6,24,13,0,16,4,84,10,16,148,238,0,0,4,0,0
 24-34,0,0,2.46,3.28,34.48,4.93,0,174.02,0.82,4.1,2.46,20.52,1.64,1.64,3.28,0.82,3.28,1.64,2.46,3.28,4.1,130.52,0.82,1.64,54.18,1177.11,9.85,50.07,21.34,0.82,1.64,21.34,0.82,0.82,2.46,6.57,22.98,272.52,0,0,22.16,0,7.39
 36-46,0,0,1.61,0,7.25,1.61,0,247.34,4.03,0,4.03,30.62,3.22,0,4.83,1.61,0.81,0.81,3.22,0,0.81,99.1,0,0.81,26.59,1265.71,4.03,35.45,8.86,0,0,24.17,1.61,0,5.64,4.83,0,240.09,0,0,12.09,0,2.42
 48-58,0,0,2.3,0,18.36,1.72,0,469.37,2.3,2.87,5.16,74.59,2.87,0.57,1.72,0.57,1.72,5.74,3.44,2.87,3.44,156.07,1.15,5.74,32.71,1381.72,3.44,35.58,13.2,0,0,18.94,0,0,2.87,1.72,0,247.31,0,0.57,13.77,0,6.89
 60-70,0,0,0.98,0,24.54,0,0,685.1,6.87,6.87,7.85,90.3,8.83,0,1.96,4.91,2.94,0.98,3.93,2.94,2.94,171.77,0.98,7.85,23.56,1502.71,5.89,39.26,7.85,0,0.98,19.63,0,0,1.96,3.93,0,193.36,0,2.94,10.8,0.98,6.87
 72-82,0,0,7.85,0,28.47,7.85,0.98,571.33,2.94,1.96,5.89,128.6,11.78,0,0.98,2.94,5.89,6.87,5.89,1.96,0.98,192.41,3.93,2.94,30.43,1243.77,0.98,55.95,11.78,0,1.96,19.63,0,0,0.98,2.94,0,72.64,2.94,5.89,25.52,11.78,8.83
 84-94,1.06,0,3.19,1.06,39.3,2.12,0,380.21,2.12,2.12,7.43,73.28,14.87,0,1.06,19.12,12.74,7.43,3.19,1.06,2.12,135.94,3.19,8.5,27.61,618.11,1.06,44.61,13.81,0,2.12,64.78,0,0,5.31,2.12,0,48.85,3.19,2.12,24.43,2.12,6.37
 96-106,0,0,3.28,1.09,46.99,5.46,2.19,321.3,5.46,4.37,5.46,77.59,16.39,0,3.28,7.65,7.65,5.46,4.37,3.28,1.09,106.01,2.19,5.46,16.39,525.66,1.09,92.89,17.49,1.09,2.19,65.57,0,0,4.37,6.56,0,24.04,4.37,2.19,25.14,6.56,5.46
108-118,0,0,3.06,0,42.13,6.89,6.89,222.13,6.89,9.96,3.83,78.13,10.72,0,0.77,15.32,8.43,11.49,3.83,4.6,3.83,83.49,2.3,4.6,18.38,606.64,2.3,62.04,19.92,0,0,39.06,1.53,0,3.06,1.53,0,18.38,6.13,2.3,22.98,6.13,5.36
120,0,0,1.96,0,52.91,7.84,1.96,221.46,3.92,9.8,3.92,66.63,15.68,0,1.96,1.96,3.92,0,5.88,0,0,54.87,0,0,29.4,634.97,3.92,41.16,3.92,0,0,35.28,0,0,5.88,0,0,23.52,3.92,5.88,23.52,3.92,1.96
