stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  5-6,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,2.63,0,0,0,0,0,0,0,0,0,0,0,7.89,0,0,0,0,0,0,0,0,0,0,0,10.51,2.63,0,0,10.51,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,9.44,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.58,3.15,0,0,3.15,0,3.15,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,1,2,154,1,0,1,0,0,0,0,0,2,0,0,27,0,1,16,0,5,2,0,1,16,0,1,0,0,0,4,2,0,0,1,1,0,0,0,0,0
 24-34,0,0,1.64,13.13,74.7,1.64,0,4.1,0,0,0,0.82,8.21,0.82,0,0,59.1,0,22.16,48.43,0,24.63,10.67,0.82,5.75,47.61,0,28.73,6.57,0,0.82,3.28,0,0,0.82,1.64,6.57,0,0,0.82,0,0
 36-46,0,0,0.81,4.03,28.2,2.42,0,3.22,0,1.61,1.61,0.81,21.75,0.81,0,0,41.89,0.81,25.78,42.7,0,45.12,8.06,20.14,8.06,50.76,0,31.42,12.09,0,1.61,2.42,0,0,0,0,4.03,0,2.42,1.61,0.81,0
 48-58,0,0,1.15,7.46,34.43,0,0,16.07,1.15,0.57,1.72,4.02,36.15,6.31,0,0,24.1,0,29.84,45.33,0.57,69.43,8.03,46.48,8.03,74.02,0.57,34.43,8.61,0,8.03,1.72,0,0,0,0,9.18,0,5.16,2.87,1.15,1.72
 60-70,0,0,0,0.98,23.56,1.96,0.98,16.69,0,2.94,0,1.96,83.43,4.91,0.98,0.98,45.15,0,42.21,70.67,0,83.43,5.89,38.28,8.83,44.17,0,37.3,12.76,0,7.85,8.83,0,0,0.98,0,7.85,0,19.63,1.96,7.85,0.98
 72-82,0,0,0.98,1.96,29.45,7.85,25.52,78.53,0,1.96,4.91,22.58,96.2,0,0.98,1.96,88.35,2.94,67.73,172.77,0,189.46,6.87,27.49,5.89,171.79,0.98,64.79,7.85,0,10.8,10.8,0,0,0,0,6.87,2.94,43.19,20.61,23.56,5.89
 84-94,0,0,0,2.12,47.79,4.25,73.28,48.85,1.06,3.19,0,16.99,172.05,7.43,0,2.12,142.31,0,90.27,465.17,0,127.44,8.5,35.05,7.43,96.65,0,141.25,11.68,0,4.25,22.3,0,0,0,0,0,0,36.11,10.62,19.12,2.12
 96-106,0,0,2.19,2.19,154.09,50.27,79.78,132.23,1.09,8.74,7.65,46.99,121.31,0,3.28,16.39,186.88,1.09,168.3,790.13,0,278.68,12.02,29.51,13.11,307.09,7.65,207.64,24.04,0,20.76,52.46,0,2.19,1.09,0,2.19,9.84,29.51,33.88,25.14,6.56
108-118,0,0,1.53,3.06,99.58,13.02,111.06,104.17,3.83,14.55,6.13,34.47,92.68,0,2.3,8.43,185.36,0.77,124.09,1512.01,2.3,231.32,11.49,22.98,14.55,311.75,6.13,152.43,16.09,0,21.45,36.77,0,1.53,2.3,0,5.36,8.43,16.09,19.92,16.09,9.96
120,1.96,0,0,1.96,121.51,21.56,45.08,78.39,5.88,7.84,5.88,19.6,52.91,0,3.92,17.64,99.95,3.92,76.43,838.79,0,292.01,5.88,15.68,7.84,272.41,1.96,99.95,13.72,0,27.44,29.4,0,3.92,5.88,0,9.8,3.92,19.6,23.52,25.48,5.88
