stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,105.42,1449.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.71,0,0,0,0,0,0,0,0,0,0,0
  5-6,36.78,563.93,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,7.89,0,7.89,0,0,0,7.89,0,0,0,0,0,10.51,0,0,0,0,0,0,0,0,0,0,0,92,18.4,0,0,39.43,0,2.63,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,3.15,9.44,0,22.03,0,3.15,0,37.76,0,0,0,0,0,40.91,0,0,0,0,0,0,0,0,0,0,0,840.24,40.91,0,0,207.7,0,9.44,6.29,3.15,37.76,0,9.44,6.29,0,0,0,0,0
 14-21,0,0,3,9,332,93,0,104,0,3,0,17,7,13,5,9,30,2,0,7,27,106,3,0,71,1029,196,8,9,25,0,33,4,96,14,10,119,334,0,0,37,0,35
 24-34,0.82,0,4.93,8.21,157.6,91.94,0,334.91,1.64,27.09,3.28,52.53,4.1,1.64,13.95,41.04,42.68,6.57,7.39,8.21,86.19,240.51,6.57,1.64,160.07,2411.68,41.86,48.43,18.06,0,0.82,109.99,0,2.46,13.13,4.1,52.53,536.02,0,0,171.56,0,95.22
 36-46,0,0,0,0.81,40.28,20.14,0,563.97,1.61,9.67,16.92,103.93,2.42,2.42,7.25,35.45,9.67,12.09,4.83,4.83,67.68,281.98,0.81,3.22,75.73,2504.02,21.75,31.42,8.06,0,1.61,69.29,0,1.61,8.86,4.03,2.42,485.01,0,0.81,77.34,0,36.26
 48-58,0.57,0,0,0,40.74,22.38,0,931.29,3.44,20.08,20.66,277.72,3.44,14.35,8.61,37.87,6.31,23.53,8.61,5.16,37.87,411.99,3.44,10.9,67.14,2543.68,12.62,17.79,14.92,0,1.72,53.94,0,0,6.31,2.3,0,516.42,0,1.15,70.58,0,46.48
 60-70,0.98,0,0.98,0,59.87,15.7,0.98,1210.22,6.87,17.67,16.69,283.66,13.74,5.89,4.91,29.45,4.91,38.28,12.76,4.91,13.74,463.28,1.96,19.63,40.24,2260.45,8.83,13.74,9.82,0,1.96,71.65,0,0,10.8,2.94,0,267.96,1.96,8.83,50.06,3.93,50.06
 72-82,0,0,11.78,0,65.77,50.06,0.98,1080.81,4.91,13.74,24.54,339.65,31.41,4.91,12.76,48.1,23.56,30.43,8.83,8.83,20.61,654.77,9.82,30.43,43.19,1943.69,11.78,27.49,21.6,0,8.83,59.88,0,0,18.65,0.98,0,160.01,10.8,26.5,90.31,24.54,35.34
 84-94,1.06,0,9.56,1.06,163.55,72.22,2.12,805.02,9.56,44.61,26.55,241.08,80.71,8.5,5.31,79.65,47.79,74.34,12.74,8.5,33.99,498.1,7.43,33.99,71.16,1138.5,5.31,22.3,26.55,0,5.31,179.48,0,0,30.8,3.19,0,111.51,18.05,25.49,99.83,21.24,26.55
 96-106,0,0,5.46,0,180.32,71.04,2.19,549.7,9.84,26.23,16.39,279.77,69.94,0,18.58,96.17,32.79,39.34,15.3,13.11,31.69,442.6,10.93,14.21,52.46,890.67,15.3,36.06,26.23,0,3.28,161.74,1.09,0,31.69,2.19,0,49.18,12.02,13.11,86.33,27.32,33.88
108-118,0.77,0,6.89,3.06,143.24,60.51,6.13,439.66,7.66,46.72,20.68,232.09,47.49,0,6.89,76.6,37.53,69.7,7.66,20.68,28.34,337.79,6.13,13.02,49.79,1161.97,13.79,34.47,18.38,0,6.13,142.47,0,0,18.38,2.3,0,37.53,13.02,12.26,82.72,14.55,19.92
120,0,0,1.96,3.92,150.9,99.95,1.96,341,5.88,48.99,11.76,192.06,54.87,0,7.84,94.07,21.56,29.4,21.56,21.56,9.8,278.29,1.96,21.56,47.03,1101.4,23.52,15.68,21.56,0,11.76,180.3,1.96,0,13.72,1.96,0,33.32,5.88,9.8,88.19,5.88,15.68
