stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,237.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,116.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.43,0,0,0,5.26,0,0,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,0,3.15,0,12.59,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.94,0,0,0,50.35,0,0,0,0,0,0,0,3.15,0,0,0,0,0
 14-21,0,0,1,10,53,8,0,6,0,1,0,37,6,1,1,0,0,2,0,0,21,1,0,69,132,12,0,12,13,0,0,0,24,30,29,256,262,0,0,3,0,0
 24-34,0,0,0.82,7.39,27.09,0.82,0,7.39,0,12.31,0.82,44.33,3.28,0.82,2.46,1.64,0.82,2.46,1.64,0.82,32.83,0,0,69.77,136.26,18.88,0,10.67,0,0,1.64,0,0.82,24.63,13.13,18.88,142.01,0,0,35.3,0,5.75
 36-46,0,0,0,0.81,15.31,0,0,4.83,1.61,10.47,2.42,46.73,0,1.61,2.42,0,4.83,1.61,0,0.81,52.37,0,0,17.72,108.77,29,0,10.47,0,0,2.42,0,0,11.28,8.06,0,74.93,0,0,35.45,0,17.72
 48-58,0,0.57,0.57,0,13.2,1.15,0,20.08,0.57,9.75,0,55.66,0.57,3.44,5.74,0.57,5.16,1.72,0.57,0,100.99,0,0,18.94,74.02,12.62,0,13.77,0,0,1.15,0,0,4.02,4.02,0,63.69,0,0,28.69,0,14.92
 60-70,0,0,0,0,18.65,0.98,0,40.24,0,10.8,0,77.54,0,1.96,9.82,1.96,2.94,0.98,0,0,184.53,0.98,0,11.78,90.3,3.93,0.98,7.85,0,0.98,3.93,0,0,3.93,0.98,0,44.17,1.96,1.96,35.33,0,14.72
 72-82,0,0,5.89,0,26.5,1.96,0,80.5,0,5.89,0,135.47,5.89,5.89,21.6,2.94,0.98,1.96,0.98,0,323.95,0,0.98,5.89,102.09,0,0.98,26.5,0,0,0,0,0,8.83,0.98,0,24.54,0,0.98,60.86,0.98,27.49
 84-94,0,0,3.19,0,52.04,2.12,0,79.65,0,8.5,5.31,80.71,9.56,4.25,37.17,6.37,4.25,0,0,0,210.28,0,0,0,60.54,1.06,0,28.68,0,0,1.06,0,0,22.3,0,0,25.49,0,1.06,32.92,0,18.05
 96-106,1.09,0,3.28,0,42.62,4.37,0,54.64,1.09,12.02,0,101.63,9.84,5.46,38.25,7.65,2.19,4.37,2.19,1.09,158.46,0,0,3.28,65.57,2.19,2.19,26.23,0,1.09,2.19,0,0,10.93,0,0,28.41,4.37,4.37,46.99,1.09,28.41
108-118,0,0,4.6,0.77,64.34,3.06,4.6,45.19,0,17.62,0,79.66,7.66,3.06,45.96,8.43,4.6,0.77,3.06,1.53,130.21,0.77,0,3.83,77.36,0.77,0.77,32.17,0,0,0.77,0,0,15.32,1.53,0,15.32,1.53,2.3,38.3,0,25.28
120,0,0,3.92,0,58.79,0,0,37.24,0,9.8,0,80.35,1.96,1.96,70.55,5.88,1.96,1.96,1.96,0,117.59,1.96,0,3.92,88.19,5.88,1.96,13.72,0,1.96,0,0,0,15.68,0,0,9.8,1.96,0,48.99,1.96,11.76
