stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,52.71,1041.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.53,0,0,0,0,0,0,0,0,0,0,0
  5-6,281.96,4204.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165.5,0,0,0,128.72,0,24.52,0,0,0,0,0,0,0,0,0,0,0
  7-9,10.51,60.46,0,73.6,0,0,23.66,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,888.51,36.8,0,0,3259.6,0,2.63,5.26,0,0,0,0,0,0,0,0,0,0
 10-12,0,15.73,0,75.53,0,3.15,31.47,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,1154.94,22.03,0,0,2180.85,0,0,6.29,18.88,44.06,0,6.29,9.44,0,0,0,0,0
 14-21,0,3,0,14,55,46,83,0,1,0,87,1,0,13,0,3,0,1,0,0,21,1,0,114,2136,95,6,18,200,0,6,1,1173,1,20,996,1130,0,0,11,0,0
 24-34,0,0,0,0,18.06,0.82,426.02,0,1.64,1.64,64.85,0,0,4.93,0,0,0.82,3.28,0,0,46.79,0,0,126.41,4032.05,9.85,9.03,12.31,0,0,10.67,0,4.1,4.1,4.1,107.53,1099.95,0,0,30.37,0,0.82
 36-46,0,0,0,0,10.47,0,841.92,2.42,0,3.22,123.27,0.81,0,3.22,2.42,0,0,3.22,0.81,0.81,120.04,0,0.81,41.89,3975.98,7.25,6.45,12.09,0,0,8.06,0,0,0.81,2.42,0.81,1246.37,0,0,20.14,0,2.42
 48-58,0,0,0,0,5.74,0.57,601.35,0.57,2.3,0.57,206,2.87,0,3.44,0,1.15,0.57,2.3,0,1.72,88.37,0,0.57,29.84,1607.8,2.87,3.44,8.61,0,0,1.15,0,0,0,0.57,0,665.04,0,0,28.12,0,3.44
 60-70,0,0,1.96,0,8.83,0,425.98,0,0,0,152.14,8.83,0,2.94,0,0.98,0.98,2.94,0.98,2.94,64.78,0,0,21.59,522.17,1.96,0,4.91,0,0,0.98,0,0,0,0,0,191.4,0,0.98,29.45,0,0
 72-82,0,0,1.96,0,18.65,0,151.18,0,0,0,116.82,14.72,0,4.91,0.98,0.98,0,3.93,0.98,0.98,94.24,0,1.96,22.58,348.49,1.96,1.96,14.72,0,0,0,0,0,0,0,0,48.1,2.94,0,48.1,0.98,0
 84-94,0,0,3.19,0,15.93,2.12,108.33,0,1.06,3.19,64.78,19.12,0,2.12,0,2.12,1.06,6.37,0,2.12,70.09,1.06,0,13.81,244.27,2.12,0,13.81,0,0,0,0,0,3.19,0,0,53.1,1.06,0,52.04,0,0
 96-106,0,0,1.09,0,21.86,2.19,90.71,0,1.09,0,69.94,25.14,0,7.65,0,6.56,0,8.74,2.19,0,62.29,0,0,14.21,204.36,6.56,1.09,10.93,0,1.09,0,0,0,0,0,0,15.3,1.09,1.09,67.76,1.09,0
108-118,0.77,0,1.53,0,10.72,1.53,99.58,0,0,1.53,45.96,23.74,0,1.53,0.77,3.06,0,5.36,0.77,1.53,42.13,0,0,18.38,252.77,4.6,0.77,8.43,0,1.53,0.77,0,0,0.77,0,0,9.19,2.3,0.77,45.96,0.77,0.77
120,0,0,0,0,9.8,0,109.75,0,3.92,3.92,47.03,13.72,0,0,0,3.92,0,0,0,3.92,45.08,0,0,11.76,201.86,5.88,0,9.8,0,0,0,0,0,0,0,0,7.84,3.92,0,37.24,0,0
