stage,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
 14-21,1,4,25,295,101,0,184,0,2,0,36,18,7,4,3,4,1,0,4,3,141,1,0,117,1732,53,9,29,55,0,78,7,305,32,21,359,561,0,0,13,0,2
 24-34,0,3.28,12.31,116.56,17.24,0,325.06,2.46,6.57,5.75,45.97,10.67,0,4.93,4.93,10.67,6.57,4.1,7.39,7.39,218.35,4.93,2.46,109.99,2098.11,21.34,16.42,20.52,0,0,224.09,0.82,1.64,9.03,3.28,55,494.16,0,0,59.1,0,7.39
 36-46,0,1.61,0.81,49.15,1.61,0,460.84,5.64,6.45,8.86,59.62,3.22,0,3.22,4.83,6.45,3.22,5.64,3.22,8.86,215.92,0.81,3.22,66.06,1838.54,11.28,15.31,13.7,0,0,129.71,1.61,0,3.22,3.22,2.42,466.48,0,0.81,24.98,0,0.81
 48-58,0,0,0,49.35,2.3,0,638.07,5.74,4.59,6.31,100.99,3.44,0,3.44,5.74,5.74,4.59,4.59,2.87,5.16,257.06,4.02,9.75,56.81,1436.81,9.75,11.48,8.03,0,1.15,80.33,0,0.57,4.02,3.44,0,268.54,0,0,29.26,0.57,8.61
 60-70,0,0.98,0,59.87,6.87,0,746.94,8.83,8.83,15.7,149.19,17.67,0.98,4.91,9.82,3.93,10.8,5.89,3.93,2.94,318.01,2.94,16.69,36.32,1462.47,5.89,8.83,13.74,0,1.96,91.28,0,0,1.96,2.94,0,170.78,0.98,4.91,26.5,0,9.82
 72-82,0,3.93,0.98,75.59,16.69,0,646.92,5.89,3.93,21.6,155.1,29.45,1.96,6.87,20.61,8.83,10.8,6.87,3.93,4.91,385.79,6.87,17.67,57.92,1157.38,5.89,19.63,23.56,0,4.91,94.24,0.98,0,5.89,3.93,0,91.29,2.94,9.82,49.08,12.76,2.94
 84-94,0,2.12,1.06,110.45,18.05,3.19,428,4.25,15.93,12.74,109.39,30.8,1.06,4.25,26.55,21.24,19.12,5.31,4.25,6.37,223.03,6.37,13.81,36.11,532.08,1.06,10.62,14.87,0,1.06,241.08,0,0,6.37,2.12,0,39.3,7.43,7.43,43.54,12.74,5.31
 96-106,0,4.37,0,87.43,17.49,7.65,261.19,10.93,7.65,8.74,72.13,38.25,0,5.46,37.16,16.39,12.02,10.93,12.02,8.74,196.71,6.56,10.93,45.9,479.76,5.46,19.67,25.14,0,4.37,221.85,0,0,5.46,6.56,0,18.58,4.37,6.56,36.06,15.3,8.74
108-118,0,2.3,1.53,88.09,15.32,15.32,271.92,4.6,15.32,8.43,68.94,36,0,6.13,33.7,13.79,11.49,9.96,6.89,10.72,166.21,6.89,9.96,42.13,562.22,9.19,13.02,23.74,0,2.3,166.21,0.77,0,10.72,0.77,0,19.15,6.89,3.06,40.6,6.89,6.13
120,0,0,3.92,160.7,45.08,11.76,301.81,15.68,19.6,13.72,150.9,48.99,0,3.92,52.91,17.64,11.76,9.8,15.68,5.88,174.42,13.72,9.8,58.79,717.28,17.64,11.76,23.52,1.96,3.92,152.86,0,0,9.8,0,0,13.72,9.8,3.92,43.12,7.84,5.88
