stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,39.53,764.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.71,0,0,0,0,0,0,0,0,0,0,0
  5-6,12.26,337.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.39,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0
  7-9,10.51,10.51,18.4,0,0,0,28.92,0,0,0,0,0,10.51,0,0,0,0,0,0,0,0,0,0,0,181.38,5.26,0,0,70.98,0,2.63,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,9.44,0,3.15,0,15.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125.88,3.15,0,0,66.09,0,0,6.29,0,9.44,0,0,0,0,0,0,0,0
 14-21,0,0,1,6,4,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,5,63,0,0,1,1,0,6,0,8,2,0,10,21,0,0,1,0,0
 24-34,0,0,0,4.1,0,0,27.09,0,0,0,1.64,0,0,0,0,1.64,0,0,0,0,13.13,0.82,0,9.03,145.29,0.82,0,0.82,0,0,13.95,0,0,0.82,0,2.46,33.66,0,0,3.28,0,0.82
 36-46,0,0,0,0.81,0.81,0,51.56,0,0.81,0.81,4.83,0,0,0,0,0,0.81,0,0,0,15.31,0,0,4.83,111.18,0,0.81,0,0,0,5.64,0,0,0,0,0,24.17,0,0,4.03,0,0.81
 48-58,0.57,0,0,1.72,0,0,40.17,0,0,0.57,4.02,0,0,0.57,0,0,0,0,0,0.57,10.9,0,2.3,2.3,53.94,0.57,1.72,0.57,0,0,1.15,0,0,0.57,0,0,9.18,0,0,2.3,0,0.57
 60-70,0,0,0,0,0,0,32.39,0.98,0.98,0.98,6.87,0.98,0,0,0,0,0.98,0,0,0,11.78,0,0,4.91,44.17,0,0.98,0,0,0,0.98,0,0,0,0,0,8.83,0,0,1.96,0,0
 72-82,0,0,0,2.94,0,0,26.5,0,0,1.96,10.8,0.98,0,0.98,0.98,0,0,0.98,0,0.98,29.45,0.98,2.94,4.91,54.97,0.98,0,1.96,0,0.98,2.94,0,0,0,0,0,5.89,0,0.98,4.91,0.98,0
 84-94,0,0,0,5.31,0,1.06,19.12,0,2.12,1.06,5.31,3.19,0,0,0,0,3.19,0,0,0,19.12,0,2.12,2.12,31.86,1.06,0,2.12,0,1.06,4.25,0,0,0,0,0,1.06,1.06,0,5.31,1.06,1.06
 96-106,0,0,0,1.09,0,0,14.21,0,0,0,9.84,4.37,0,1.09,1.09,0,0,0,0,0,16.39,0,1.09,0,37.16,0,0,1.09,0,0,1.09,0,0,2.19,0,0,2.19,1.09,0,4.37,1.09,1.09
108-118,0,0,0,4.6,1.53,0,12.26,0,0.77,0.77,9.19,0.77,0,0.77,3.06,0.77,1.53,2.3,1.53,0,11.49,0,0.77,0.77,29.11,0,0,4.6,0,0,3.83,0,0,1.53,1.53,0,0.77,0,0,3.06,0,0
120,0,0,0,0,0,0,21.56,1.96,1.96,0,3.92,0,0,0,0,1.96,1.96,0,0,0,7.84,1.96,1.96,0,27.44,0,0,0,0,0,1.96,0,0,1.96,0,0,0,0,0,0,1.96,0
