stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,13.18,566.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.36,0,0,0,0,0,0,0,0,0,0
  5-6,18.39,281.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,13.14,0,7.89,0,0,0,44.69,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,212.93,7.89,0,0,89.38,0,0,2.63,0,0,0,0,0,0,0,0,0
 10-12,0,9.44,0,9.44,0,0,0,37.76,0,0,0,0,0,18.88,0,0,0,0,0,0,0,0,0,0,0,292.67,3.15,0,0,100.7,0,3.15,0,0,15.73,0,0,0,0,0,0,0
 14-21,0,0,0,2,47,16,0,29,0,0,0,0,2,2,0,0,0,1,0,0,0,24,0,0,17,164,1,2,1,6,0,3,0,42,0,33,22,0,0,0,0,0
 24-34,0,0,0,1.64,14.78,8.21,0,39.4,0,1.64,0,0.82,0.82,0,0,0.82,0.82,2.46,0.82,1.64,0.82,38.58,0,0,7.39,200.29,0,1.64,4.1,0.82,0,7.39,0,0,0,4.93,18.88,0,0,2.46,0,1.64
 36-46,0,0,0,0,4.03,0,0,16.11,0,0.81,0,4.83,0,0,0,0.81,0,0,0.81,1.61,0,17.72,0,0.81,1.61,74.12,0.81,0.81,0.81,0,0,0.81,0,0,0,0,8.86,0,0,1.61,0,1.61
 48-58,0,0,0,0,3.44,1.15,0,9.18,0,1.15,0.57,2.87,0.57,0,0.57,0.57,1.15,1.15,0.57,1.72,0.57,15.49,0.57,0.57,2.3,36.72,0,0,0,0,0,1.15,0,0,0,0,2.3,0,0,1.72,0,0
 60-70,0,0,0,0,6.87,0,0,15.7,0,0.98,0.98,8.83,3.93,0,0,0,0.98,0.98,0.98,4.91,0,16.69,0,0,3.93,24.54,0,0,0.98,0,0,1.96,0,0,0,0,0.98,0,0,2.94,0,0
 72-82,0,0,0,0.98,8.83,0.98,1.96,16.69,0,0,0.98,17.67,4.91,0,0,6.87,0.98,0,0,3.93,0,21.6,0,1.96,7.85,42.21,0.98,0.98,0,0,0,0.98,0,0,0.98,0,0.98,0,0,0.98,0,0.98
 84-94,0,0,0,0,12.74,4.25,2.12,12.74,0,0,2.12,10.62,7.43,0,0,5.31,1.06,3.19,1.06,6.37,1.06,23.36,0,2.12,8.5,25.49,1.06,1.06,3.19,0,1.06,7.43,0,0,2.12,0,1.06,0,0,3.19,1.06,0
 96-106,0,0,1.09,0,8.74,4.37,0,13.11,0,1.09,1.09,12.02,3.28,0,0,4.37,0,1.09,0,3.28,0,7.65,0,1.09,7.65,22.95,1.09,0,3.28,0,0,1.09,0,0,0,0,0,1.09,0,4.37,3.28,0
108-118,0,0,0,1.53,19.15,12.26,1.53,16.09,0,2.3,2.3,22.98,3.06,0,0.77,7.66,0.77,0,1.53,4.6,0,17.62,0,2.3,9.96,55.15,0.77,1.53,1.53,0,0,9.19,0,0,0.77,0,1.53,1.53,0,2.3,0.77,0.77
120,0,0,0,0,47.03,9.8,3.92,17.64,1.96,3.92,0,9.8,0,0,0,5.88,1.96,3.92,1.96,3.92,0,9.8,0,1.96,9.8,62.71,3.92,0,1.96,0,1.96,11.76,0,0,3.92,0,0,0,1.96,1.96,0,0
