stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,527.12,5244.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224.02,0,0,0,0,0,0,0,0,0,0,0
  5-6,533.28,5007.91,0,6.13,0,0,0,0,0,0,0,0,24.52,0,0,0,0,0,0,0,0,0,0,0,134.85,12.26,0,0,18.39,0,91.94,0,0,0,0,0,0,0,0,0,0,0
  7-9,99.89,52.57,0,57.83,0,0,139.32,0,0,0,0,0,94.63,0,0,0,0,0,0,0,0,0,0,0,1361.67,115.66,0,0,933.19,0,2.63,18.4,0,0,0,0,0,0,0,0,0,0
 10-12,0,22.03,0,44.06,0,0,66.09,0,0,0,0,0,9.44,0,0,0,0,0,3.15,0,0,0,0,0,698.63,88.12,0,0,890.59,0,0,3.15,6.29,53.5,0,9.44,12.59,0,0,0,0,0
 14-21,0,0,1,3,35,15,20,0,1,0,13,2,0,0,0,0,0,0,0,0,13,0,0,9,143,14,0,0,27,0,5,1,103,3,5,103,93,0,0,2,0,0
 24-34,0,0,1.64,1.64,92.76,0.82,27.09,0,9.85,2.46,11.49,1.64,0,0.82,0,0,0,0,0,0,44.33,2.46,0,25.45,205.21,4.93,4.93,2.46,0,0,2.46,0,0,0.82,0.82,12.31,97.68,0,0,3.28,0,0
 36-46,0,0,0.81,0,76.54,0,19.34,0,29,2.42,29,0,0,0.81,0,0,0,1.61,0.81,0.81,78.96,0,0,20.14,140.99,3.22,3.22,0,0,0,1.61,0,0,0.81,0,0,62.84,0,0,2.42,0,0
 48-58,0,0,0,0,62.54,0,38.44,0.57,14.92,1.72,48.77,0,0,0.57,0,0.57,0.57,0.57,0,0,72.87,0,4.59,11.48,78.04,1.15,0,2.3,0,0,0,0,0,0,0,0,61.4,0,0,1.15,0,0.57
 60-70,0,0,0,0,68.71,0,56.93,0,27.48,4.91,110.91,0.98,0.98,0,0,0,0.98,2.94,0,0.98,119.75,0.98,1.96,12.76,114.84,0,0,2.94,0,1.96,0.98,0,0,0,0,0,68.71,0,2.94,0,0,0
 72-82,0,0,0.98,0,75.59,0,103.07,0,18.65,2.94,158.05,4.91,0,0.98,0,1.96,0,3.93,0,0,123.69,0.98,2.94,15.71,91.29,0,0.98,1.96,0,1.96,0,0,0,0,0,0,56.94,1.96,8.83,0.98,8.83,0.98
 84-94,0,0,1.06,0,144.44,0,87.09,1.06,28.68,3.19,92.4,8.5,0,0,0,0,0,1.06,0,1.06,89.21,0,6.37,11.68,74.34,0,3.19,1.06,0,0,3.19,0,0,0,0,0,20.18,0,7.43,0,5.31,0
 96-106,0,0,2.19,0,124.58,2.19,101.63,1.09,26.23,5.46,95.08,9.84,0,0,2.19,3.28,0,5.46,0,0,111.47,1.09,2.19,15.3,77.59,1.09,1.09,6.56,0,3.28,0,0,0,0,0,0,18.58,0,6.56,2.19,16.39,0
108-118,0,0,1.53,0,144,0,61.28,0,39.83,0.77,68.17,2.3,0,0,1.53,0,1.53,1.53,0.77,0.77,93.45,0,5.36,5.36,76.6,0,2.3,3.06,0,6.13,3.06,0,0,2.3,0.77,0,13.79,1.53,11.49,0,15.32,0.77
120,0,0,3.92,0,141.1,0,48.99,0,37.24,1.96,92.11,1.96,0,0,1.96,1.96,0,3.92,0,0,94.07,3.92,7.84,11.76,109.75,0,0,1.96,0,15.68,0,0,0,0,0,0,7.84,1.96,9.8,0,19.6,0
