stage,axial,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
 14-21,2,6,10,214,102,0,156,0,0,0,29,7,75,12,3,3,1,0,0,7,112,0,0,74,1412,60,14,18,19,0,5,19,115,16,362,600,506,0,0,28,0,6
 24-34,0,8.21,4.1,81.26,24.63,0,265.14,224.91,7.39,2.46,23.8,4.1,13.13,13.13,15.6,4.1,1.64,5.75,9.85,19.7,197.01,5.75,1.64,132.16,2272.95,34.48,32.01,28.73,0.82,0,27.91,2.46,1.64,13.95,235.59,343.12,619.75,0,0,74.7,0,32.83
 36-46,0,4.83,0.81,35.45,2.42,0,313.41,440.7,2.42,12.09,91.04,1.61,3.22,12.89,19.34,0,5.64,4.83,2.42,20.14,256.2,4.83,2.42,103.93,3058.32,21.75,31.42,4.83,0,0.81,22.56,4.03,1.61,10.47,140.99,24.98,798.42,0,1.61,37.06,0,38.67
 48-58,0,2.87,0.57,24.67,2.3,0,632.33,416.01,4.59,29.84,205.42,1.72,2.87,11.48,13.2,0,11.48,8.03,3.44,18.94,397.07,7.46,5.74,101.56,3165.11,20.66,18.36,18.36,0,1.15,12.05,1.15,0.57,2.3,85.5,0,666.76,0,4.02,35,0.57,49.92
 60-70,0,5.89,0,44.17,3.93,0.98,1198.44,293.48,3.93,31.41,392.61,13.74,0.98,15.7,27.48,0.98,24.54,9.82,2.94,10.8,690.01,8.83,12.76,101.1,4621.99,19.63,30.43,16.69,0.98,2.94,15.7,0.98,0,5.89,41.22,0,670.38,0.98,11.78,40.24,9.82,44.17
 72-82,0,15.71,0,63.81,26.5,1.96,1587.35,195.35,7.85,32.39,540.9,26.5,0.98,15.71,35.34,1.96,23.56,13.74,5.89,11.78,1067.07,7.85,36.32,97.18,4420.42,20.61,38.28,51.05,0.98,0.98,24.54,1.96,0,9.82,21.6,0,424.08,3.93,28.47,97.18,32.39,48.1
 84-94,0,15.93,2.12,127.44,24.43,9.56,1271.26,304.8,15.93,31.86,406.76,42.48,0,12.74,63.72,10.62,37.17,12.74,10.62,20.18,771.04,5.31,47.79,99.83,2583.94,36.11,28.68,60.54,0,4.25,54.16,0,0,13.81,23.36,0,262.32,11.68,30.8,111.51,36.11,44.61
 96-106,0,15.3,1.09,108.19,25.14,9.84,1048.04,377.03,13.11,31.69,454.62,61.2,0,24.04,78.68,7.65,25.14,17.49,16.39,10.93,697.24,10.93,22.95,71.04,2244.71,25.14,56.83,59.01,1.09,16.39,51.36,3.28,0,13.11,25.14,0,155.18,6.56,26.23,107.1,57.92,60.11
108-118,0,9.19,2.3,95.75,22.21,13.79,745.28,221.36,15.32,18.38,387.58,42.13,0,14.55,61.28,6.13,36,11.49,20.68,17.62,649.54,3.83,24.51,75.06,3033.98,33.7,31.4,59.75,0,9.19,16.85,1.53,0,9.96,22.98,0,120.26,17.62,18.38,92.68,32.94,46.72
120,1.96,7.84,1.96,113.67,29.4,3.92,756.48,143.06,15.68,25.48,374.32,48.99,0,15.68,96.03,9.8,17.64,21.56,15.68,7.84,533.06,1.96,27.44,84.27,3602.09,35.28,29.4,52.91,0,9.8,35.28,3.92,0,7.84,13.72,0,158.74,7.84,19.6,92.11,35.28,21.56
