stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,158.14,3940.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184.49,0,0,0,0,0,0,0,0,0,0
  5-6,61.3,796.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.52,6.13,0,0,0,0,24.52,0,0,0,0,0,0,0,0,0,0
  7-9,0,2.63,0,5.26,0,0,0,2.63,0,0,0,0,99.89,0,0,0,0,0,0,0,0,0,0,0,73.6,2.63,0,0,10.51,0,0,2.63,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,9.44,0,0,0,0,0,0,0,0,113.29,0,0,0,0,0,0,0,0,0,0,0,154.2,0,0,0,9.44,0,0,0,0,0,3.15,0,0,0,0,0,0
 14-21,0,0,0,3,38,5,0,1,0,0,6,2,6,0,0,2,0,0,0,0,10,0,0,5,22,1,0,0,0,0,7,0,4,13,7,22,0,0,0,0,0
 24-34,0,0,1.64,0,9.85,0.82,0,5.75,0,0,0.82,0.82,1.64,0.82,1.64,0.82,0,0.82,0,0,12.31,0,0,5.75,32.01,0,2.46,0,0,0,41.04,0,0,17.24,0.82,19.7,0,0,4.1,0,2.46
 36-46,0,0,0.81,0.81,4.03,0,0,1.61,0,0,0,0,0,0,0,0,0,0,0.81,0,9.67,0,0,1.61,18.53,0,2.42,0,0,0,39.48,0,0,6.45,0,9.67,0,0,1.61,0,0.81
 48-58,0,0,0,0,2.3,0,0,7.46,0.57,1.15,1.15,0.57,0.57,0.57,0,0,0,0,0,0,24.67,1.72,1.15,4.02,23.53,0,5.16,1.15,0,0,10.9,0,0,3.44,0,13.77,0,0,3.44,0,0
 60-70,0,0,0,0,4.91,0,0,11.78,0,0.98,4.91,0,0,1.96,0,0,0,0,0,0,31.41,0,1.96,4.91,16.69,0,4.91,0.98,0,0,18.65,0,0,2.94,0,4.91,0,0.98,1.96,0,0.98
 72-82,0,0,3.93,0,7.85,0.98,0,23.56,0.98,0,3.93,4.91,0.98,1.96,0,0.98,0.98,0.98,0,0,61.84,2.94,3.93,5.89,29.45,0,6.87,2.94,0,0,11.78,0,0,5.89,0,11.78,0,4.91,5.89,0,0
 84-94,0,0,1.06,1.06,7.43,3.19,0,6.37,3.19,1.06,5.31,5.31,0,1.06,6.37,2.12,3.19,1.06,1.06,1.06,27.61,2.12,6.37,10.62,16.99,0,5.31,4.25,0,0,47.79,0,0,5.31,0,1.06,1.06,0,3.19,4.25,0
 96-106,0,0,3.28,1.09,25.14,1.09,0,15.3,3.28,1.09,6.56,4.37,0,2.19,6.56,2.19,3.28,4.37,1.09,0,59.01,2.19,3.28,3.28,19.67,0,6.56,3.28,0,1.09,37.16,0,0,4.37,0,2.19,1.09,0,13.11,0,4.37
108-118,0,0,0.77,0.77,16.85,1.53,0.77,13.79,3.83,1.53,7.66,4.6,0,1.53,8.43,3.83,2.3,1.53,3.06,0.77,39.06,0.77,0,3.06,22.98,0,7.66,3.06,0,1.53,37.53,0,0,1.53,0,0.77,3.06,1.53,4.6,3.06,2.3
120,0,0,0,0,9.8,0,0,3.92,0,0,3.92,3.92,0,1.96,1.96,0,0,0,1.96,1.96,31.36,1.96,0,3.92,17.64,0,7.84,1.96,0,1.96,33.32,0,0,7.84,0,3.92,0,3.92,5.88,1.96,0
