stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,52.71,1001.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,0,0,0,0,0,0,0,0,0,0
  5-6,49.04,649.74,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,42.91,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,5.26,23.66,0,31.54,0,2.63,0,78.86,0,0,0,0,26.29,0,0,0,0,0,0,0,0,0,0,0,354.88,18.4,0,0,205.04,0,0,10.51,0,0,0,0,0,0,0,0,0,0
 10-12,0,15.73,0,15.73,0,12.59,0,22.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374.49,15.73,0,0,176.23,0,3.15,3.15,0,22.03,0,3.15,0,0,0,0,0,0
 14-21,1,0,1,11,69,36,0,34,0,0,10,10,0,2,0,2,1,0,0,1,108,0,0,61,417,20,0,0,27,0,0,1,73,0,1,52,150,0,0,4,0,0
 24-34,0.82,0,0,4.1,8.21,5.75,0,39.4,0.82,2.46,6.57,4.1,0,0.82,7.39,0,1.64,0.82,1.64,4.93,79.62,0,0,22.16,336.55,4.93,2.46,1.64,0,0,0,0,0,0,0,6.57,91.94,0,0,11.49,0,4.1
 36-46,0,0,0.81,0,5.64,0.81,0,35.45,0.81,2.42,18.53,4.03,0,3.22,1.61,0,4.83,0,0,3.22,66.87,0.81,0,26.59,214.31,4.83,4.03,0.81,0,0,0,0,0,0,0,0,58.81,0,0,10.47,0,6.45
 48-58,0,0,0,0,4.59,0,0,44.76,0.57,5.16,26.97,0,0,1.72,8.61,1.72,4.02,0.57,1.15,1.15,72.3,0,1.15,18.36,131.98,0,2.3,0.57,0,0,0,0,0,0.57,0.57,0,30.99,0,0.57,9.18,0,1.72
 60-70,0,0,1.96,0,4.91,0,0,36.32,0.98,3.93,37.3,3.93,0,0.98,7.85,0,1.96,0,0,0,77.54,0,2.94,16.69,76.56,0,2.94,0,0,1.96,0.98,0,0,0,0,0,21.59,0,3.93,7.85,3.93,1.96
 72-82,0,0,5.89,0,4.91,0.98,0,32.39,2.94,13.74,53.01,1.96,0.98,5.89,30.43,0,2.94,0.98,0,1.96,104.06,0,4.91,18.65,97.18,0.98,5.89,0.98,0,3.93,0.98,0,0,0,0,0,7.85,0,7.85,14.72,2.94,0.98
 84-94,0,0,3.19,0,8.5,1.06,0,33.99,0,3.19,26.55,3.19,0,2.12,27.61,3.19,6.37,1.06,0,1.06,66.91,2.12,3.19,15.93,70.09,2.12,2.12,3.19,0,2.12,0,0,0,1.06,0,0,4.25,1.06,3.19,11.68,5.31,2.12
 96-106,0,0,3.28,0,7.65,4.37,0,18.58,2.19,8.74,25.14,20.76,0,7.65,39.34,2.19,8.74,1.09,0,0,87.43,2.19,2.19,7.65,59.01,0,3.28,6.56,0,10.93,0,0,0,0,0,0,6.56,7.65,6.56,16.39,5.46,4.37
108-118,0,0,3.06,0,15.32,0.77,3.06,20.68,3.06,8.43,25.28,8.43,0,0.77,37.53,1.53,15.32,0,1.53,2.3,82.72,0,3.06,16.85,62.04,0.77,3.06,4.6,0,6.89,1.53,0,0,0,0,0,3.83,1.53,4.6,11.49,3.83,2.3
120,0,0,0,0,11.76,3.92,0,1.96,3.92,3.92,21.56,13.72,0,1.96,33.32,0,5.88,0,0,3.92,62.71,0,5.88,13.72,41.16,3.92,1.96,1.96,0,11.76,0,0,0,0,0,0,1.96,0,0,7.84,1.96,5.88
