stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,79.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,6.13,30.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,0,0,0,0,0,0,0,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,3.15,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.47,0,0,0,6.29,0,3.15,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,1,14,97,2,0,4,0,0,0,4,2,0,3,0,4,0,0,0,0,35,0,0,21,61,10,0,1,2,0,40,7,4,0,8,21,0,0,0,0,0
 24-34,0,0,1.64,5.75,11.49,0.82,0,19.7,0.82,0,1.64,13.13,0.82,0,3.28,0,4.1,0.82,0,0,9.03,114.92,0,0,60.74,226.56,6.57,5.75,1.64,0,0.82,110.82,0,0,0.82,4.1,59.92,0,0,4.93,0,0.82
 36-46,0,0,0,0.81,5.64,0.81,0,13.7,0,0.81,7.25,15.31,1.61,0,7.25,0,0,0,0,0,11.28,147.44,0,1.61,41.89,401.22,6.45,3.22,3.22,0,0,95.87,0,2.42,0.81,0,60.43,0,0.81,6.45,0,1.61
 48-58,0,0,0,0,5.16,0,0,37.3,2.87,2.3,4.59,44.18,0.57,0.57,2.3,0,2.87,1.72,0,0,14.35,206.57,1.15,4.02,44.18,577.25,4.02,2.87,2.3,0,0.57,76.89,0,0.57,0,0,103.28,0,1.72,5.74,0,7.46
 60-70,0,0,0.98,0,8.83,0.98,0,129.56,0.98,4.91,3.93,51.04,0.98,0,5.89,0,1.96,2.94,0,0.98,10.8,302.31,0,9.82,34.35,897.11,4.91,1.96,0,0,1.96,75.58,0,0.98,1.96,0,132.51,0.98,4.91,6.87,0.98,7.85
 72-82,0,0,0.98,0,9.82,0,0,160.99,0,0.98,18.65,76.57,2.94,0,8.83,0,2.94,13.74,5.89,0,22.58,433.89,2.94,12.76,39.27,807.91,0,6.87,9.82,0,9.82,66.75,0,1.96,0,0,85.4,0.98,5.89,12.76,9.82,8.83
 84-94,0,0,2.12,0,40.36,1.06,0,176.3,7.43,6.37,12.74,65.85,6.37,0,2.12,5.31,7.43,14.87,1.06,0,43.54,310.11,3.19,10.62,28.68,424.81,5.31,2.12,6.37,0,6.37,208.16,0,1.06,1.06,0,49.92,2.12,9.56,5.31,14.87,14.87
 96-106,0,0,3.28,0,45.9,0,0,149.72,2.19,4.37,7.65,49.18,13.11,1.09,4.37,5.46,6.56,15.3,1.09,1.09,37.16,259,6.56,14.21,25.14,370.48,1.09,10.93,12.02,0,4.37,178.13,0,1.09,0,0,26.23,0,3.28,16.39,14.21,14.21
108-118,0,0,2.3,2.3,31.4,3.06,0.77,125.62,2.3,3.06,8.43,42.89,14.55,0,2.3,1.53,10.72,25.28,1.53,3.83,55.92,211.41,4.6,7.66,9.96,356.17,2.3,4.6,8.43,0,9.96,184.6,0,3.06,0,0,19.92,1.53,8.43,5.36,9.96,35.23
120,0,0,0,0,41.16,0,1.96,76.43,1.96,13.72,0,35.28,11.76,0,0,3.92,9.8,5.88,1.96,0,25.48,156.78,3.92,5.88,9.8,403.72,9.8,3.92,9.8,0,3.92,137.18,0,0,0,0,29.4,1.96,1.96,5.88,7.84,7.84
