stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,118.6,1462.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.53,0,0,0,0,0,0,0,0,0,0,0
  5-6,61.3,576.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.39,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0
  7-9,5.26,2.63,0,7.89,0,0,0,18.4,0,0,0,0,0,7.89,0,0,0,0,0,0,0,0,0,0,0,131.44,10.51,0,0,49.95,0,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,0,12.59,0,3.15,0,0,0,15.73,0,0,0,0,0,44.06,0,0,0,0,0,0,0,0,0,0,0,232.88,15.73,0,0,69.23,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,1,0,33,3,0,7,0,1,0,3,2,21,1,0,0,0,0,0,0,10,0,0,14,216,18,3,1,3,2,9,7,0,1,6,162,0,0,1,0,0
 24-34,0,0,2.46,0,12.31,0.82,0,9.85,0,6.57,0,0,0.82,0,1.64,0,0.82,0,0.82,0,0,9.03,0,0,0.82,482.66,5.75,6.57,0.82,0,1.64,1.64,0,0,0,1.64,247.9,0,0,1.64,0,5.75
 36-46,0,0,2.42,0,4.83,0,0,38.67,0,0.81,0.81,2.42,0,0,1.61,0,0.81,0,0,0,0.81,8.06,0,0,1.61,979.69,0.81,5.64,1.61,0,1.61,4.03,0,0,0,0,305.35,0,0,2.42,0,1.61
 48-58,0,0,0,0,3.44,0,0,216.9,0,1.15,0.57,24.67,0,0,0,1.72,1.15,0.57,0.57,0.57,0.57,13.77,0,0,3.44,1294.5,1.72,6.31,5.16,0,2.87,0,0,0,0,0,259.36,0,0.57,1.15,0,3.44
 60-70,0,0,2.94,0,5.89,0,0,593.82,1.96,2.94,0,68.71,1.96,0,1.96,1.96,2.94,1.96,0.98,1.96,0.98,12.76,0,0.98,1.96,1540.99,0.98,4.91,9.82,0,3.93,0.98,0,0,0,0,236.55,0,0,1.96,0.98,0.98
 72-82,0,0,10.8,0,13.74,1.96,0,809.87,0.98,1.96,1.96,143.32,3.93,0,0,0.98,5.89,1.96,5.89,5.89,0,58.9,0.98,1.96,1.96,1498.02,1.96,3.93,23.56,0,5.89,0,0,0.98,0,0,139.4,0,0,6.87,0,4.91
 84-94,0,0,8.5,0,19.12,1.06,0,407.82,0,5.31,4.25,116.82,8.5,0,1.06,1.06,3.19,10.62,10.62,24.43,0,42.48,0,2.12,8.5,747.67,2.12,1.06,41.42,0,30.8,0,0,2.12,0,0,70.09,3.19,2.12,3.19,2.12,2.12
 96-106,0,0,5.46,0,20.76,1.09,0,333.32,1.09,3.28,1.09,122.4,9.84,0,3.28,7.65,7.65,4.37,6.56,26.23,0,45.9,2.19,2.19,2.19,613.09,4.37,5.46,54.64,0,13.11,0,0,1.09,0,0,27.32,0,0,6.56,0,3.28
108-118,0,0,5.36,0,22.98,0,2.3,299.49,0,6.89,1.53,112.6,9.96,0,0.77,1.53,4.6,3.83,13.79,142.47,0,40.6,0,0.77,2.3,734.56,13.02,3.83,37.53,0,9.19,0,0,0.77,0,0,21.45,1.53,0.77,7.66,0.77,1.53
120,1.96,0,0,0,13.72,0,0,211.66,0,3.92,7.84,90.15,3.92,0,0,1.96,5.88,3.92,9.8,13.72,1.96,19.6,1.96,1.96,5.88,633.01,11.76,3.92,31.36,0,9.8,0,0,0,0,0,15.68,0,0,1.96,0,0
