stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,26.36,144.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,0,0,0,0,0,0,0,0,0,0
  5-6,18.39,312.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0
  7-9,10.51,15.77,0,39.43,0,5.26,34.17,0,0,0,0,0,7.89,0,0,0,0,0,0,0,0,0,0,0,580.95,0,0,0,113.03,0,2.63,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,3.15,0,3.15,0,0,22.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.91,0,0,0,18.88,0,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,8,59,1,4,12,0,0,0,0,3,0,0,7,32,0,0,0,0,0
 24-34,0,0,6.57,0,3.28,0.82,5.75,0,0,0,0.82,0,0,0,0,0,0,0,0,0,4.1,0,0,2.46,563.11,0.82,24.63,15.6,0,0,0.82,0,0,0,0,0,193.72,0,0,0.82,0,0
 36-46,0,0,2.42,0,1.61,0,13.7,0,0,0,3.22,0,0,1.61,0.81,0,0,0,0,0,2.42,0,0,1.61,1243.15,0,35.45,10.47,0,0,0.81,0.81,0,0,0,0,248.95,0,0,1.61,0,0
 48-58,0,0,2.3,0,2.87,0,68.86,0,0,0.57,9.75,0,0,0.57,0,0.57,0,0,0,0.57,16.07,0.57,0,4.02,1691.58,0.57,20.08,5.16,0,0,1.15,0,0,0,0.57,0,251.33,0,0,3.44,0,2.3
 60-70,0,0,5.89,0,4.91,0,267.96,0,0,1.96,10.8,0,0,0,0,0,0,0,0,1.96,8.83,0.98,0.98,0.98,2512.7,0,29.45,6.87,0,0,0.98,0,0,0,0,0,327.83,0,0,0,0,0.98
 72-82,0,0,5.89,0,17.67,3.93,790.24,0.98,0.98,2.94,62.83,0.98,0,0.98,0.98,0,2.94,0,0.98,0.98,29.45,0,0,2.94,2667.18,0.98,61.84,11.78,0,0,0.98,0,0,0,0,0,202.22,0.98,0.98,3.93,0,0.98
 84-94,0,0,4.25,0,18.05,0,497.03,0,0,0,44.61,1.06,0,0,1.06,0,0,1.06,1.06,0,15.93,0,1.06,2.12,1246.83,0,40.36,13.81,0,0,0,0,0,0,0,0,96.65,2.12,2.12,5.31,1.06,1.06
 96-106,0,0,8.74,0,17.49,8.74,524.57,0,1.09,1.09,61.2,4.37,0,3.28,2.19,0,0,1.09,4.37,0,22.95,0,1.09,2.19,1216.34,1.09,72.13,10.93,0,0,1.09,2.19,0,3.28,0,0,55.74,3.28,0,6.56,1.09,3.28
108-118,0,0,4.6,0,9.96,3.83,348.51,0,0.77,0,31.4,2.3,0,0,0.77,0,2.3,1.53,0,0,16.09,0,0.77,0.77,1406.31,0,43.66,11.49,0,0.77,0,0,0,1.53,0,0,37.53,2.3,0.77,3.06,0.77,0
120,0,0,0,0,19.6,1.96,233.21,0,0,1.96,29.4,0,0,0,1.96,0,0,0,1.96,0,11.76,1.96,0,1.96,1256.22,0,23.52,5.88,0,1.96,7.84,0,0,1.96,0,0,35.28,0,0,0,1.96,1.96
