stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,26.36,513.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.36,0,0,0,0,0,0,0,0,0,0,0
  5-6,36.78,478.11,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0
  7-9,7.89,21.03,0,21.03,0,0,0,86.75,0,0,0,0,0,10.51,0,0,0,0,0,0,0,0,0,0,0,504.71,28.92,0,0,173.5,0,0,5.26,0,0,0,0,0,0,0,0,0,0
 10-12,0,18.88,0,40.91,0,6.29,0,59.79,0,0,0,0,0,15.73,0,0,0,0,0,3.15,0,0,0,0,3.15,613.66,37.76,0,0,169.94,0,6.29,0,3.15,44.06,0,0,0,0,0,0,0,0
 14-21,0,0,0,9,244,26,0,35,0,3,0,10,8,1,6,0,6,0,0,0,1,55,1,0,34,370,27,2,4,12,0,68,0,47,5,3,64,149,0,0,5,0,1
 24-34,0,0,0,4.93,219.17,3.28,0,71.41,0.82,18.88,5.75,13.13,1.64,0.82,5.75,4.1,12.31,0,6.57,3.28,7.39,149.4,6.57,4.1,57.46,687.88,23.8,4.1,11.49,0,0,274.17,0,0,9.85,3.28,18.88,160.07,0,0,16.42,0,9.03
 36-46,0,0,0,0,112.79,0,0,102.32,1.61,30.62,10.47,53.98,0.81,0,6.45,2.42,5.64,3.22,6.45,1.61,7.25,160.33,5.64,4.03,33.84,562.36,14.5,5.64,8.06,0,0.81,223.17,0,0.81,6.45,1.61,0.81,152.27,0,0.81,8.06,0,10.47
 48-58,0,0,0,0.57,84.92,0.57,0,111.32,4.02,46.48,10.33,103.28,4.59,2.3,5.74,2.3,2.87,3.44,6.31,2.3,13.77,214.6,6.31,7.46,32.71,254.77,8.61,2.87,9.75,0,0,159.52,0,0,2.3,4.02,0,84.92,0,0.57,6.89,0,21.8
 60-70,0,0,0.98,0,136.43,0.98,0,90.3,10.8,53,15.7,167.84,6.87,0.98,0.98,4.91,4.91,10.8,5.89,1.96,4.91,279.73,6.87,11.78,22.58,169.8,8.83,4.91,7.85,0,5.89,156.06,0,0,1.96,3.93,0,38.28,0,2.94,8.83,4.91,12.76
 72-82,0,0,4.91,0,136.45,1.96,1.96,79.51,3.93,49.08,11.78,200.26,28.47,1.96,4.91,10.8,12.76,5.89,11.78,1.96,4.91,381.87,12.76,17.67,41.23,127.62,2.94,3.93,14.72,0,0,133.51,0,0,6.87,0.98,0,23.56,15.71,8.83,20.61,19.63,12.76
 84-94,1.06,0,1.06,1.06,246.39,5.31,3.19,88.15,6.37,69.03,14.87,131.69,48.85,2.12,4.25,11.68,26.55,11.68,5.31,6.37,16.99,247.45,6.37,19.12,30.8,101.96,8.5,13.81,16.99,1.06,1.06,315.43,0,0,13.81,0,0,13.81,22.3,11.68,21.24,20.18,9.56
 96-106,0,0,0,0,180.32,1.09,2.19,61.2,8.74,50.27,8.74,110.38,42.62,0,2.19,13.11,21.86,5.46,2.19,3.28,5.46,175.95,6.56,12.02,25.14,86.33,4.37,9.84,7.65,0,7.65,206.55,0,0,5.46,1.09,0,13.11,16.39,7.65,17.49,18.58,10.93
108-118,0,0,3.83,0,209.11,4.6,6.89,71.23,4.6,68.94,8.43,105.7,39.06,0,1.53,9.96,22.21,12.26,6.13,13.79,12.26,160.85,8.43,10.72,29.87,82.72,5.36,6.89,10.72,0,4.6,189.96,0.77,0,3.83,2.3,0,6.13,22.21,3.83,18.38,10.72,17.62
120,0,0,0,1.96,221.46,5.88,0,64.67,3.92,78.39,5.88,94.07,39.2,0,1.96,23.52,11.76,7.84,3.92,1.96,5.88,172.46,13.72,9.8,21.56,99.95,9.8,9.8,19.6,0,7.84,176.38,0,0,13.72,3.92,0,3.92,9.8,9.8,13.72,15.68,7.84
