stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,26.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,42.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,15.77,5.26,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136.69,7.89,0,0,147.21,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,12.59,0,12.59,0,0,0,6.29,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,141.61,9.44,0,0,103.85,0,0,0,3.15,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,9,2,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,9,1,0,0,0,0,3,6,2,0,10,9,0,0,1,0,0
 24-34,0,0,0,0,8.21,2.46,0,1.64,0.82,0,0,0,0,0,0.82,0,13.95,0,0.82,0,0.82,10.67,0,0,4.1,22.16,0,0,1.64,0,0,4.1,0,0,0.82,4.1,6.57,0,0,2.46,0,0
 36-46,0,0,0.81,0,0,0.81,0,2.42,0,0.81,1.61,0,0,0,0,1.61,6.45,0,0,0,0,6.45,0,0,2.42,16.11,0,2.42,2.42,0,0,9.67,0,0.81,0.81,0,6.45,0,0,1.61,0,0.81
 48-58,0,0,0,0,1.15,1.15,0,4.59,0,0,1.15,1.15,0,0,0,3.44,1.72,0,0,0.57,0.57,12.62,0.57,0,2.3,14.92,0,1.15,0,0,0.57,8.61,0,0,0,0,9.18,0,0,1.15,0,0.57
 60-70,0,0,0,0,2.94,0.98,0,3.93,0.98,0,0.98,0,0,0,0,1.96,1.96,0.98,0,0,0,8.83,0.98,0,2.94,19.63,0,0.98,0.98,0,0,9.82,0,0.98,0,0,1.96,0,0.98,0.98,0,0
 72-82,0,0,0.98,0,4.91,1.96,0.98,4.91,0.98,0,0.98,8.83,0,0,1.96,4.91,8.83,0,1.96,0,0,20.61,0.98,1.96,3.93,22.58,0,0.98,0.98,0,0,6.87,0,0,0,0,3.93,0,0.98,4.91,0.98,0
 84-94,0,0,1.06,0,6.37,0,0,1.06,0,1.06,1.06,5.31,1.06,0,0,1.06,18.05,2.12,0,0,0,5.31,1.06,1.06,1.06,6.37,0,2.12,0,0,0,23.36,0,1.06,0,0,1.06,0,0,2.12,1.06,1.06
 96-106,0,0,0,0,4.37,1.09,0,1.09,1.09,0,1.09,3.28,0,0,0,3.28,36.06,1.09,1.09,0,0,5.46,1.09,1.09,2.19,5.46,0,3.28,4.37,0,0,13.11,0,0,0,0,3.28,2.19,0,3.28,1.09,1.09
108-118,0,0,1.53,0,9.19,0,0,3.83,0.77,0.77,0,3.06,0.77,0,0,1.53,13.79,0,1.53,0.77,1.53,6.89,0.77,0,0,6.89,0,1.53,1.53,0,0.77,14.55,0,0.77,0.77,0,0,0,0,0.77,0.77,0
120,0,0,0,0,9.8,1.96,0,5.88,0,1.96,1.96,0,9.8,0,0,5.88,9.8,0,3.92,0,0,7.84,1.96,0,1.96,9.8,0,0,1.96,0,0,13.72,0,3.92,0,0,1.96,1.96,0,0,0,0
