stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,26.36,566.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.36,0,0,0,0,0,0,0,0,0,0
  5-6,12.26,294.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,10.51,0,65.72,0,0,0,26.29,0,0,0,0,0,60.46,0,0,0,0,0,0,0,0,0,0,0,3038.79,5.26,0,0,65.72,0,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,0,15.73,0,110.14,0,3.15,0,75.53,0,0,0,0,0,28.32,0,0,0,0,0,0,0,0,0,0,0,4415.2,12.59,0,0,223.43,0,0,0,9.44,0,6.29,3.15,0,0,0,0,0
 14-21,0,1,0,6,3288,5,0,12,0,26,0,1,1,7,0,0,22,0,1,0,0,15,17,0,2,137,5,4,5,3,0,9,6,4,3,15,36,0,0,1,0,1
 24-34,0,0,1.64,2.46,1950.35,0.82,0,35.3,0,149.4,1.64,2.46,0,0,0.82,0.82,3.28,0,0.82,2.46,0,26.27,32.83,0.82,17.24,267.6,3.28,11.49,2.46,0,0,23.8,0,1.64,0.82,7.39,53.36,0,0,19.7,0,1.64
 36-46,0,0,0,0,999.03,0,0,18.53,0.81,165.97,0,10.47,0.81,0,1.61,0.81,1.61,0.81,0,0,0.81,21.75,16.92,1.61,5.64,200.61,0.81,10.47,0,0,0,10.47,0,0,0,0,46.73,0,1.61,4.03,0,0
 48-58,0,0,0,0,895.14,1.15,0,63.69,0,222.64,0.57,20.08,0,0.57,0.57,1.15,1.72,0.57,1.15,0.57,1.15,37.87,12.05,2.3,6.89,201.98,1.15,6.31,1.72,0,0,2.87,0,0,0.57,0,40.74,0,0,4.59,0,4.02
 60-70,0,0,0,0,873.55,0,0,59.87,0,194.34,3.93,8.83,6.87,0,1.96,0.98,8.83,0,2.94,2.94,0,55.95,13.74,17.67,9.82,150.17,0.98,7.85,0.98,0,1.96,7.85,0,1.96,0.98,0,18.65,4.91,0,2.94,0,0
 72-82,0,0,0,0,1041.54,3.93,0,101.11,3.93,216.95,4.91,22.58,12.76,1.96,0.98,2.94,19.63,0.98,2.94,0,0.98,139.4,14.72,34.36,8.83,140.38,0.98,20.61,0.98,0,0.98,3.93,0,0,0,0,20.61,22.58,2.94,1.96,8.83,1.96
 84-94,1.06,0,0,0,1908.48,0,0,64.78,2.12,414.19,1.06,14.87,45.67,0,1.06,7.43,38.23,1.06,1.06,0,0,98.77,23.36,18.05,7.43,101.96,0,22.3,5.31,0,3.19,14.87,0,1.06,0,0,16.99,88.15,7.43,4.25,6.37,2.12
 96-106,0,0,3.28,0,2337.6,6.56,1.09,51.36,4.37,429.49,3.28,19.67,96.17,0,2.19,2.19,46.99,1.09,3.28,3.28,1.09,76.5,31.69,25.14,6.56,96.17,1.09,37.16,1.09,0,0,32.79,0,0,0,0,13.11,109.28,4.37,2.19,5.46,0
108-118,1.53,0,0.77,0,2240.44,3.06,1.53,28.34,1.53,588.26,3.83,13.02,126.38,0,0,3.83,55.92,1.53,2.3,3.06,0,65.11,21.45,17.62,5.36,84.26,0.77,29.87,4.6,0,3.06,9.96,0,2.3,0.77,0,6.89,125.62,0.77,2.3,3.06,1.53
120,1.96,0,0,0,1448.28,0,0,21.56,1.96,372.36,0,7.84,48.99,0,0,3.92,33.32,0,1.96,1.96,0,48.99,19.6,13.72,7.84,90.15,0,23.52,1.96,0,3.92,15.68,0,1.96,0,0,5.88,39.2,0,0,5.88,0
