stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,105.42,1844.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.71,0,0,0,0,0,0,0,0,0,0,0
  5-6,67.43,968.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.04,12.26,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,97.26,36.8,73.6,0,0,0,131.44,0,0,0,0,0,99.89,0,0,0,0,0,0,0,0,0,0,0,1022.57,123.55,0,0,630.89,0,5.26,5.26,0,0,0,0,0,0,0,0,0,0
 10-12,0,37.76,81.82,0,15.73,0,157.35,0,0,0,0,0,37.76,0,0,0,0,0,0,0,0,0,0,3.15,1145.5,94.41,0,0,855.98,0,0,3.15,6.29,88.12,0,18.88,0,0,0,0,0,0
 14-21,0,1,7,59,13,0,34,0,2,0,8,3,0,2,4,0,0,0,0,3,46,0,0,45,366,101,2,5,37,0,6,2,171,2,96,340,137,0,0,4,0,2
 24-34,0,0,2.46,25.45,3.28,0,55.82,0.82,4.1,10.67,7.39,1.64,0,2.46,1.64,0,1.64,0,0,4.1,92.76,0,0,40.22,678.03,18.06,14.78,11.49,0,0,5.75,0,0,2.46,12.31,107.53,151.04,0,0,15.6,0,0
 36-46,0,0,0,8.06,0,0,132.94,4.83,0,25.78,18.53,0,0,5.64,4.83,0,0.81,0,0,0,149.05,0,1.61,40.28,801.64,4.83,13.7,4.03,0,0,1.61,0,0,0.81,0.81,0.81,211.09,0,0.81,15.31,0,1.61
 48-58,0,0,0,12.05,0,0,338.54,5.16,2.3,20.08,33.28,0,1.15,1.72,4.02,0,1.72,1.15,1.15,0,176.16,0,2.3,24.1,661.6,2.3,6.89,6.31,0.57,0.57,1.72,0,0,0,2.3,0,165.26,0,0,9.75,0,2.3
 60-70,0,0,0,15.7,0,0,677.25,12.76,4.91,27.48,52.02,0.98,0,3.93,10.8,0,0,2.94,0.98,0,241.45,0,1.96,23.56,690.99,0.98,16.69,3.93,0,0,5.89,0,0,0,3.93,0,102.08,0.98,1.96,10.8,0,0.98
 72-82,0,0,0,12.76,0.98,0,422.11,10.8,3.93,21.6,56.94,0.98,0,4.91,10.8,0.98,0,2.94,0.98,0,224.8,0,5.89,15.71,481.01,0.98,17.67,7.85,0,1.96,7.85,0,0,0,0.98,0,44.17,1.96,3.93,10.8,0.98,0
 84-94,0,0,0,18.05,3.19,1.06,282.5,3.19,6.37,20.18,39.3,3.19,1.06,3.19,24.43,2.12,6.37,3.19,2.12,0,173.11,0,11.68,12.74,261.26,1.06,9.56,5.31,1.06,1.06,21.24,0,0,0,3.19,0,26.55,6.37,5.31,12.74,1.06,0
 96-106,0,0,0,26.23,1.09,0,186.88,12.02,1.09,13.11,53.55,1.09,0,6.56,41.53,0,3.28,2.19,0,0,126.77,0,5.46,5.46,202.18,2.19,19.67,12.02,0,1.09,22.95,0,0,1.09,5.46,0,7.65,1.09,1.09,21.86,6.56,2.19
108-118,0,0,0,24.51,2.3,0,134.04,13.79,3.06,10.72,37.53,1.53,0,2.3,19.92,1.53,6.13,0.77,1.53,3.06,89.62,0.77,1.53,16.09,211.41,0.77,16.09,10.72,0,0.77,12.26,0,0,1.53,4.6,0,5.36,0.77,0,16.09,2.3,0
120,0,0,0,33.32,5.88,1.96,125.43,21.56,13.72,13.72,33.32,3.92,1.96,0,56.83,0,3.92,1.96,0,0,113.67,0,3.92,15.68,274.37,1.96,13.72,5.88,0,1.96,15.68,0,0,0,3.92,0,11.76,1.96,1.96,15.68,3.92,0
