stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,158.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,116.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,0,0,7.89,0,0,0,5.26,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,144.58,28.92,0,0,31.54,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,3.15,0,25.18,0,0,0,34.62,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,682.89,31.47,0,0,116.44,0,0,0,34.62,0,6.29,3.15,0,0,0,0,0
 14-21,0,0,2,5,274,19,0,126,0,6,0,4,11,0,3,0,0,2,1,0,0,100,0,0,45,379,8,1,50,10,0,37,60,16,5,302,142,0,0,11,0,0
 24-34,0,0.82,0.82,3.28,146.93,2.46,0,190.44,0,27.09,0.82,11.49,0.82,0,8.21,0,0,7.39,2.46,0,0.82,159.25,1.64,0,88.65,891.45,5.75,6.57,58.28,0,0,71.41,0,4.1,5.75,27.91,278.27,0,0,58.28,0,2.46
 36-46,0,0,0,0,49.15,0.81,0,259.43,0,22.56,8.86,24.17,0.81,0,6.45,0,0,5.64,0.81,0.81,0,172.41,0.81,0,60.43,1588.78,1.61,4.83,39.48,0,0,49.95,0.81,2.42,1.61,0,366.58,0,0,61.23,0,5.64
 48-58,0,0,0.57,0,28.69,0,0,412.57,0.57,28.12,7.46,63.12,0,0,12.05,0,0,12.05,0,0,1.15,186.49,0,4.59,57.38,1696.17,1.15,2.3,39.59,0,0,25.25,0,0.57,2.3,0,410.84,0,0,41.89,0,14.35
 60-70,0,0,0,0,49.08,0.98,0,729.27,1.96,24.54,14.72,131.52,1.96,0,14.72,0,0.98,13.74,1.96,0,1.96,259.12,0.98,0.98,40.24,2296.76,0.98,1.96,27.48,0,0,32.39,0,0.98,2.94,0,349.42,0,1.96,49.08,0,8.83
 72-82,0,0,0,0.98,51.05,6.87,0,700.91,0,21.6,20.61,162.96,4.91,0,16.69,2.94,1.96,25.52,5.89,0,0,307.26,4.91,5.89,77.55,1584.4,0,2.94,36.32,0,0,26.5,0,1.96,1.96,0,193.39,0,6.87,80.5,8.83,9.82
 84-94,0,0,2.12,0,123.2,1.06,0,595.8,1.06,43.54,13.81,150.81,7.43,0,7.43,3.19,1.06,27.61,3.19,0,1.06,257.01,2.12,13.81,50.98,849.63,0,2.12,42.48,0,0,87.09,0,1.06,6.37,0,120.01,3.19,3.19,65.85,15.93,14.87
 96-106,0,0,1.09,0,102.73,1.09,0,491.78,2.19,56.83,9.84,109.28,13.11,0,17.49,2.19,4.37,37.16,3.28,1.09,0,225.13,4.37,9.84,46.99,617.46,2.19,3.28,64.48,0,1.09,62.29,0,4.37,3.28,0,37.16,3.28,3.28,76.5,16.39,22.95
108-118,0,0,0,0.77,67.4,1.53,1.53,317.87,0,56.68,7.66,82.72,7.66,0,7.66,1.53,6.13,62.81,9.19,0,3.06,178.47,0,3.83,43.66,602.81,1.53,4.6,57.45,0,0.77,36.77,0,3.06,3.06,0,30.64,3.06,1.53,65.11,8.43,17.62
120,0,0,0,0,64.67,5.88,0,276.33,0,29.4,3.92,72.51,9.8,0,9.8,3.92,5.88,33.32,1.96,0,0,101.91,3.92,1.96,35.28,499.75,0,5.88,23.52,0,1.96,64.67,0,0,0,0,23.52,1.96,0,47.03,7.84,3.92
