stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,131.78,5060.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263.56,0,0,0,0,0,0,0,0,0,0
  5-6,55.17,950.09,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.65,0,0,0,0,0,18.39,0,0,0,0,0,0,0,0,0,0
  7-9,7.89,2.63,0,18.4,0,0,0,21.03,0,0,0,0,0,7.89,0,0,0,0,0,0,0,0,0,0,0,176.12,13.14,0,0,60.46,0,5.26,5.26,0,0,0,0,0,0,0,0,0
 10-12,0,6.29,0,9.44,0,3.15,0,25.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261.2,25.18,0,0,91.26,0,0,3.15,0,0,6.29,6.29,0,0,0,0,0
 14-21,0,0,0,3,47,6,0,8,0,0,0,25,1,0,0,0,2,0,0,0,1,35,1,0,23,284,3,1,3,7,0,32,1,30,4,50,124,0,0,2,0,0
 24-34,0,0,0.82,0.82,23.8,1.64,0,33.66,0,2.46,0.82,57.46,0,0,0,0.82,7.39,0.82,0.82,0,0,52.53,0.82,0.82,29.55,668.18,3.28,9.03,9.85,0,0,139.55,0,0,2.46,7.39,298.79,0,0,6.57,0,0.82
 36-46,0,0,0,0,4.83,0,0,40.28,0,1.61,0.81,53.98,0,0,0.81,3.22,1.61,1.61,0,0,0,86.21,0,0,21.75,398,1.61,4.83,0.81,0,0,124.07,0.81,0,2.42,0,220.75,0,0,4.03,0,0.81
 48-58,0,0,0,0,9.18,0.57,0,30.99,0,0,6.89,49.35,0,0,0.57,0,0.57,0,0.57,0,0.57,91.81,0.57,1.72,13.77,120.5,0,4.02,4.02,0,0,61.4,0,0,0.57,0,100.99,0,0,1.72,0,0.57
 60-70,0,0,0,0,7.85,0,0,12.76,0,0.98,1.96,40.24,0.98,0,0,2.94,0.98,0,0.98,0,0.98,108.95,0.98,3.93,6.87,42.21,0,2.94,3.93,0,1.96,60.85,0,0,2.94,0,24.54,0.98,0.98,2.94,1.96,0
 72-82,0,0,0,0,22.58,0.98,0,16.69,0,1.96,4.91,35.34,0.98,0,0.98,0.98,4.91,0,3.93,0,0,113.87,2.94,3.93,14.72,28.47,0,3.93,3.93,0,0.98,68.72,0,0,0.98,0,2.94,0.98,0.98,8.83,2.94,0
 84-94,0,0,1.06,0,29.74,0,0,15.93,1.06,4.25,1.06,18.05,2.12,0,0,2.12,9.56,3.19,3.19,0,0,103.02,3.19,6.37,5.31,29.74,2.12,1.06,3.19,0,2.12,190.1,0,0,1.06,0,3.19,4.25,1.06,7.43,4.25,0
 96-106,0,0,0,0,30.6,0,0,13.11,0,1.09,3.28,20.76,12.02,0,0,1.09,9.84,2.19,6.56,1.09,1.09,84.15,4.37,3.28,8.74,27.32,1.09,6.56,1.09,0,1.09,102.73,0,0,2.19,0,1.09,2.19,3.28,3.28,3.28,0
108-118,0,0,0,0,31.4,0,0.77,12.26,0,2.3,0.77,14.55,19.15,0,0,1.53,9.19,1.53,4.6,0,1.53,60.51,5.36,2.3,8.43,28.34,0,3.06,2.3,0,3.06,72,0,0,5.36,0,1.53,5.36,1.53,2.3,3.83,0
120,0,0,0,0,15.68,0,0,0,0,3.92,3.92,5.88,7.84,0,0,1.96,17.64,0,0,0,0,39.2,3.92,1.96,1.96,29.4,0,1.96,5.88,0,1.96,60.75,0,0,3.92,0,0,1.96,0,0,3.92,0
