stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,1541.82,26000.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1186.01,0,0,0,0,0,0,0,0,0,0,0
  5-6,2543.8,31610.53,0,55.17,0,0,0,0,0,0,0,0,0,91.94,0,0,0,0,0,0,0,0,0,0,0,711.04,91.94,0,0,257.44,0,864.28,0,0,0,0,0,0,0,0,0,0,0
  7-9,680.84,767.58,0,1111.95,0,7.89,0,2515.68,0,0,0,0,0,946.34,0,0,0,0,0,0,0,0,0,0,0,21119.08,864.85,0,0,7526.01,0,110.41,78.86,0,7.89,0,0,0,0,0,0,0,0
 10-12,9.44,789.89,0,1280.82,0,144.76,0,2152.53,0,0,0,0,0,572.75,0,0,0,0,0,6.29,0,0,0,0,3.15,21352.19,818.21,0,0,7902.04,0,59.79,78.67,44.06,950.38,0,88.12,34.62,0,0,0,0,0
 14-21,3,7,17,194,4394,1114,0,1790,0,29,0,247,109,244,37,44,147,7,14,45,66,1261,27,0,1106,14592,749,73,287,477,0,1049,25,2463,237,537,4480,4604,0,0,146,0,69
 24-34,1.64,0.82,20.52,115.74,2292.65,1030.17,0,2949.34,227.38,159.25,41.04,384.16,55,76.34,64.03,131.34,238.87,44.33,109.17,105.07,167.45,2291.83,98.5,8.21,1090.1,18528.36,340.66,249.54,267.6,1.64,4.93,2047.22,2.46,21.34,155.14,277.45,1098.31,4281.59,0,0,643.55,0,252.82
 36-46,1.61,0,15.31,16.11,1352.72,641.31,0,4677.72,511.6,215.11,116.82,742.02,51.56,23.36,62.84,187.72,120.04,66.87,86.21,91.85,173.22,2475.02,78.15,53.17,803.25,18420.82,301.32,200.61,186.92,2.42,7.25,2472.6,5.64,16.11,107.96,224.78,41.09,4190.29,0,4.83,402.03,0.81,291.65
 48-58,2.87,0.57,11.48,10.9,1222.2,953.66,0,6729.01,483.14,291.49,155.5,1289.91,80.33,44.76,65.41,195.09,82.63,99.27,78.61,88.37,132.55,3096.25,74.02,110.74,714.39,15314.28,228.37,133.12,181.32,1.15,11.48,2002.01,1.15,1.72,65.99,184.19,1.15,3234.54,0,10.33,347.15,2.87,359.78
 60-70,2.94,0,17.67,2.94,1335.85,1052.19,3.93,8565.74,375.92,311.14,191.4,1428.11,177.66,27.48,61.84,265.99,106.99,148.21,93.24,120.73,94.23,3882.9,69.69,180.6,538.86,13799.22,169.8,120.73,179.62,1.96,30.43,1955.19,0.98,1.96,83.43,123.67,0,1934.58,18.65,71.65,344.51,39.26,356.29
 72-82,0,0,60.86,5.89,1468.57,1048.41,70.68,7044.41,283.7,286.65,300.39,1705.15,390.7,15.71,80.5,410.33,183.57,154.12,130.56,215.97,80.5,4865.12,114.85,188.48,602.74,10918.04,109.95,208.11,259.16,0.98,43.19,1838.65,1.96,0.98,111.91,72.64,0,1108.3,78.53,135.47,559.55,132.52,358.31
 84-94,2.12,0,66.91,13.81,2559.51,888.93,149.75,5488.61,432.25,524.65,220.9,1322.24,723.25,22.3,72.22,487.48,309.05,189.04,176.3,582,135.94,4155.75,142.31,220.9,541.64,6851.2,165.68,234.71,318.61,1.06,37.17,5143.45,1.06,0,236.83,126.38,0,764.67,221.97,141.25,551.2,151.87,247.45
 96-106,2.19,0,69.94,19.67,3223.9,1169.35,311.46,4350.62,695.05,560.63,216.38,1499.39,980.28,2.19,114.75,627.29,346.43,163.93,240.43,902.69,81.96,3916.76,210.92,159.56,543.14,6051.09,137.7,356.27,370.48,1.09,77.59,5101.41,7.65,0,222.94,133.33,0,398.89,278.68,135.51,684.12,182.51,268.84
108-118,3.83,0,55.15,30.64,3275.26,848.69,632.69,3715.69,538.47,765.96,209.87,1394.05,1060.09,0,63.57,548.43,358.47,229.79,183.83,1620.01,119.49,4103.26,182.3,154.72,610.47,8153.68,165.45,256.6,350.05,0,87.32,5119.7,2.3,0,212.94,113.36,0,308.68,294.9,108.77,567.58,131.75,271.92
120,7.84,0,50.95,9.8,2745.66,1175.87,288.09,3731.43,356.68,576.18,260.65,1783.4,791.75,1.96,96.03,870.14,221.46,160.7,135.23,966.17,50.95,4513.39,123.47,243.01,758.44,10047.82,293.97,217.54,372.36,3.92,88.19,2876.97,3.92,1.96,154.82,48.99,0,342.96,127.39,129.35,727.08,199.9,121.51
