stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,92.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,6.13,30.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,21.03,0,18.4,0,0,0,2.63,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,89.38,21.03,0,0,1161.89,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,62.94,0,91.26,0,3.15,0,6.29,0,0,0,0,0,9.44,0,0,0,0,0,0,0,0,0,0,0,292.67,44.06,0,0,2807.1,0,0,3.15,40.91,188.82,0,53.5,0,0,0,0,0,0
 14-21,1,6,3,23,1021,263,0,7,0,0,0,2,3,3,1,0,3,0,0,0,0,167,10,0,491,107,147,0,6,265,0,8,0,1862,25,118,3228,102,0,0,10,0,2
 24-34,0,0,0,0.82,459.68,4.93,0,9.03,0,8.21,5.75,0.82,0,0,9.85,0,0,0,0,1.64,0,138.72,10.67,1.64,134.62,77.16,44.33,0,1.64,0,0,2.46,0,5.75,0,0.82,228.2,27.91,0,0,5.75,0,1.64
 36-46,0,0,0,0,236.87,2.42,0,12.09,1.61,18.53,4.03,0.81,0.81,0,12.89,0,2.42,0.81,0.81,0.81,0.81,116.02,3.22,12.89,33.84,79.76,35.45,0,1.61,0,2.42,5.64,0,0,0,1.61,0,15.31,0,0,3.22,0,0.81
 48-58,0.57,0,0,0,196.24,0,0,36.15,0,41.89,5.16,6.89,1.15,0.57,18.36,1.15,0.57,0,0.57,4.02,1.15,155.5,0,21.8,29.84,98.12,45.9,0.57,0.57,0,2.87,1.72,0,0,0,0.57,0,20.66,0,2.87,1.72,1.15,1.72
 60-70,0,0,0.98,1.96,165.88,0.98,0,31.41,1.96,37.3,9.82,4.91,13.74,0,12.76,0,0.98,5.89,0.98,14.72,0.98,303.29,1.96,50.06,10.8,59.87,38.28,0,1.96,0,6.87,0.98,0,0,0,0,0,12.76,0,38.28,2.94,23.56,3.93
 72-82,0,0,0,1.96,160.99,1.96,0,76.57,0,22.58,10.8,13.74,37.3,0,11.78,3.93,0,15.71,0,103.07,1.96,731.34,1.96,95.22,29.45,94.24,36.32,0.98,0.98,0,11.78,5.89,0,0,0.98,0,0,10.8,1.96,80.5,5.89,96.2,0
 84-94,0,0,0,1.06,245.33,3.19,0,96.65,3.19,50.98,7.43,9.56,63.72,1.06,14.87,2.12,4.25,8.5,1.06,412.07,4.25,460.92,2.12,109.39,15.93,48.85,56.29,2.12,3.19,0,9.56,29.74,0,0,2.12,0,0,2.12,0,86.03,10.62,100.89,2.12
 96-106,0,0,0,1.09,354.08,12.02,3.28,120.21,2.19,62.29,14.21,26.23,56.83,0,17.49,15.3,3.28,2.19,2.19,688.49,1.09,663.36,3.28,102.73,30.6,179.23,53.55,2.19,4.37,0,26.23,38.25,1.09,0,0,2.19,0,2.19,0,88.52,18.58,134.42,0
108-118,1.53,0,0,3.06,263.49,6.13,3.83,58.21,1.53,36,8.43,15.32,56.68,0,16.85,7.66,3.06,9.19,1.53,1404.78,0,591.32,3.06,94.21,19.15,147.06,37.53,0.77,3.83,0,21.45,11.49,0,0,3.06,0.77,0,3.83,0.77,76.6,20.68,85.02,1.53
120,1.96,0,0,0,182.26,9.8,1.96,45.08,1.96,15.68,9.8,9.8,27.44,0,17.64,0,1.96,3.92,1.96,695.72,0,625.17,0,105.83,13.72,125.43,31.36,0,3.92,0,19.6,11.76,0,0,0,0,0,5.88,0,70.55,9.8,121.51,0
