stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,144.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,0,0,0,0,0,0,0,0,0,0
  5-6,6.13,67.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.2,0,0,0,47.32,0,0,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,0,6.29,0,0,0,0,9.44,0,0,0,0,0,15.73,0,0,0,0,0,0,0,0,0,0,0,122.73,22.03,0,0,97.56,0,0,3.15,0,0,0,9.44,3.15,0,0,0,0,0
 14-21,0,0,0,11,3,0,9,0,1,0,2,0,0,1,0,0,0,0,1,0,11,0,0,10,126,13,0,0,1,0,1,1,64,2,24,155,24,0,0,1,0,0
 24-34,0,0,0,7.39,1.64,0,24.63,4.1,0,0,3.28,0,0,0,0,2.46,0,0,0,0,24.63,0,0,14.78,259.39,4.1,0.82,1.64,0,0,0.82,0.82,0.82,1.64,8.21,32.01,47.61,0,0,9.03,0,0
 36-46,0,0,0,0.81,0,0,40.28,12.09,0.81,3.22,12.09,0,0,0,0.81,0,0,0,0,0,33.03,0.81,0,24.98,149.85,5.64,0.81,0,0,0,2.42,0,0,0.81,4.83,0.81,43.51,0,0,0.81,0,0.81
 48-58,0,0,0,3.44,0.57,0,48.77,15.49,0,4.02,28.69,0,0,1.15,0,0.57,0,0,0,0,56.23,1.15,0,33.85,91.81,1.72,0,1.15,0,0,0.57,0,0,0,3.44,0.57,22.38,0,0,2.3,0,0.57
 60-70,0,0,0,2.94,0.98,0,48.09,20.61,0,1.96,72.63,0,0,0,0.98,0,0.98,0,0,0,64.78,1.96,1.96,21.59,59.87,2.94,0,0.98,0,0,0.98,0,0,0,6.87,0,14.72,0,0,2.94,0,1.96
 72-82,0,0,0,2.94,0.98,0,36.32,30.43,1.96,4.91,97.18,0.98,0,1.96,1.96,2.94,0.98,0,0,0,106.02,1.96,0.98,43.19,40.25,1.96,0,8.83,1.96,0.98,3.93,0,0,0,1.96,0,7.85,0.98,1.96,7.85,0.98,1.96
 84-94,0,0,0,3.19,5.31,0,46.73,21.24,0,1.06,46.73,1.06,1.06,0,1.06,6.37,2.12,1.06,1.06,1.06,80.71,2.12,3.19,41.42,43.54,8.5,0,6.37,0,0,5.31,0,0,0,3.19,0,5.31,1.06,3.19,8.5,1.06,3.19
 96-106,0,0,0,7.65,5.46,0,54.64,42.62,2.19,3.28,88.52,2.19,0,3.28,5.46,3.28,0,3.28,3.28,0,64.48,1.09,4.37,39.34,65.57,3.28,2.19,5.46,0,1.09,7.65,0,0,1.09,6.56,0,5.46,0,0,4.37,3.28,4.37
108-118,0,0,0,6.13,11.49,2.3,56.68,33.7,0,2.3,75.06,1.53,0,0,6.13,9.19,2.3,0,2.3,0,45.96,1.53,2.3,34.47,58.21,5.36,2.3,1.53,0,0,3.83,0,0,0.77,7.66,0,3.83,0,0,6.13,0.77,2.3
120,0,0,1.96,11.76,3.92,1.96,37.24,23.52,0,1.96,48.99,0,0,1.96,1.96,7.84,0,0,0,0,29.4,1.96,0,19.6,62.71,0,1.96,3.92,0,0,1.96,0,0,0,3.92,0,3.92,0,0,1.96,1.96,1.96
