stage,axial,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
 14-21,0,3,10,102,27,0,79,0,0,0,13,2,1,4,0,2,0,0,1,4,55,0,0,59,795,17,3,5,21,0,29,0,107,8,5,125,269,0,0,7,0,3
 24-34,0,1.64,9.03,47.61,7.39,0,174.84,1.64,2.46,1.64,23.8,1.64,0,5.75,5.75,4.93,0.82,4.1,4.93,9.85,155.96,0.82,0.82,50.07,1562.09,11.49,16.42,17.24,0,0,100.14,0,0,6.57,4.1,37.76,409.61,0,0,42.68,0,9.03
 36-46,0,1.61,0.81,30.62,3.22,0,273.93,0.81,6.45,4.03,82.18,1.61,0,3.22,2.42,4.83,8.06,4.03,3.22,4.83,170.8,0.81,1.61,61.23,1892.52,8.06,21.75,11.28,0,0.81,139.38,0,0.81,2.42,0.81,0,435.87,0,0,36.26,0,9.67
 48-58,0,1.72,0,28.69,3.44,0,577.25,2.3,3.44,11.48,152.06,1.72,1.72,4.59,5.16,1.72,8.03,2.3,4.02,12.05,243.87,2.87,6.89,47.05,1683.54,5.74,12.05,9.75,1.15,0.57,101.56,0.57,0,1.15,2.87,0,388.47,0,1.15,27.54,0,16.64
 60-70,0,0.98,0,34.35,1.96,0,745.96,5.89,8.83,6.87,201.21,7.85,0,3.93,8.83,3.93,11.78,8.83,0,1.96,272.86,0.98,9.82,42.21,1765.76,2.94,13.74,18.65,0,4.91,182.56,0,0,2.94,0.98,0,234.58,0.98,2.94,23.56,0.98,9.82
 72-82,0,3.93,0,61.84,12.76,0,652.81,3.93,4.91,12.76,273.88,14.72,0,2.94,7.85,6.87,11.78,12.76,4.91,8.83,392.66,3.93,17.67,46.14,1553.97,3.93,18.65,25.52,0,1.96,267.01,0,0,12.76,1.96,0,141.36,3.93,2.94,50.06,3.93,6.87
 84-94,1.06,1.06,1.06,80.71,8.5,3.19,468.36,1.06,23.36,16.99,169.93,16.99,3.19,1.06,21.24,18.05,19.12,5.31,8.5,14.87,251.7,6.37,14.87,42.48,813.52,9.56,11.68,32.92,0,2.12,687.14,0,0,20.18,3.19,0,87.09,9.56,8.5,40.36,9.56,10.62
 96-106,0,6.56,0,96.17,14.21,3.28,365.01,2.19,16.39,12.02,196.71,37.16,2.19,5.46,34.97,21.86,5.46,14.21,5.46,9.84,244.8,10.93,8.74,25.14,784.66,2.19,20.76,37.16,0,4.37,678.66,0,0,13.11,1.09,0,36.06,9.84,3.28,42.62,8.74,14.21
108-118,0,3.06,0.77,108,14.55,19.15,331.66,3.06,31.4,8.43,157.02,38.3,0,3.06,14.55,35.23,20.68,9.96,11.49,13.79,163.92,13.02,9.19,36,801.96,3.83,11.49,32.17,0.77,3.83,607.41,0,0,19.92,0.77,0,21.45,16.85,3.06,33.7,5.36,9.96
120,0,0,0,117.59,25.48,0,252.81,5.88,31.36,1.96,111.71,25.48,0,1.96,19.6,13.72,5.88,9.8,1.96,3.92,162.66,11.76,5.88,45.08,754.52,0,17.64,27.44,0,7.84,352.76,0,0,13.72,0,0,47.03,3.92,1.96,39.2,5.88,3.92
