stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,527.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.53,0,0,0,0,0,0,0,0,0,0
  5-6,6.13,263.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,6.13,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,2.63,0,10.51,0,0,0,42.06,0,0,0,0,0,18.4,0,0,0,0,0,0,0,0,0,0,0,181.38,0,0,0,60.46,0,2.63,5.26,0,0,0,0,0,0,0,0,0
 10-12,0,3.15,0,18.88,0,0,0,12.59,0,0,0,0,0,12.59,0,0,0,0,0,0,0,0,0,0,0,251.76,22.03,0,0,91.26,0,0,0,0,18.88,0,0,0,0,0,0,0
 14-21,0,0,0,6,203,27,0,24,0,1,0,4,5,1,3,1,1,0,0,4,5,35,0,0,29,199,39,2,3,6,0,5,1,16,0,26,82,0,0,13,0,5
 24-34,0,0,0,2.46,124.77,4.1,0,50.07,0,5.75,0,13.95,0.82,0,9.85,3.28,4.1,1.64,1.64,0.82,4.1,96.86,0,0,43.51,277.45,20.52,4.1,5.75,0,0,4.1,0,0.82,1.64,4.93,90.29,0,0,60.74,0,10.67
 36-46,0,0,0,0,53.17,3.22,0,40.28,0,8.86,3.22,13.7,0.81,0.81,8.06,4.03,0,4.83,1.61,0.81,8.86,82.18,0.81,2.42,18.53,132.13,14.5,4.83,4.03,0,0,6.45,0,0,0.81,0,44.31,0,0,33.03,0,13.7
 48-58,0,0,0,0,37.3,2.3,0,39.02,0,9.75,9.75,28.12,2.3,1.72,2.87,4.59,2.3,5.16,2.3,1.15,13.2,100.99,1.72,6.89,18.94,83.78,10.33,1.15,4.59,0,0,5.74,0,0,1.72,0,37.3,0,0,26.4,0,18.36
 60-70,0,0,0,0,41.22,0,0,32.39,0,16.69,8.83,61.84,4.91,0.98,1.96,8.83,0,14.72,2.94,1.96,4.91,123.67,0.98,10.8,14.72,65.76,12.76,2.94,0,0,0.98,0.98,0,0,0.98,0,17.67,0,2.94,21.59,0.98,14.72
 72-82,0,0,3.93,0,31.41,0,0,36.32,0.98,12.76,9.82,86.39,7.85,1.96,5.89,3.93,1.96,15.71,2.94,0.98,3.93,177.68,3.93,7.85,24.54,74.61,4.91,1.96,4.91,0,2.94,2.94,0,0,1.96,0,5.89,0.98,3.93,49.08,2.94,14.72
 84-94,0,0,3.19,0,78.59,5.31,2.12,37.17,1.06,22.3,4.25,57.35,6.37,1.06,3.19,18.05,5.31,22.3,4.25,0,14.87,109.39,3.19,7.43,19.12,31.86,5.31,2.12,5.31,0,0,9.56,0,0,2.12,0,9.56,2.12,5.31,39.3,4.25,19.12
 96-106,0,0,0,0,68.85,2.19,0,36.06,0,21.86,6.56,52.46,9.84,0,4.37,14.21,6.56,22.95,4.37,1.09,7.65,102.73,2.19,4.37,8.74,52.46,4.37,2.19,5.46,0,3.28,12.02,1.09,0,5.46,0,2.19,1.09,5.46,43.71,5.46,20.76
108-118,0,0,0.77,0.77,108.77,6.89,2.3,20.68,0,36,3.83,41.36,9.19,0,4.6,13.79,8.43,37.53,2.3,2.3,12.26,92.68,2.3,5.36,9.19,58.98,3.83,0.77,3.83,0,3.06,8.43,0,0,2.3,0,3.06,3.06,0,31.4,3.83,18.38
120,0,0,0,0,139.14,5.88,1.96,21.56,0,29.4,5.88,64.67,5.88,0,3.92,29.4,1.96,17.64,0,1.96,3.92,90.15,1.96,5.88,9.8,66.63,3.92,1.96,5.88,0,0,17.64,0,0,0,0,7.84,3.92,0,33.32,1.96,7.84
