stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,474.41,6707.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237.2,0,0,0,0,0,0,0,0,0,0,0
  5-6,288.09,4131.37,12.26,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,104.2,18.39,0,0,30.65,0,110.33,0,0,0,0,0,0,0,0,0,0,0
  7-9,18.4,21.03,23.66,0,0,0,47.32,0,0,0,0,0,34.17,0,0,0,0,0,0,0,0,0,0,0,667.69,15.77,0,0,165.61,0,0,13.14,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,3.15,0,0,0,0,0,0,0,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,188.82,6.29,0,0,9.44,0,3.15,6.29,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,1,358,1,0,41,0,0,0,11,1,1,2,0,1,0,2,0,0,5,0,0,3,298,12,0,5,0,0,4,2,4,11,8,5,137,0,0,2,0,2
 24-34,0,0,0.82,485.95,0,0,55,3.28,5.75,0,22.16,1.64,0,7.39,0,3.28,0,18.88,0.82,7.39,30.37,8.21,0,17.24,516.32,7.39,3.28,5.75,0,0,32.01,0,0,8.21,4.93,4.1,151.86,0,0,3.28,0,5.75
 36-46,0,0,0,245.73,0,0,90.23,12.09,14.5,0.81,66.87,0.81,0,4.83,0,0.81,0.81,29,2.42,12.09,37.06,2.42,3.22,14.5,461.65,4.83,4.03,8.86,0,0,36.26,0.81,0.81,8.86,6.45,0,170.8,0,0,1.61,0,8.86
 48-58,0.57,0,0,318.46,0,0,114.19,10.9,30.99,2.3,112.47,1.72,0,2.3,0,1.15,1.15,17.79,1.15,13.77,51.64,2.3,2.3,9.75,271.98,4.02,1.72,5.74,0,0,45.33,0,0,4.02,8.03,0,115.33,0,0.57,1.15,0,8.61
 60-70,0,0,0,188.45,0,0,163.91,12.76,24.54,0.98,276.79,1.96,0,7.85,0.98,0.98,0.98,14.72,1.96,4.91,87.36,3.93,1.96,14.72,358.26,3.93,0,4.91,0.98,0,48.09,0,0,2.94,6.87,0,98.15,0,0.98,4.91,1.96,7.85
 72-82,0,0,0,162.96,2.94,0,150.19,20.61,16.69,0.98,425.06,1.96,0,10.8,3.93,0.98,1.96,13.74,6.87,6.87,147.25,2.94,7.85,18.65,286.65,1.96,0,9.82,0,0,38.28,0.98,0,7.85,6.87,0,43.19,0,0.98,3.93,4.91,6.87
 84-94,0,0,1.06,255.95,1.06,0,164.62,25.49,21.24,2.12,261.26,6.37,0,3.19,0,1.06,4.25,9.56,11.68,10.62,93.46,1.06,7.43,10.62,170.99,5.31,0,14.87,0,0,138.06,0,0,14.87,11.68,0,33.99,1.06,4.25,8.5,7.43,6.37
 96-106,0,0,1.09,243.7,0,1.09,157.37,38.25,18.58,1.09,299.44,5.46,0,13.11,2.19,1.09,7.65,13.11,12.02,12.02,108.19,0,3.28,12.02,174.86,4.37,2.19,22.95,0,1.09,108.19,0,0,16.39,16.39,0,25.14,0,2.19,17.49,21.86,5.46
108-118,0,0,0.77,128.68,0,0.77,98.81,22.98,18.38,1.53,284.17,6.89,0,3.06,3.06,0.77,6.89,12.26,23.74,6.13,90.38,2.3,5.36,13.79,206.04,9.19,0,17.62,0,0,79.66,0,0,8.43,15.32,0,15.32,1.53,3.83,8.43,7.66,6.13
120,0,0,1.96,143.06,0,0,82.31,23.52,25.48,0,195.98,11.76,0,1.96,3.92,1.96,3.92,3.92,15.68,1.96,62.71,1.96,0,15.68,176.38,1.96,0,17.64,0,0,72.51,0,0,3.92,1.96,0,25.48,0,3.92,1.96,3.92,1.96
