stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,118.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,116.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,7.89,0,0,0,5.26,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,81.49,0,0,0,39.43,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,15.73,0,0,0,15.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210.85,15.73,0,0,69.23,0,0,0,15.73,0,0,0,0,0,0,0,0
 14-21,0,0,1,7,83,16,0,28,0,0,0,6,1,0,2,0,2,0,0,1,2,41,0,0,20,207,20,4,1,7,0,3,36,4,1,53,111,0,0,4,0,2
 24-34,0,0,0,0.82,24.63,0.82,0,44.33,0,1.64,3.28,5.75,1.64,0,1.64,1.64,4.93,0,2.46,0.82,0,51.71,0,0,31.19,308.64,4.1,3.28,3.28,0,0,3.28,0,0.82,0,13.13,92.76,0,0,15.6,0,0
 36-46,0,0,0,0,13.7,1.61,0,57.2,1.61,0.81,6.45,16.92,0,0,2.42,0.81,0.81,0.81,0.81,0,3.22,80.57,0,0.81,29.81,228,4.03,6.45,4.83,0,0,5.64,0,1.61,0,0,84.6,0,0.81,5.64,0,4.03
 48-58,0.57,0,0,0.57,8.03,1.15,0,76.32,0,1.72,8.61,32.13,1.15,0,1.72,0.57,2.3,2.3,2.87,1.72,5.16,121.65,0.57,4.02,16.64,188.21,5.16,2.87,5.74,0,0.57,2.3,0,0.57,0,0,52.79,0,0.57,5.74,0,2.87
 60-70,0,0,0,0,9.82,0,0,50.06,0,2.94,0.98,23.56,3.93,1.96,1.96,3.93,1.96,2.94,0.98,1.96,0.98,116.8,0,2.94,7.85,104.04,2.94,0.98,5.89,0,0,3.93,0,1.96,1.96,0,12.76,0.98,4.91,9.82,0.98,2.94
 72-82,0,0,1.96,0,6.87,4.91,0,75.59,1.96,0.98,10.8,54.97,5.89,0,2.94,4.91,0,2.94,3.93,0,2.94,205.17,0.98,5.89,20.61,146.27,1.96,8.83,5.89,0.98,1.96,5.89,0,0.98,0,0,11.78,1.96,6.87,9.82,4.91,4.91
 84-94,0,0,2.12,0,37.17,8.5,0,81.78,1.06,8.5,5.31,37.17,9.56,0,3.19,19.12,6.37,12.74,4.25,2.12,7.43,175.24,1.06,10.62,29.74,120.01,5.31,6.37,6.37,0,1.06,11.68,0,5.31,0,0,9.56,1.06,4.25,15.93,5.31,7.43
 96-106,0,0,4.37,0,31.69,14.21,0,69.94,1.09,7.65,5.46,61.2,9.84,0,3.28,14.21,5.46,4.37,5.46,3.28,3.28,162.83,2.19,8.74,14.21,138.79,2.19,6.56,18.58,0,4.37,12.02,0,0,1.09,0,10.93,0,5.46,22.95,15.3,13.11
108-118,0,0,3.06,0,37.53,9.96,4.6,66.64,1.53,8.43,7.66,51.32,6.89,0,1.53,22.98,5.36,22.21,1.53,3.83,6.89,153.96,1.53,6.89,16.85,138.64,5.36,8.43,12.26,0,3.06,8.43,0,2.3,0.77,0,6.89,2.3,3.83,13.79,5.36,11.49
120,0,0,0,1.96,47.03,9.8,0,48.99,0,11.76,9.8,47.03,9.8,0,1.96,19.6,1.96,5.88,7.84,0,1.96,96.03,1.96,7.84,17.64,117.59,5.88,13.72,11.76,0,3.92,9.8,0,3.92,0,0,11.76,3.92,9.8,11.76,3.92,5.88
