stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,1647.24,24326.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,988.35,0,0,0,0,0,0,0,0,0,0,0
  5-6,1704.04,19571.92,0,30.65,0,0,0,0,0,0,0,0,0,79.69,0,0,0,0,0,0,0,0,0,0,0,649.74,55.17,0,0,220.67,0,410.69,0,0,0,0,0,0,0,0,0,0,0
  7-9,378.53,312.82,0,580.95,0,2.63,0,1224.98,0,0,0,0,0,486.31,0,0,0,0,0,0,0,0,0,0,0,10506.97,412.71,0,0,3811.63,0,49.95,55.2,0,0,0,0,0,0,0,0,0,0
 10-12,3.15,393.37,0,591.63,0,62.94,0,1073.12,0,0,0,0,0,276.93,0,0,0,0,0,3.15,0,0,0,0,0,10117.51,450.02,0,0,3873.92,0,25.18,59.79,37.76,402.81,0,40.91,18.88,0,0,0,0,0
 14-21,0,3,10,91,2147,620,0,915,0,16,0,134,66,63,11,10,75,6,9,4,38,635,11,0,535,7887,379,52,176,295,0,188,21,1382,141,164,2133,2717,0,0,42,0,49
 24-34,0,0,17.24,45.97,798.69,491.69,0,1622.01,72.24,59.92,19.7,210.96,22.98,7.39,21.34,48.43,87.83,24.63,71.41,30.37,113.28,1053.98,34.48,2.46,430.95,9142.7,105.07,146.11,164.99,0,0.82,507.29,2.46,4.93,54.18,53.36,502.36,2299.22,0,0,215.06,0,133.8
 36-46,0,0,4.03,8.86,363.36,259.43,0,2830.32,55.59,37.06,62.84,421.37,20.14,0.81,25.78,61.23,21.75,26.59,61.23,21.75,73.32,1140.02,20.95,14.5,363.36,10588.91,66.87,118.43,103.13,0.81,1.61,510.79,5.64,4.83,31.42,30.62,16.92,2562.03,0,2.42,142.6,0.81,89.43
 48-58,1.72,0,4.02,7.46,451.01,105.01,0,4114.18,31.56,80.33,64.84,801.03,40.17,2.3,30.41,57.38,23.53,52.22,57.95,36.15,43.04,1735.19,26.4,61.4,373.55,8724.13,43.04,83.2,110.74,1.15,4.59,740.78,1.15,0.57,20.08,25.25,0.57,1971.02,0,5.74,146.89,2.3,87.22
 60-70,0,0,6.87,0.98,411.26,87.36,1.96,4704.43,51.04,53,51.04,787.18,83.43,0.98,25.52,49.08,38.28,72.63,53,48.09,20.61,1763.79,15.7,85.39,246.36,7140.57,25.52,78.52,82.45,0,15.7,702.77,0.98,0,33.37,15.7,0,902.02,12.76,31.41,147.23,19.63,65.76
 72-82,0,0,25.52,1.96,472.18,126.63,10.8,3272.86,50.06,50.06,62.83,743.12,217.93,1.96,31.41,133.51,90.31,67.73,63.81,63.81,16.69,1713,24.54,72.64,287.63,4656.02,17.67,102.09,128.6,0,14.72,713.67,0.98,0,39.27,10.8,0,305.3,48.1,61.84,210.08,44.17,47.12
 84-94,0,0,20.18,6.37,717.94,120.01,46.73,2360.91,40.36,109.39,62.66,501.28,331.36,0,26.55,114.7,122.13,82.84,75.4,134.88,26.55,1235.15,39.3,70.09,218.78,2386.4,39.3,111.51,141.25,0,11.68,1940.34,0,0,67.97,15.93,0,194.35,137,54.16,168.86,54.16,28.68
 96-106,0,0,18.58,3.28,657.89,132.23,25.14,1481.9,48.09,95.08,41.53,403.26,327.85,0,45.9,172.67,108.19,51.36,89.61,104.91,32.79,799.96,41.53,52.46,191.25,1845.82,25.14,165.02,143.16,0,18.58,1550.75,3.28,0,64.48,15.3,0,75.41,136.61,33.88,195.62,43.71,29.51
108-118,0,0,7.66,6.13,402.9,125.62,19.92,1083.07,36,76.6,34.47,304.85,152.43,0,9.19,124.85,74.3,61.28,47.49,82.72,18.38,492.51,32.94,22.98,153.96,2117.89,17.62,95.75,74.3,0,6.89,982.73,2.3,0,29.87,7.66,0,40.6,90.38,13.79,114.89,21.45,23.74
120,1.96,0,7.84,0,252.81,158.74,5.88,819.19,31.36,41.16,23.52,219.5,88.19,0,13.72,109.75,37.24,33.32,29.4,27.44,7.84,331.2,21.56,17.64,135.23,1748.13,27.44,64.67,64.67,0,3.92,544.82,0,0,29.4,7.84,0,45.08,21.56,7.84,101.91,21.56,7.84
