stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,52.71,448.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.53,0,0,0,0,0,0,0,0,0,0,0
  5-6,36.78,539.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.39,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0
  7-9,5.26,0,0,13.14,0,0,0,10.51,0,0,0,0,0,10.51,0,0,0,0,0,0,0,0,0,0,0,70.98,5.26,0,0,28.92,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,3.15,0,3.15,0,0,0,3.15,0,0,0,0,0,15.73,0,0,0,0,0,0,0,0,0,0,0,163.64,12.59,0,0,44.06,0,3.15,0,0,6.29,0,0,0,0,0,0,0,0
 14-21,0,0,1,6,99,22,0,41,0,1,0,14,2,7,4,0,3,0,0,0,3,45,0,0,31,376,26,3,3,12,0,3,1,28,4,3,35,171,0,0,3,0,1
 24-34,0,0,0.82,0.82,32.01,8.21,0,91.12,0,4.1,3.28,19.7,0.82,0,4.1,3.28,9.03,0,4.93,0.82,2.46,100.97,2.46,0,50.89,770.78,5.75,8.21,5.75,0,0.82,13.95,0,0,1.64,1.64,11.49,233.12,0,0,23.8,0,0.82
 36-46,0,0,0.81,0.81,12.09,1.61,0,119.24,0,0,8.86,16.92,0.81,0,1.61,5.64,0,0,1.61,0,0.81,88.62,0,1.61,23.36,494.68,6.45,4.03,2.42,0,0.81,6.45,0,0,0.81,0,0,175.64,0,0.81,13.7,0,4.03
 48-58,0.57,0,0,0,9.75,1.72,0,187.63,0.57,2.3,7.46,28.12,0.57,0,2.3,3.44,1.15,1.15,1.72,2.87,1.72,150.34,1.15,6.31,31.56,309.28,4.59,2.3,2.3,0,0,9.18,0.57,0,0,0,0,110.17,0,1.15,11.48,0,4.59
 60-70,0,0,0,0,11.78,3.93,0,240.47,0.98,3.93,6.87,38.28,5.89,0,0.98,11.78,0.98,0,1.96,0.98,0.98,177.66,1.96,0.98,14.72,273.84,0.98,4.91,7.85,0,0,6.87,0,0,0,0,0,39.26,0,2.94,10.8,0,0.98
 72-82,0,0,3.93,0,16.69,6.87,0,215.97,0.98,1.96,14.72,56.94,8.83,0,3.93,12.76,1.96,2.94,6.87,0,0.98,266.03,1.96,11.78,20.61,293.52,3.93,13.74,7.85,0,0.98,13.74,0,0,0,0,0,30.43,0,9.82,34.36,5.89,0.98
 84-94,0,0,1.06,0,41.42,7.43,1.06,151.87,1.06,5.31,9.56,31.86,11.68,1.06,2.12,20.18,5.31,4.25,1.06,4.25,1.06,199.66,4.25,10.62,24.43,155.06,5.31,5.31,4.25,0,1.06,36.11,0,0,1.06,0,0,16.99,2.12,10.62,28.68,6.37,0
 96-106,0,0,3.28,0,31.69,7.65,1.09,92.89,0,2.19,5.46,43.71,13.11,0,7.65,30.6,4.37,1.09,12.02,9.84,3.28,182.51,1.09,5.46,15.3,166.11,12.02,8.74,8.74,0,2.19,19.67,0,0,2.19,0,0,4.37,6.56,6.56,26.23,9.84,3.28
108-118,0,0,3.06,0,35.23,5.36,6.89,99.58,0,6.89,7.66,39.83,6.89,0,2.3,25.28,6.13,6.13,2.3,3.83,1.53,141.7,0.77,2.3,19.15,196.09,8.43,6.13,12.26,0,3.06,25.28,0,0,0.77,0.77,0,4.6,1.53,3.83,21.45,7.66,4.6
120,1.96,0,1.96,1.96,23.52,9.8,3.92,50.95,0,9.8,3.92,33.32,1.96,0,1.96,13.72,1.96,0,0,0,1.96,99.95,1.96,3.92,17.64,139.14,7.84,7.84,3.92,0,1.96,25.48,0,0,0,0,0,9.8,0,1.96,11.76,9.8,1.96
