stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,144.96,3281.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184.49,0,0,0,0,0,0,0,0,0,0,0
  5-6,147.11,1740.82,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,73.56,6.13,0,0,18.39,0,36.78,0,0,0,0,0,0,0,0,0,0,0
  7-9,70.98,60.46,0,94.63,0,0,0,194.52,0,0,0,0,0,81.49,0,0,0,0,0,0,0,0,0,0,0,1593,128.81,0,0,825.42,0,15.77,10.51,0,0,0,0,0,0,0,0,0,0
 10-12,6.29,69.23,0,116.44,0,9.44,0,163.64,0,0,0,0,0,34.62,0,0,0,0,0,0,0,0,0,0,0,1837.83,81.82,0,0,739.54,0,9.44,6.29,3.15,78.67,0,3.15,3.15,0,0,0,0,0
 14-21,0,0,1,8,84,23,0,27,0,0,0,7,3,3,2,1,1,0,0,1,3,40,0,0,28,399,16,1,7,10,0,12,0,40,5,8,91,124,0,0,6,0,0
 24-34,0,0,3.28,4.93,33.66,2.46,0,77.98,1.64,4.1,1.64,15.6,3.28,0,4.93,3.28,2.46,0.82,0.82,2.46,9.03,81.26,0,0,27.91,780.63,9.03,11.49,9.85,0,0.82,43.51,0,0.82,3.28,3.28,27.91,184.69,0,0,23.8,0,6.57
 36-46,0,0,0,0,12.09,0,0,158.72,3.22,2.42,1.61,36.26,0,1.61,4.03,3.22,1.61,1.61,4.83,1.61,8.86,91.04,0,1.61,20.95,1037.7,4.83,8.86,5.64,0,0,39.48,0,0,0.81,4.83,0.81,257.01,0,0,13.7,0,8.06
 48-58,0,0,0,0,13.77,0.57,0,242.15,4.02,4.02,5.74,64.27,0.57,0,4.02,5.74,1.15,2.3,4.02,0,1.15,115.33,0,4.02,24.1,852.67,1.72,6.31,4.02,0,0,22.95,0,0,1.15,3.44,0,188.78,0,0,13.2,0,5.74
 60-70,0,0,0.98,0,10.8,0,0,434.81,6.87,2.94,3.93,86.37,2.94,0.98,1.96,10.8,3.93,8.83,1.96,0,0.98,159.01,0.98,3.93,24.54,970.73,0.98,3.93,5.89,0,0.98,20.61,0,0,0.98,3.93,0,151.15,0,3.93,8.83,1.96,10.8
 72-82,0,0,2.94,0.98,21.6,6.87,0,344.56,2.94,0,9.82,88.35,5.89,0,1.96,8.83,2.94,6.87,5.89,0.98,2.94,174.74,2.94,5.89,21.6,652.81,0,8.83,9.82,0,1.96,27.49,0,0,0.98,1.96,0,60.86,1.96,1.96,26.5,4.91,13.74
 84-94,0,0,1.06,0,40.36,9.56,0,298.43,6.37,9.56,3.19,50.98,9.56,1.06,1.06,29.74,3.19,11.68,6.37,1.06,6.37,128.51,3.19,9.56,12.74,306.93,2.12,9.56,8.5,0,0,74.34,0,0,6.37,2.12,0,42.48,6.37,2.12,13.81,4.25,6.37
 96-106,0,0,3.28,0,28.41,10.93,1.09,181.41,1.09,2.19,4.37,32.79,6.56,0,8.74,28.41,10.93,9.84,2.19,1.09,3.28,77.59,3.28,2.19,14.21,246.98,1.09,10.93,18.58,0,3.28,69.94,0,0,1.09,4.37,0,18.58,3.28,4.37,22.95,5.46,12.02
108-118,0,0,1.53,0,35.23,12.26,3.06,144.77,7.66,3.83,3.06,31.4,9.19,0,2.3,16.85,4.6,14.55,7.66,6.13,3.83,78.13,2.3,4.6,17.62,284.17,3.06,7.66,9.96,0,0.77,39.83,0,0,3.83,4.6,0,6.13,6.13,3.06,16.85,7.66,13.79
120,0,0,3.92,0,56.83,9.8,0,117.59,0,7.84,1.96,35.28,17.64,0,0,33.32,7.84,9.8,13.72,11.76,9.8,45.08,3.92,1.96,5.88,278.29,7.84,1.96,9.8,0,3.92,47.03,0,0,3.92,1.96,0,21.56,7.84,3.92,15.68,5.88,0
