stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,79.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,91.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.54,0,0,0,10.51,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,3.15,0,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.35,0,0,0,25.18,0,0,3.15,0,0,0,3.15,0,0,0,0,0,0
 14-21,0,0,0,0,4,0,0,0,0,0,0,5,0,1,0,0,0,0,0,1,0,0,0,2,149,1,1,0,1,0,0,1,2,0,1,4,45,0,0,2,0,0
 24-34,0,0.82,0,0,1.64,0,0,8.21,0,0,0,5.75,0,0,0,0,0,0,0,0,2.46,0,0,0,565.57,0.82,6.57,0.82,0,0,0.82,0,0,0.82,0,0,123.95,0,0,3.28,0,0
 36-46,0,0,0,0,0,0,0,28.2,0,0,0,2.42,0,0,0.81,0,0,0,0,0.81,0.81,0,0,2.42,1209.31,0,1.61,0,0,0,0,0.81,0,0,0,0,212.7,0,0,2.42,0,0
 48-58,0,0,0,0,2.3,0,0,237.56,1.15,0.57,0.57,10.33,0,0,0,0,0,0,0.57,1.15,8.61,0,0,1.15,1099.41,0,2.3,2.3,0,0,0.57,0,0,0.57,0,0,232.39,0,0,2.87,0,1.72
 60-70,0,0,0,0,0.98,0,0,636.03,0,0,0,4.91,0,0,0.98,0,0,0,0,1.96,11.78,0,0,0.98,1147.4,0,0.98,1.96,0,0,0.98,0,0,0,0,0,148.21,0,0,1.96,0,0.98
 72-82,0,0,0,0,9.82,1.96,0,905.09,0,0.98,0.98,28.47,1.96,0,0.98,0,0.98,0,0.98,0,17.67,0,0,1.96,817.72,0,0.98,3.93,0,0,0.98,0,0,0,0,0,47.12,2.94,1.96,7.85,0.98,1.96
 84-94,0,0,1.06,0,14.87,1.06,0,571.38,1.06,1.06,1.06,21.24,0,1.06,2.12,1.06,2.12,0,0,3.19,12.74,0,0,1.06,399.33,0,2.12,1.06,0,0,2.12,0,0,1.06,0,0,40.36,2.12,0,9.56,1.06,0
 96-106,0,0,0,0,4.37,3.28,0,502.71,4.37,1.09,0,18.58,0,1.09,4.37,0,0,0,1.09,0,15.3,0,1.09,1.09,303.81,0,1.09,12.02,0,0,3.28,0,0,0,0,0,9.84,1.09,0,5.46,1.09,1.09
108-118,0,0,0,0,8.43,0,0.77,355.41,0.77,0,2.3,19.15,1.53,0,6.13,0.77,0.77,0,0.77,1.53,11.49,0.77,0.77,0,363.07,0,0.77,5.36,0,0.77,0,0,0,0.77,0,0,9.19,1.53,0,6.89,1.53,0.77
120,0,0,0,0,9.8,1.96,0,237.13,1.96,0,3.92,9.8,3.92,0,5.88,0,0,3.92,0,0,15.68,0,0,0,266.53,1.96,0,1.96,0,1.96,1.96,0,0,0,0,0,7.84,1.96,1.96,7.84,0,0
