stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,79.07,1146.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,724.79,0,0,0,0,0,0,0,0,0,0,0
  5-6,55.17,1146.24,0,6.13,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,24.52,0,0,0,18.39,0,484.24,0,0,0,0,0,0,0,0,0,0,0
  7-9,15.77,18.4,0,44.69,0,0,47.32,0,0,0,0,0,18.4,0,0,0,0,0,0,0,0,0,0,0,609.86,18.4,0,0,178.75,0,44.69,13.14,0,0,0,0,0,0,0,0,0,0
 10-12,0,25.18,0,56.65,0,6.29,75.53,0,0,0,0,0,9.44,0,0,0,0,0,0,0,0,0,0,0,783.6,22.03,0,0,264.35,0,12.59,9.44,9.44,34.62,0,3.15,0,0,0,0,0,0
 14-21,0,0,1,8,200,56,30,0,1,0,27,16,0,1,0,1,0,1,0,0,73,0,0,90,341,23,0,7,25,0,14,1,81,7,2,81,212,0,0,28,0,0
 24-34,0,0,0,4.1,84.55,8.21,35.3,0,7.39,5.75,30.37,3.28,0,6.57,1.64,0.82,1.64,4.93,0.82,0,149.4,0.82,0,95.22,454.75,18.88,4.1,10.67,0.82,0,46.79,0,0,0,0,18.06,197.01,0,0,91.94,0,0
 36-46,0,0,0,0,20.14,0,53.98,0,3.22,8.06,29,1.61,0,7.25,4.83,0,0.81,3.22,0,0,173.22,1.61,4.83,88.62,290.85,16.11,4.83,4.03,0,0,22.56,0,0,1.61,0,0,173.22,0,0,49.15,0.81,0
 48-58,0,0,0,0,18.94,0.57,65.41,0,4.02,12.05,37.3,0,0,5.16,1.72,0,0,3.44,0,0.57,192.8,1.15,6.31,44.76,79.19,9.75,3.44,7.46,0,0,14.35,0,0,0.57,0,0,55.09,0,1.72,35,0.57,2.3
 60-70,0,0,0,0,12.76,0,38.28,0,5.89,14.72,34.35,2.94,0.98,6.87,9.82,0.98,0,4.91,0,0,231.64,0.98,13.74,33.37,44.17,8.83,3.93,4.91,0,2.94,18.65,0,0,0,0,0,24.54,0,3.93,24.54,1.96,0.98
 72-82,0,0,0,0,16.69,0,21.6,0,4.91,13.74,46.14,4.91,0,6.87,7.85,1.96,0.98,7.85,0,0,266.03,0,11.78,21.6,60.86,4.91,4.91,9.82,0,0,16.69,0,0,0.98,0,0,13.74,0,5.89,56.94,6.87,0
 84-94,0,0,0,0,38.23,0,31.86,0,7.43,9.56,33.99,7.43,0,1.06,19.12,0,1.06,7.43,3.19,0,162.49,1.06,18.05,31.86,32.92,6.37,2.12,3.19,0,1.06,52.04,0,0,0,0,0,16.99,1.06,7.43,42.48,9.56,0
 96-106,0,0,1.09,0,14.21,3.28,20.76,0,6.56,7.65,22.95,5.46,0,8.74,19.67,0,2.19,7.65,3.28,0,150.81,0,4.37,16.39,44.81,3.28,8.74,9.84,0,4.37,17.49,0,0,1.09,0,0,5.46,1.09,3.28,45.9,8.74,0
108-118,0,0,0,0,22.21,1.53,10.72,0.77,15.32,6.89,21.45,3.06,0,3.06,16.85,0,5.36,6.89,0.77,0,147.83,0.77,8.43,23.74,39.83,15.32,6.89,8.43,0,3.83,14.55,0,0,0,0,0,5.36,1.53,0,36.77,4.6,1.53
120,0,0,0,0,21.56,1.96,17.64,0,1.96,1.96,15.68,1.96,0,3.92,13.72,0,1.96,5.88,0,0,105.83,0,3.92,9.8,33.32,19.6,5.88,3.92,0,3.92,11.76,0,0,0,0,0,5.88,3.92,1.96,23.52,0,0
