stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,13.18,105.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,0,0,0,0,0,0,0,0,0
  5-6,0,55.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,5.26,0,0,0,0,0,13.14,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,57.83,0,0,0,13.14,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,3.15,0,25.18,0,3.15,0,28.32,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,141.61,3.15,0,0,34.62,0,0,0,3.15,0,0,0,0,0,0,0,0
 14-21,0,0,0,3,19,4,0,4,0,0,0,7,2,0,0,0,0,0,0,0,1,12,0,0,4,167,5,5,5,5,0,1,11,1,1,6,80,0,0,0,0,0
 24-34,0,0,0,1.64,11.49,0,0,36.12,0,0.82,0,13.13,1.64,0,0,0.82,0.82,0.82,2.46,0,0.82,18.88,0,0,6.57,331.63,1.64,32.83,3.28,0,0,3.28,0,0.82,0,1.64,123.13,0,0,2.46,0,0
 36-46,0,0,0,0,3.22,0,0,79.76,0.81,1.61,0,17.72,0.81,0,0,0,0.81,0,4.83,0,0,37.06,0,0.81,4.83,453.59,0,40.28,2.42,0,0,2.42,0,0,0,0,156.3,0,0,1.61,0,0
 48-58,0,0,0,0,4.02,0.57,0,162.96,0,0.57,1.72,35,0,0.57,1.72,0.57,0,0,2.87,0.57,0.57,45.9,0,1.15,4.02,389.04,0.57,24.1,2.3,0,0,5.16,0,0.57,0.57,0,144.6,0,0,1.72,0,0
 60-70,0,0,0,0,1.96,0,0,268.94,0,0.98,0,48.09,1.96,0,0.98,2.94,0,0,1.96,0,0,53,0,3.93,3.93,485.85,0,21.59,2.94,0,0.98,7.85,0,0,0,0,87.36,0,1.96,0,0,0
 72-82,0,0,0.98,0.98,3.93,0.98,0,223.82,0,1.96,4.91,94.24,0.98,0.98,1.96,1.96,0,0,11.78,0,0.98,90.31,0.98,1.96,7.85,404.44,0,41.23,10.8,0,1.96,1.96,0,0.98,0,0,59.88,0.98,1.96,6.87,1.96,1.96
 84-94,0,0,1.06,0,9.56,1.06,0,182.67,1.06,0,3.19,53.1,3.19,0,0,3.19,1.06,0,6.37,0,0,46.73,0,3.19,5.31,178.42,2.12,16.99,5.31,0,2.12,7.43,0,0,1.06,0,43.54,0,2.12,6.37,3.19,3.19
 96-106,0,0,2.19,0,5.46,2.19,0,136.61,1.09,3.28,2.19,46.99,7.65,0,3.28,9.84,1.09,0,10.93,2.19,1.09,62.29,3.28,3.28,1.09,191.25,0,45.9,12.02,0,3.28,10.93,0,1.09,0,0,16.39,0,4.37,10.93,0,1.09
108-118,0,0,2.3,0,16.09,3.06,0,91.15,0.77,2.3,0.77,42.13,1.53,0,0,5.36,2.3,0.77,7.66,0,0,49.02,0,5.36,5.36,226.73,1.53,40.6,4.6,0,4.6,5.36,0,1.53,0,0,16.09,1.53,0.77,3.83,1.53,0
120,0,0,0,1.96,9.8,1.96,1.96,56.83,0,3.92,0,19.6,1.96,0,1.96,5.88,1.96,3.92,1.96,1.96,0,23.52,0,1.96,1.96,160.7,1.96,15.68,1.96,0,3.92,5.88,0,0,0,0,17.64,0,0,3.92,1.96,0
