stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,1805.38,29228.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1291.44,0,0,0,0,0,0,0,0,0,0,0
  5-6,2408.95,29158.67,0,49.04,0,0,0,0,0,0,0,0,0,73.56,0,0,0,0,0,0,0,0,0,0,0,882.67,85.81,0,0,263.57,0,784.59,0,0,0,0,0,0,0,0,0,0,0
  7-9,509.97,588.83,0,964.74,0,5.26,0,2134.52,0,0,0,0,0,796.5,0,0,0,0,0,0,0,0,0,0,0,17567.69,680.84,0,0,6511.32,0,70.98,78.86,0,5.26,0,0,0,0,0,0,0,0
 10-12,6.29,613.66,0,855.98,0,103.85,0,1689.92,0,0,0,0,0,462.6,0,0,0,0,0,6.29,0,0,0,0,3.15,15967.72,613.66,0,0,5950.92,0,40.91,69.23,37.76,667.16,0,84.97,31.47,0,0,0,0,0
 14-21,3,6,6,164,3369,1008,0,1669,0,16,0,160,82,208,24,29,109,7,12,17,64,1055,22,0,926,12032,580,55,246,405,0,685,23,2174,174,331,4207,3660,0,0,76,0,63
 24-34,1.64,0.82,15.6,94.4,1432.39,700.19,0,2435.48,219.99,70.59,27.09,226.56,36.94,30.37,25.45,80.44,151.04,37.76,86.19,50.07,134.62,1590,63.21,4.1,714.97,10744.19,224.09,143.65,211.78,0.82,2.46,1030.17,2.46,13.95,62.39,169.92,980.92,2547.12,0,0,280.73,0,181.41
 36-46,0.81,0,8.06,11.28,662.26,87.82,0,2658.71,359.33,70.9,69.29,337.58,44.31,2.42,24.17,81.37,38.67,41.09,61.23,48.34,70.9,1406.7,26.59,27.39,440.7,8207.35,146.63,105.54,108.77,0,1.61,741.22,4.03,6.45,52.37,92.65,37.06,1882.85,0,1.61,164.36,0.81,99.1
 48-58,1.72,0,6.89,9.75,619.14,34.43,0,3425.62,269.69,118.78,84.35,658.73,67.71,5.16,35.58,72.3,36.72,64.84,55.09,55.66,29.26,1840.77,26.4,74.59,461.91,6557.44,84.35,65.99,114.19,0.57,6.89,644.96,1.15,0.57,26.4,74.02,1.15,1330.65,0,6.31,166.98,2.87,104.43
 60-70,0.98,0,11.78,0.98,527.08,40.24,2.94,3390.18,131.52,104.04,85.39,656.64,127.6,3.93,32.39,78.52,47.11,76.56,57.91,74.6,20.61,1766.74,29.45,78.52,295.44,5449.41,53.98,56.93,87.36,0.98,10.8,564.38,0.98,0.98,39.26,40.24,0,607.56,9.82,36.32,151.15,22.58,61.84
 72-82,0,0,37.3,2.94,720.54,141.36,58.9,2997.01,83.44,81.48,126.63,769.62,311.19,2.94,34.36,169.83,97.18,80.5,70.68,125.65,18.65,2141,45.16,83.44,393.65,4640.32,60.86,107,129.58,0,16.69,939.45,0.98,0,65.77,15.71,0,381.87,34.36,75.59,221.86,61.84,60.86
 84-94,0,0,26.55,12.74,1048.23,161.43,123.2,2224.97,98.77,162.49,92.4,546.95,533.14,3.19,25.49,185.86,163.55,95.58,86.03,368.53,26.55,1591.99,47.79,98.77,337.73,2639.16,71.16,96.65,170.99,1.06,9.56,2524.46,0,0,120.01,28.68,0,234.71,113.64,63.72,204.97,66.91,46.73
 96-106,1.09,0,36.06,12.02,1451.3,259,128.96,1704.84,102.73,202.18,75.41,571.56,632.76,1.09,60.11,286.33,186.88,66.66,121.31,337.69,29.51,1270.98,64.48,53.55,326.76,2261.1,64.48,148.63,171.58,0,19.67,2755.07,2.19,0,106.01,33.88,0,115.84,124.58,43.71,269.93,77.59,64.48
108-118,1.53,0,19.15,18.38,1616.18,264.26,170.81,1332.01,113.36,315.58,72,474.9,579.83,0,21.45,218.3,157.02,78.89,88.09,432,28.34,1121.37,61.28,31.4,360,2879.25,65.11,108.77,151.66,0,16.85,2653.3,1.53,0,95.75,27.57,0,79.66,109.53,31.4,206.81,44.43,52.85
120,3.92,0,13.72,3.92,1232.71,348.84,58.79,1217.03,72.51,221.46,80.35,425.27,356.68,0,23.52,278.29,82.31,54.87,58.79,221.46,11.76,964.21,47.03,31.36,433.11,2953.4,94.07,60.75,127.39,0,11.76,1487.48,1.96,0,56.83,17.64,0,66.63,45.08,25.48,194.02,27.44,15.68
