stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,26.36,276.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.36,0,0,0,0,0,0,0,0,0,0,0
  5-6,12.26,104.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,6.13,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,2.63,0,0,0,13.14,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,78.86,0,0,0,34.17,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,9.44,0,22.03,0,0,0,6.29,0,0,0,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,182.52,6.29,0,0,66.09,0,0,0,0,6.29,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,83,6,0,16,0,0,0,9,3,0,1,0,1,0,0,8,0,44,0,0,20,234,13,4,31,6,0,50,0,39,1,57,50,106,0,0,3,0,0
 24-34,0,0,5.75,1.64,251.18,8.21,0,91.94,158.43,32.01,14.78,43.51,4.93,0.82,17.24,4.93,6.57,0,22.16,19.7,0.82,286.48,5.75,1.64,187.98,2285.26,24.63,38.58,142.01,0.82,0.82,139.55,0,0,13.95,151.04,101.79,443.26,0,0,34.48,0,1.64
 36-46,0,0,0.81,2.42,300.51,23.36,0,460.04,316.63,62.04,43.51,286.82,6.45,0.81,27.39,9.67,5.64,5.64,29,14.5,0.81,772.64,7.25,10.47,273.12,5754.09,31.42,54.79,110.38,0.81,0.81,180.47,0,1.61,4.03,178.86,9.67,1283.43,0,0.81,66.87,0,8.06
 48-58,1.72,0,2.87,2.3,452.73,95.25,0,1264.67,273.7,120.5,58.53,492.9,16.64,3.44,26.97,20.08,7.46,4.02,29.84,35,2.87,1250.32,8.03,23.53,270.84,6090.36,63.12,43.61,104.43,0,5.16,154.93,0,0,6.31,150.91,0,1331.8,0,1.15,71.73,1.72,21.23
 60-70,0.98,0,4.91,0.98,508.43,128.58,3.93,2581.4,203.18,128.58,62.82,580.08,38.28,1.96,25.52,20.61,8.83,7.85,34.35,54.97,3.93,1675.46,7.85,53.98,234.58,6826.49,44.17,46.13,91.28,0,7.85,163.91,0,0,5.89,94.23,0,1014.89,6.87,25.52,83.43,9.82,51.04
 72-82,0,0,20.61,0.98,675.38,241.49,45.16,2950.88,198.3,127.62,125.65,754.9,106.02,4.91,35.34,50.06,20.61,15.71,58.9,164.92,4.91,2351.08,19.63,63.81,290.57,6195.27,43.19,72.64,158.05,0.98,14.72,131.54,0,0,7.85,57.92,0,600.78,21.6,46.14,138.41,44.17,61.84
 84-94,0,0,7.43,1.06,1193.73,235.77,100.89,2067.79,309.05,226.21,94.52,597.93,160.37,6.37,31.86,58.41,35.05,25.49,75.4,518.27,4.25,1712,28.68,71.16,246.39,3424.01,69.03,118.95,172.05,0,9.56,317.55,0,0,8.5,93.46,0,431.19,55.23,44.61,137,48.85,72.22
 96-106,0,0,10.93,4.37,1110.33,198.9,149.72,1758.39,523.47,177.04,88.52,587.95,172.67,2.19,43.71,86.33,38.25,42.62,104.91,760.62,7.65,1526.71,14.21,42.62,210.92,2981.29,68.85,170.48,243.7,1.09,18.58,320.2,1.09,0,12.02,102.73,0,206.55,73.22,39.34,143.16,54.64,97.26
108-118,1.53,0,9.96,6.13,848.69,130.98,252,1338.9,395.24,204.51,61.28,436.6,157.02,0,20.68,51.32,45.96,59.75,86.55,1442.31,6.89,1427.75,19.15,37.53,196.09,3449.9,88.85,111.83,210.64,0,17.62,288.77,0,0,9.96,81.96,0,140.17,103.41,29.11,108.77,30.64,96.51
120,3.92,0,7.84,1.96,574.22,188.14,82.31,993.61,192.06,101.91,64.67,401.76,96.03,0,15.68,47.03,35.28,27.44,54.87,717.28,0,1091.6,15.68,29.4,215.58,3478.62,105.83,78.39,146.98,0,19.6,215.58,0,1.96,3.92,25.48,0,137.18,37.24,13.72,92.11,33.32,41.16
