stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,52.71,1080.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.36,0,0,0,0,0,0,0,0,0,0,0
  5-6,55.17,1189.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.52,0,0,0,6.13,0,55.17,0,0,0,0,0,0,0,0,0,0,0
  7-9,42.06,18.4,0,68.35,0,0,0,42.06,0,0,0,0,13.14,0,0,0,0,0,0,0,0,0,0,0,336.48,10.51,0,0,173.5,0,2.63,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,6.29,0,9.44,0,3.15,0,18.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286.37,6.29,0,0,69.23,0,3.15,0,0,25.18,0,0,0,0,0,0,0,0
 14-21,0,0,0,4,18,5,0,23,0,0,3,2,0,0,0,0,0,0,0,0,12,0,0,4,146,2,0,3,4,0,11,0,13,0,0,11,30,0,0,1,0,0
 24-34,0,0,0,0.82,7.39,0.82,0,29.55,0,0.82,3.28,0.82,0,0.82,3.28,0,0,0,1.64,0,14.78,0,0,7.39,156.78,0,0.82,4.1,0,0,15.6,0,0,2.46,0,0,35.3,0,0,5.75,0,0
 36-46,0,0,0,0,7.25,0,0,16.11,0,0.81,5.64,1.61,0,0,0.81,0,1.61,0.81,0.81,1.61,11.28,0.81,0.81,2.42,78.15,0,2.42,3.22,0,0,6.45,0.81,0,3.22,0,0,23.36,0,0,5.64,0,0
 48-58,0,0,0.57,0,4.59,0,0,11.48,5.16,0,3.44,2.87,0,0,1.15,0,1.72,2.3,0,0,13.77,0,0.57,5.74,39.59,0,0.57,1.72,0,0,2.87,0,0,0.57,0.57,0,4.02,0,0,1.72,0,0
 60-70,0,0,0,0,7.85,0,0,12.76,0.98,0,9.82,0,0,0.98,5.89,1.96,0,1.96,0,0,17.67,0.98,0,2.94,44.17,0,1.96,2.94,0,0,3.93,0,0,1.96,0,0,2.94,0,0,2.94,0,0.98
 72-82,0,0,0,0,3.93,0,0.98,19.63,0.98,0.98,18.65,9.82,0,0,6.87,1.96,1.96,2.94,2.94,0.98,62.83,0,0,5.89,44.17,0.98,1.96,3.93,0,1.96,11.78,0,0,1.96,0,0,2.94,0.98,0,13.74,1.96,1.96
 84-94,0,0,0,0,8.5,4.25,3.19,21.24,0,1.06,10.62,7.43,0,0,9.56,4.25,4.25,2.12,2.12,1.06,48.85,0,1.06,8.5,22.3,1.06,2.12,4.25,0,0,15.93,0,0,8.5,0,0,4.25,1.06,1.06,4.25,0,1.06
 96-106,0,0,2.19,0,15.3,3.28,2.19,17.49,0,2.19,24.04,9.84,0,2.19,7.65,1.09,0,2.19,3.28,0,51.36,0,3.28,7.65,39.34,4.37,2.19,3.28,0,2.19,19.67,0,0,4.37,0,0,0,0,2.19,7.65,1.09,0
108-118,0,0,0,0,25.28,3.06,4.6,22.21,4.6,0,28.34,8.43,0,0,9.19,3.06,1.53,4.6,9.96,0,51.32,0,0.77,11.49,60.51,2.3,0.77,3.83,0,2.3,13.79,0,0,3.83,0,0,4.6,2.3,0,6.89,0,2.3
120,0,0,0,0,29.4,1.96,1.96,17.64,7.84,3.92,21.56,21.56,0,0,15.68,1.96,3.92,1.96,5.88,0,48.99,1.96,3.92,11.76,54.87,1.96,1.96,1.96,0,1.96,15.68,0,0,3.92,0,0,1.96,1.96,0,15.68,1.96,0
