stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,13.18,263.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.53,0,0,0,0,0,0,0,0,0,0,0
  5-6,12.26,300.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,5.26,2.63,0,21.03,0,0,0,28.92,0,0,0,0,7.89,0,0,0,0,0,0,0,0,0,0,0,189.27,5.26,0,0,65.72,0,0,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,0,15.73,0,15.73,0,3.15,0,25.18,0,0,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,188.82,12.59,0,0,59.79,0,0,3.15,0,6.29,0,3.15,0,0,0,0,0,0
 14-21,0,0,1,2,19,4,0,8,0,0,15,2,0,1,0,0,0,0,3,0,7,0,0,12,119,3,2,3,6,0,2,1,10,12,2,9,73,0,0,1,0,0
 24-34,0,0,0,0,12.31,0.82,0,27.91,1.64,1.64,7.39,0.82,0,0.82,0,1.64,0,0,0,0,13.13,0,0,9.85,186.33,0,3.28,2.46,0,0,3.28,0.82,0,0.82,0.82,4.1,56.64,0,0,5.75,0,0.82
 36-46,0,0,0,0,4.03,0,0,34.64,1.61,0,5.64,0,0,0,0.81,0,0,0,0,0,21.75,0,0,6.45,221.56,0.81,4.83,0,0,0,2.42,0,0,1.61,0,0,59.62,0,0.81,2.42,0,0
 48-58,0,0,0,0,3.44,0,0,57.38,1.72,0.57,8.03,0,0,0,0,1.15,0,0.57,0.57,0.57,25.82,0,0,4.59,265.1,0.57,4.59,0.57,0,0.57,5.16,0,0,0.57,0,0,60.25,0,0,0.57,0,0.57
 60-70,0,0,0,0,4.91,0,0,111.89,0.98,0,19.63,1.96,0,1.96,0,0,0,1.96,0,0.98,40.24,1.96,0.98,1.96,354.33,0,6.87,0,0,0,4.91,0,0,0,0,0,63.8,0,0,2.94,0,1.96
 72-82,0,0,0,0,7.85,6.87,0,150.19,1.96,1.96,37.3,0,0,0.98,0.98,0.98,0.98,2.94,0,0,58.9,0,2.94,3.93,339.65,0,8.83,7.85,0,0.98,0.98,0,0,0,0,0,35.34,0,0.98,6.87,1.96,1.96
 84-94,0,0,0,0,14.87,1.06,0,100.89,1.06,4.25,24.43,2.12,0,2.12,0,2.12,0,2.12,1.06,0,28.68,0,1.06,5.31,152.93,1.06,5.31,7.43,0,0,11.68,0,0,0,0,0,24.43,0,2.12,1.06,0,3.19
 96-106,0,0,2.19,0,14.21,4.37,0,86.33,2.19,0,18.58,0,0,1.09,2.19,0,1.09,2.19,0,1.09,53.55,0,1.09,7.65,160.65,1.09,8.74,5.46,0,2.19,10.93,0,0,1.09,0,0,15.3,0,1.09,4.37,2.19,0
108-118,0,0,0.77,0.77,12.26,3.06,0.77,64.34,2.3,2.3,17.62,1.53,0,0.77,4.6,2.3,0.77,2.3,0.77,0,34.47,0.77,0,3.06,194.55,2.3,2.3,6.13,0,0,5.36,0,0,0,0,0,6.13,0,0.77,5.36,0.77,3.06
120,0,0,1.96,0,23.52,5.88,0,56.83,0,0,19.6,5.88,0,0,3.92,0,0,0,1.96,0,23.52,0,0,3.92,143.06,1.96,7.84,5.88,0,0,15.68,0,0,0,0,0,7.84,1.96,0,0,1.96,0
