stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,289.91,4875.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184.49,0,0,0,0,0,0,0,0,0,0,0
  5-6,318.74,4842.41,0,6.13,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,110.33,18.39,0,0,30.65,0,104.2,0,0,0,0,0,0,0,0,0,0,0
  7-9,60.46,78.86,0,144.58,0,0,118.29,0,0,0,0,0,52.57,0,0,0,0,0,0,0,0,0,0,0,1961.02,120.92,0,0,970,0,23.66,18.4,0,0,0,0,0,0,0,0,0,0
 10-12,0,66.09,0,75.53,0,12.59,78.67,0,0,0,0,0,12.59,0,0,0,0,0,0,0,0,0,0,0,947.24,62.94,0,0,412.25,0,6.29,0,0,72.38,0,3.15,3.15,0,0,0,0,0
 14-21,0,0,0,2,40,22,8,0,0,0,6,1,0,1,0,1,0,0,0,0,15,0,0,15,130,4,0,3,8,0,7,0,21,3,0,15,42,0,0,13,0,0
 24-34,0,0,0.82,0.82,11.49,1.64,18.06,0,1.64,1.64,5.75,0,0,4.93,1.64,0.82,0,0,0,0,41.86,0.82,0,18.88,187.16,2.46,4.1,3.28,0,0,29.55,0,0.82,0.82,0,6.57,60.74,0,0,32.01,0,0.82
 36-46,0,0,0,0,8.86,0,29,1.61,0,0.81,9.67,0,0,2.42,0.81,0,0,1.61,0,0.81,41.09,0,0.81,11.28,192.55,2.42,4.83,0.81,0,0,6.45,0.81,0,0,0,0,66.87,0,0,12.09,0,0.81
 48-58,0,0,0,0,3.44,0,45.33,1.15,1.72,1.72,24.67,0.57,0.57,1.72,0.57,0,0,0.57,0,0,58.53,0.57,2.3,5.74,173.86,0.57,1.15,2.3,0,0,8.61,0,0,0,0,0,38.44,0,0.57,10.33,0,0
 60-70,0,0,0.98,0,4.91,0.98,61.84,0,2.94,3.93,38.28,0.98,0,0.98,2.94,0.98,0,1.96,0.98,0,54.97,0,3.93,8.83,200.23,0.98,0.98,1.96,0,1.96,7.85,0,0,0.98,0.98,0,29.45,0,0.98,9.82,0,0
 72-82,0,0,0.98,0,5.89,5.89,51.05,0.98,2.94,2.94,47.12,3.93,0,2.94,2.94,0.98,0,0.98,0,0,99.15,0.98,5.89,7.85,168.85,0,3.93,0.98,0,2.94,12.76,0,0,0,0,0,13.74,0,3.93,24.54,0.98,2.94
 84-94,0,0,0,0,14.87,8.5,40.36,0,0,2.12,38.23,1.06,0,0,5.31,1.06,3.19,1.06,1.06,0,70.09,2.12,3.19,5.31,92.4,0,2.12,2.12,0,2.12,27.61,0,0,1.06,0,0,15.93,0,4.25,23.36,4.25,1.06
 96-106,0,0,0,0,14.21,7.65,31.69,2.19,2.19,1.09,26.23,4.37,0,2.19,14.21,0,1.09,1.09,0,2.19,41.53,2.19,3.28,1.09,88.52,1.09,5.46,0,0,1.09,27.32,0,0,0,0,0,5.46,0,0,10.93,4.37,0
108-118,0,0,0.77,0,17.62,3.06,17.62,1.53,3.06,0.77,24.51,1.53,0,3.06,6.89,0.77,0.77,0,0.77,0.77,40.6,1.53,1.53,6.89,109.53,0.77,0.77,0.77,0,3.83,16.85,0,0,1.53,1.53,0,6.13,2.3,0.77,12.26,0.77,1.53
120,0,0,1.96,0,21.56,7.84,19.6,3.92,0,3.92,25.48,3.92,0,0,7.84,3.92,7.84,1.96,0,0,29.4,0,0,7.84,90.15,1.96,0,1.96,0,0,23.52,0,0,0,0,0,1.96,0,1.96,7.84,1.96,1.96
