stage,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,105.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.36,0,0,0,0,0,0,0,0,0,0,0
  5-6,67.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.39,0,0,0,0,0,0,0,0,0,0,0
  7-9,7.89,0,5.26,0,0,0,52.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.39,2.63,0,0,52.57,0,2.63,0,0,0,0,0,0,0,0,0,0,0
 10-12,3.15,0,12.59,0,0,0,53.5,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,330.43,3.15,0,0,75.53,0,0,0,0,9.44,0,0,0,0,0,0,0,0
 14-21,0,0,2,33,21,0,37,0,0,0,26,10,1,0,0,7,0,0,0,0,8,0,0,3,651,6,5,9,11,0,1,0,10,0,0,19,286,0,0,4,0,0
 24-34,0,3.28,1.64,13.95,0.82,0,136.26,0,3.28,0,32.01,0.82,0.82,0.82,0.82,2.46,0,4.1,1.64,0,43.51,1.64,0,19.7,1809.17,1.64,13.13,17.24,0,0,4.93,0,0,0.82,0.82,5.75,471.17,0,0,20.52,0,0
 36-46,0,0,0,4.03,0,0,273.12,0,0.81,1.61,59.62,0.81,0,0.81,0,0.81,0.81,2.42,0,0,33.84,0.81,0,5.64,1791,0.81,12.89,6.45,0,0,4.03,0,0,0.81,0,0,422.98,0,0.81,9.67,0,0
 48-58,0,0.57,0,6.89,0.57,0,428.63,1.72,1.72,2.3,110.74,1.72,0,0.57,0,1.15,0,1.72,1.15,1.15,52.79,0,2.3,10.33,1108.59,0.57,3.44,6.89,0,0,2.3,0,0,0.57,0.57,0,312.15,0,0.57,7.46,0,0.57
 60-70,0,1.96,0,9.82,0,0,625.23,0.98,0,0,132.51,3.93,0,1.96,0.98,0.98,0,0,0.98,0,63.8,0,1.96,2.94,944.22,0,1.96,7.85,0.98,0.98,0.98,0,0,0.98,0,0,135.45,1.96,0,7.85,0,2.94
 72-82,0,7.85,0,20.61,0.98,0,758.82,0,0.98,4.91,160.99,10.8,0,1.96,0.98,0.98,0,1.96,0.98,0.98,85.4,0,4.91,14.72,833.43,0,11.78,14.72,0,0.98,2.94,0.98,0,0,0,0,88.35,7.85,4.91,23.56,3.93,1.96
 84-94,0,2.12,0,18.05,1.06,0,444.99,0,3.19,3.19,88.15,16.99,0,3.19,0,7.43,4.25,2.12,0,0,55.23,1.06,4.25,8.5,418.44,1.06,3.19,13.81,1.06,0,5.31,0,0,1.06,1.06,0,39.3,12.74,0,16.99,3.19,0
 96-106,0,7.65,0,16.39,2.19,0,334.41,2.19,3.28,1.09,97.26,21.86,0,2.19,2.19,3.28,1.09,3.28,1.09,0,36.06,0,5.46,6.56,369.38,0,8.74,15.3,0,0,3.28,1.09,0,0,0,0,16.39,18.58,1.09,18.58,5.46,0
108-118,0,0.77,0,13.02,2.3,2.3,264.26,0,0,0.77,96.51,21.45,0,0.77,1.53,4.6,0.77,2.3,3.06,0,26.81,0.77,0.77,14.55,433.54,0,6.89,13.02,0,0.77,3.83,0,0,0,0,0,10.72,22.21,1.53,15.32,1.53,0
120,0,0,0,23.52,0,0,272.41,0,0,1.96,92.11,23.52,0,1.96,0,1.96,0,0,3.92,0,31.36,1.96,5.88,13.72,468.39,0,7.84,13.72,0,1.96,0,0,0,1.96,1.96,0,17.64,11.76,0,5.88,1.96,0
