stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,276.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,55.17,361.65,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.39,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,10.51,18.4,0,13.14,0,0,0,15.77,0,0,0,0,0,7.89,0,0,0,0,0,0,0,0,0,0,0,239.21,5.26,0,0,81.49,2.63,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,12.59,0,0,0,12.59,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,179.38,12.59,0,0,40.91,0,0,0,6.29,0,0,0,0,0,0,0,0
 14-21,0,0,0,1,11,1,0,1,0,0,0,1,2,0,1,0,0,0,0,0,0,6,0,0,3,70,3,1,1,1,3,0,7,3,2,5,34,0,0,0,0,0
 24-34,0,0,0,0,5.75,0,0,8.21,0,0,0.82,0.82,0,0,2.46,0.82,0.82,0,0,0,1.64,10.67,0,0,5.75,146.11,3.28,6.57,0,0,22.16,0,0,0,0.82,1.64,36.94,0,0,7.39,0,0
 36-46,0,0,0,0,4.03,0,0,25.78,0.81,0.81,0,7.25,0,0,0,0,0,0,0.81,0,2.42,16.11,0,0,2.42,168.38,0.81,2.42,2.42,0,8.86,0.81,0,0,0.81,0,36.26,0,0,4.83,0,0.81
 48-58,0,0,0,0,4.02,0.57,0,62.54,0.57,0,1.72,15.49,0,0,0.57,0,1.15,0.57,0.57,0.57,4.02,12.62,0,0.57,5.74,186.49,0,1.72,1.72,0,8.03,0,0,1.15,0,0,43.61,0,0,3.44,0,1.72
 60-70,0.98,0,0,0,2.94,0.98,0,79.5,0,0.98,0,20.61,0.98,0.98,0,0,0,0,0.98,0,1.96,24.54,0.98,0,0.98,170.78,2.94,2.94,0.98,0,4.91,0,0,0,1.96,0,29.45,0,0.98,4.91,0,0.98
 72-82,0,0,0.98,0,5.89,10.8,0,105.04,2.94,1.96,4.91,26.5,2.94,0,0.98,0,0.98,1.96,3.93,0,1.96,43.19,0,2.94,1.96,170.81,0,7.85,1.96,0,17.67,0,0,0.98,0,0,17.67,0.98,3.93,14.72,1.96,2.94
 84-94,0,0,0,0,7.43,6.37,2.12,76.47,0,0,2.12,13.81,2.12,2.12,1.06,3.19,1.06,1.06,3.19,1.06,6.37,22.3,1.06,3.19,7.43,79.65,1.06,1.06,3.19,0,30.8,0,0,1.06,1.06,0,5.31,0,2.12,4.25,1.06,2.12
 96-106,0,0,0,0,7.65,7.65,1.09,67.76,1.09,2.19,1.09,16.39,1.09,1.09,0,2.19,4.37,6.56,2.19,2.19,2.19,16.39,1.09,0,0,75.41,2.19,10.93,5.46,0,36.06,0,0,0,0,0,5.46,0,0,3.28,1.09,1.09
108-118,0,0,1.53,0,10.72,3.06,1.53,59.75,2.3,2.3,1.53,9.96,3.83,0,0,2.3,3.83,4.6,0,2.3,3.06,15.32,0.77,0.77,5.36,74.3,1.53,9.96,5.36,0,26.81,0,0,0.77,1.53,0,6.13,0.77,1.53,3.06,0.77,3.06
120,0,0,0,0,13.72,7.84,0,41.16,1.96,1.96,0,21.56,5.88,0,0,0,0,1.96,0,1.96,1.96,9.8,0,0,1.96,70.55,1.96,1.96,3.92,0,21.56,0,0,0,0,0,1.96,0,0,5.88,0,0
