stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,13.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,13.14,0,0,0,0,383.79,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,212.93,5.26,0,0,26.29,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,113.29,0,66.09,0,3.15,969.27,0,0,0,0,0,28.32,0,0,0,0,0,0,0,0,0,0,3.15,3930.56,28.32,0,0,475.19,0,0,0,9.44,15.73,0,22.03,3.15,0,0,0,0,0
 14-21,1,1,0,61,1690,35,840,0,0,0,83,5,3,1,2,14,3,2,1,44,378,7,0,570,4331,72,3,61,9,0,155,1,371,52,239,2136,1166,0,0,0,0,22
 24-34,0,0,0,44.33,1000.62,4.1,408.79,13.95,16.42,9.85,110.82,8.21,1.64,2.46,0.82,23.8,7.39,11.49,9.03,95.22,801.16,22.98,0,473.63,2156.39,104.25,4.93,39.4,0,0.82,487.59,0,8.21,55,115.74,360.36,1038.38,0,0,15.6,0,25.45
 36-46,0,0,0,6.45,348.85,0.81,232.84,19.34,32.23,20.14,51.56,11.28,0,4.03,0.81,5.64,2.42,2.42,12.89,36.26,631.64,10.47,8.06,303.74,932.97,58.81,1.61,9.67,0,0,412.5,0,1.61,24.17,50.76,8.06,883.82,0,0.81,8.86,0,11.28
 48-58,0.57,0,0,2.3,222.64,0.57,354.61,10.33,49.92,21.23,47.05,8.61,0,2.3,1.15,4.02,2.87,2.87,2.3,23.53,573.8,4.59,6.31,188.21,424.04,25.25,2.3,10.9,0,0,301.82,0,0,13.77,28.69,0,465.93,0,1.72,6.31,0,16.07
 60-70,0.98,0,0.98,0,126.62,0.98,292.49,3.93,30.43,10.8,30.43,7.85,0.98,0,0,3.93,0.98,0.98,3.93,13.74,315.07,3.93,3.93,110.91,203.18,7.85,0,4.91,0,2.94,174.71,0,0,10.8,10.8,0,106.99,0,2.94,9.82,0.98,7.85
 72-82,0,0,1.96,0,85.4,1.96,226.76,3.93,14.72,12.76,93.26,17.67,0,0.98,0,4.91,0.98,4.91,6.87,10.8,276.83,5.89,13.74,110.93,158.05,5.89,3.93,10.8,0,2.94,186.52,0,0,8.83,9.82,0,27.49,0,1.96,24.54,4.91,10.8
 84-94,1.06,0,1.06,0,151.87,3.19,187.98,3.19,29.74,13.81,75.4,19.12,0,0,1.06,10.62,3.19,0,6.37,21.24,218.78,5.31,12.74,83.9,123.2,5.31,1.06,9.56,0,1.06,533.14,0,0,15.93,8.5,0,13.81,1.06,2.12,13.81,1.06,14.87
 96-106,0,0,0,0,97.26,4.37,137.7,1.09,15.3,6.56,99.45,13.11,0,3.28,3.28,6.56,2.19,0,4.37,29.51,139.88,7.65,1.09,52.46,77.59,3.28,3.28,12.02,0,2.19,334.41,0,0,18.58,8.74,0,7.65,0,1.09,9.84,1.09,18.58
108-118,0,0,0,0,93.45,2.3,106.47,1.53,26.04,6.89,73.53,9.19,0,0,0,11.49,1.53,1.53,4.6,28.34,93.45,8.43,1.53,39.83,75.83,2.3,2.3,6.89,0,3.83,324.77,0,0,21.45,6.13,0,3.06,2.3,0.77,14.55,1.53,35.23
120,0,0,0,0,92.11,3.92,92.11,1.96,11.76,5.88,76.43,9.8,0,0,1.96,0,0,1.96,7.84,23.52,84.27,1.96,0,41.16,78.39,1.96,3.92,5.88,0,5.88,160.7,0,0,13.72,1.96,0,0,1.96,1.96,31.36,1.96,9.8
