stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,105.42,1976.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,42.91,3438.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.39,0,0,0,24.52,0,55.17,0,0,0,0,0,0,0,0,0,0,0
  7-9,5.26,223.44,23.66,0,0,0,202.41,0,0,0,0,0,13.14,0,0,0,0,0,0,0,0,0,0,0,7202.67,21.03,0,0,1779.64,0,47.32,5.26,0,0,0,0,0,0,0,0,0,0
 10-12,0,270.64,75.53,0,6.29,0,276.93,0,0,0,0,0,18.88,0,0,0,0,0,0,0,0,0,0,0,6567.72,22.03,0,0,1822.1,0,28.32,6.29,3.15,56.65,0,3.15,6.29,0,0,0,0,0
 14-21,0,0,5,1412,29,0,180,0,29,0,26,12,1,2,0,11,4,2,0,63,241,8,0,170,3847,16,2,21,287,0,509,1,202,18,7,160,1469,0,0,4,0,43
 24-34,0,0,1.64,648.48,5.75,0,186.33,0.82,145.29,18.06,77.98,4.1,0.82,9.85,0.82,5.75,6.57,6.57,3.28,144.47,444.08,17.24,0.82,165.81,3085.6,6.57,8.21,11.49,0,0,797.05,0,0.82,1.64,0.82,73.88,892.27,0,0,13.95,0,99.32
 36-46,0,0,0,245.73,0.81,0,66.06,0,137.77,50.76,88.62,3.22,0,15.31,0.81,4.83,0.81,11.28,0.81,87.01,425.39,12.89,3.22,61.23,1650.01,0.81,2.42,4.03,0,0,777.47,0,0,0.81,0.81,0.81,480.98,0,0,8.86,0,32.23
 48-58,0,0.57,0,151.48,1.15,0,78.61,0.57,161.81,76.89,110.17,1.15,0.57,6.31,0.57,1.15,0.57,10.33,1.15,55.09,502.08,8.03,2.3,25.82,672.5,0.57,1.15,8.03,0,0,507.82,0,0,0,0.57,0,239.85,0,1.15,8.03,1.15,17.79
 60-70,0.98,0,0,96.19,0.98,0,44.17,0,144.28,91.28,86.37,0.98,0,3.93,0,2.94,4.91,6.87,0,13.74,511.37,4.91,0.98,8.83,209.06,0,0,2.94,0,0.98,355.31,0,0,0,0,0,53.98,0.98,2.94,2.94,0,11.78
 72-82,0,0,0,101.11,2.94,0,61.84,0.98,131.54,153.14,143.32,8.83,0,1.96,0,0,7.85,14.72,0.98,13.74,680.29,2.94,4.91,18.65,166.88,0,0,4.91,0,3.93,129.58,0,0,0,0.98,0,22.58,0,8.83,2.94,9.82,13.74
 84-94,0,0,0,211.35,2.12,0,104.08,0,229.4,116.82,108.33,3.19,0,1.06,2.12,1.06,9.56,13.81,0,21.24,576.69,1.06,3.19,12.74,105.14,1.06,2.12,4.25,0,10.62,401.45,0,0,0,0,0,16.99,1.06,5.31,2.12,6.37,18.05
 96-106,0,0,0,225.13,3.28,1.09,92.89,1.09,253.54,103.82,101.63,3.28,0,5.46,6.56,5.46,14.21,20.76,0,10.93,651.34,4.37,3.28,9.84,116.93,2.19,5.46,8.74,0,5.46,289.6,0,0,1.09,0,0,10.93,1.09,6.56,7.65,12.02,14.21
108-118,0,0,0,232.85,4.6,0,37.53,0,310.22,88.09,79.66,3.83,0,1.53,3.06,3.83,22.21,14.55,2.3,11.49,613.54,3.06,1.53,7.66,120.26,0,2.3,13.79,0,4.6,157.02,0,0,1.53,0,0,10.72,1.53,1.53,6.13,9.96,18.38
120,0,0,0,158.74,1.96,0,31.36,0,199.9,78.39,48.99,5.88,0,3.92,0,0,11.76,15.68,0,7.84,466.43,1.96,3.92,9.8,78.39,0,1.96,9.8,0,1.96,58.79,0,0,0,1.96,0,5.88,1.96,3.92,1.96,7.84,5.88
