stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,39.53,790.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,49.04,257.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.29,0,0,0,28.92,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,6.29,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,53.5,3.15,0,0,6.29,0,3.15,3.15,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,8,149,52,0,11,0,0,0,2,9,0,0,0,2,0,0,0,4,42,0,0,37,170,30,0,1,7,0,18,0,20,55,10,81,75,0,0,11,0,2
 24-34,0,0,0,97.68,9.85,0,22.16,0,6.57,2.46,4.93,0.82,0,4.93,0.82,1.64,0,4.1,0,0.82,77.16,0.82,0.82,60.74,211.78,17.24,2.46,1.64,0,0,46.79,0,0.82,10.67,5.75,18.88,59.1,0,0,41.86,0,0
 36-46,0,0,0,66.87,0.81,0,16.11,0.81,5.64,8.86,26.59,0,0,4.83,2.42,0.81,0,1.61,0,0,113.6,0.81,4.03,46.73,156.3,13.7,0,1.61,0,0,44.31,0,0,4.83,0,0.81,49.95,0,0,24.98,0,0
 48-58,0,0,0,35,7.46,0,22.38,4.02,13.2,8.61,36.15,0.57,1.15,5.74,4.02,0.57,0,0,0,0,135.42,0.57,2.87,25.82,74.02,6.31,0.57,4.59,0,0,21.8,0,0,1.72,1.15,0,30.99,0,0,22.38,0,1.15
 60-70,0,0,0,51.04,10.8,0,12.76,0.98,19.63,9.82,67.73,0.98,0,3.93,15.7,0,1.96,2.94,0.98,0,203.18,0.98,9.82,16.69,53,5.89,0,1.96,0.98,2.94,24.54,0,0,0.98,1.96,0,9.82,0.98,4.91,17.67,2.94,1.96
 72-82,0,0,0.98,55.95,49.08,0.98,29.45,0.98,12.76,17.67,80.5,5.89,0,5.89,11.78,1.96,0.98,3.93,1.96,0,259.16,1.96,15.71,16.69,45.16,2.94,0.98,6.87,0,4.91,25.52,0,0,0,0,0,5.89,0.98,11.78,44.17,17.67,1.96
 84-94,0,0,0,90.27,60.54,2.12,27.61,2.12,24.43,15.93,44.61,6.37,0,6.37,25.49,6.37,4.25,3.19,0,3.19,192.23,2.12,10.62,19.12,46.73,6.37,0,3.19,0,5.31,71.16,1.06,0,4.25,1.06,0,6.37,3.19,9.56,35.05,16.99,4.25
 96-106,0,0,0,89.61,51.36,5.46,43.71,3.28,18.58,9.84,72.13,15.3,0,9.84,29.51,5.46,2.19,7.65,1.09,1.09,197.81,1.09,16.39,18.58,64.48,6.56,5.46,3.28,0,10.93,73.22,0,0,2.19,1.09,0,4.37,5.46,14.21,40.44,28.41,3.28
108-118,0,0,1.53,104.17,23.74,11.49,25.28,3.06,20.68,9.96,48.26,58.98,0,2.3,36.77,8.43,6.13,2.3,4.6,3.06,183.83,0.77,9.96,16.85,59.75,3.06,5.36,5.36,0,9.96,71.23,0,0,4.6,2.3,0,2.3,13.02,13.02,36.77,13.02,6.13
120,0,0,0,97.99,41.16,5.88,19.6,1.96,23.52,3.92,47.03,76.43,0,3.92,25.48,1.96,1.96,3.92,1.96,0,133.27,1.96,9.8,17.64,43.12,5.88,1.96,5.88,0,13.72,68.59,0,0,1.96,0,0,0,9.8,5.88,29.4,19.6,1.96
