stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,368.98,5587.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184.49,0,0,0,0,0,0,0,0,0,0,0
  5-6,576.19,5884.45,12.26,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,128.72,12.26,0,0,42.91,0,116.46,0,0,0,0,0,0,0,0,0,0,0
  7-9,81.49,115.66,205.04,0,0,0,452.14,0,0,0,0,0,233.96,0,0,0,0,0,0,0,0,0,0,0,4389.95,107.78,0,0,1700.78,0,18.4,15.77,0,0,0,0,0,0,0,0,0,0
 10-12,3.15,91.26,113.29,0,22.03,0,254.9,0,0,0,0,0,44.06,0,0,0,0,0,0,0,0,0,0,0,2391.7,37.76,0,0,903.18,0,3.15,15.73,6.29,72.38,0,12.59,0,0,0,0,0,0
 14-21,0,0,3,46,9,0,23,0,0,0,8,2,5,2,0,1,0,0,1,0,17,0,0,11,233,9,3,0,5,0,20,0,33,0,3,38,73,0,0,2,0,0
 24-34,0,0,1.64,13.95,4.93,0,91.94,0,0.82,0,13.95,0.82,0,1.64,0,0.82,0.82,0.82,1.64,1.64,51.71,0.82,0,18.88,613.18,4.1,2.46,4.93,0,0,20.52,0,0,1.64,0,0.82,110.82,0,0,9.03,0,1.64
 36-46,0,0,0,11.28,2.42,0,295.68,0,1.61,0.81,20.14,0.81,0,1.61,1.61,0,0,0.81,1.61,0,58.01,0,0,14.5,622.78,3.22,7.25,4.03,0,0,13.7,0,0.81,0.81,0,0,130.52,0,0,6.45,0,1.61
 48-58,0,0,0,3.44,0.57,0,266.82,0.57,0.57,0,14.92,0,0.57,0.57,1.15,0,0,0.57,0,0,51.64,0.57,1.72,5.16,218.05,0,1.72,0.57,0,0,2.87,0,0,0.57,0,0,35,0,0,2.3,0,0.57
 60-70,0.98,0,0,11.78,0,0,250.29,0,0,0,15.7,1.96,0,0,0,0,2.94,0,0,0,58.89,0,1.96,7.85,145.27,2.94,0,1.96,0,0,4.91,0,0,0.98,0,0,17.67,0,0,4.91,0.98,0
 72-82,0,0,0,7.85,1.96,0.98,67.73,0,0,0,7.85,2.94,0,0.98,0.98,1.96,0,0,0,0,32.39,0.98,1.96,12.76,72.64,0.98,1.96,1.96,0,0,0,0,0,0,0,0,0.98,0,0.98,5.89,0,0
 84-94,0,0,0,12.74,3.19,0,75.4,0,0,1.06,12.74,4.25,1.06,0,3.19,3.19,1.06,0,0,0,49.92,0,5.31,8.5,73.28,0,1.06,1.06,0,0,4.25,0,0,0,0,0,1.06,3.19,1.06,7.43,0,1.06
 96-106,0,0,0,6.56,3.28,2.19,33.88,0,0,0,7.65,2.19,0,0,4.37,0,0,0,1.09,0,16.39,1.09,0,3.28,30.6,0,1.09,1.09,0,0,3.28,0,0,0,0,0,2.19,1.09,0,0,0,0
108-118,0,0,0,3.06,5.36,0.77,29.11,0,0.77,0.77,5.36,2.3,0,0,3.06,0,0,1.53,0.77,1.53,5.36,0,3.06,3.83,44.43,0,0,0,0,0.77,2.3,0,0,0,0,0,0.77,0.77,0,3.06,0.77,0.77
120,0,0,0,9.8,3.92,0,48.99,0,0,0,15.68,1.96,0,0,1.96,3.92,1.96,1.96,0,0,17.64,0,0,0,74.47,0,0,1.96,0,0,0,0,0,0,0,0,0,0,0,9.8,1.96,0
