stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,896.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.07,0,0,0,0,0,0,0,0,0,0,0
  5-6,24.52,98.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,34.17,0,0,0,2.63,0,0,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,3.15,0,0,0,0,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,18.88,3.15,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,19,2,0,2,0,0,0,2,0,0,0,1,5,0,0,0,5,0,0,6,78,0,1,5,0,0,4,1,1,14,15,41,36,0,0,1,0,0
 24-34,0,0,3.28,0,2.46,0.82,0,2.46,0.82,0.82,0,1.64,0,0,0,8.21,6.57,0,0.82,0,1.64,0.82,0,3.28,139.55,0.82,8.21,1.64,0,0,5.75,0,0,18.06,0,11.49,42.68,0,0,1.64,0,0
 36-46,0,0,0.81,0,0.81,0.81,0,11.28,0,0,0,8.06,1.61,0,0.81,10.47,0.81,0,0,0,11.28,0,0,3.22,287.62,0,4.03,0,0,0,5.64,0,0,16.11,0,0.81,71.7,0,0,2.42,0,0.81
 48-58,0,0,0,0,0.57,0.57,0,16.07,0,0,0,13.77,0,0.57,0,27.54,1.15,0.57,0,0,4.59,0,0,1.15,142.3,0,6.31,0.57,0,0,2.3,0,0,5.74,0,0,22.38,0,0,1.72,0,0
 60-70,0,0,0,0,1.96,0,0,24.54,0.98,0,0.98,21.59,0,0,0,37.3,0.98,0,0.98,0,16.69,0.98,0.98,0,196.3,0.98,2.94,2.94,0,0,0.98,0,0,7.85,0,0,9.82,0,0,1.96,0,0
 72-82,0,0,0.98,0,0.98,0.98,0,73.62,0,0.98,0,23.56,0,0,0,40.25,1.96,0,0.98,0,23.56,0,1.96,0.98,180.63,0,11.78,1.96,0,0,3.93,0,0,28.47,0.98,0,5.89,0.98,0.98,4.91,0.98,0.98
 84-94,0,0,1.06,0,8.5,0,0,60.54,0,1.06,0,18.05,0,1.06,0,48.85,4.25,0,1.06,1.06,11.68,2.12,2.12,2.12,71.16,1.06,6.37,2.12,0,1.06,5.31,0,0,56.29,0,0,5.31,0,0,2.12,2.12,0
 96-106,0,0,0,0,10.93,1.09,0,71.04,1.09,3.28,1.09,15.3,2.19,0,2.19,53.55,5.46,0,0,2.19,16.39,1.09,1.09,3.28,77.59,2.19,12.02,2.19,0,1.09,8.74,0,0,55.74,0,0,1.09,2.19,0,1.09,0,0
108-118,0,0,0.77,0,5.36,1.53,0,62.04,1.53,0.77,2.3,20.68,0.77,0,0.77,40.6,7.66,0,0,0,7.66,1.53,0.77,0.77,81.96,0.77,5.36,3.06,0,0,3.06,0,0,49.02,0,0,3.06,0.77,0,0,0,0
120,0,0,0,0,17.64,1.96,3.92,29.4,5.88,0,0,9.8,0,0,0,39.2,3.92,0,0,0,7.84,0,0,0,92.11,0,3.92,1.96,0,0,3.92,0,0,35.28,0,0,1.96,1.96,0,0,0,0
