stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,0,0,0,0,0,0,0,0,0,0
  5-6,110.33,6.13,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,557.29,2.63,0,10.51,0,0,0,13.14,0,0,0,0,0,123.55,0,0,0,0,0,0,0,0,0,0,0,126.18,496.83,0,0,73.6,0,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,3.15,6.29,0,12.59,0,0,0,144.76,0,0,0,0,0,40.91,0,0,0,0,0,0,0,0,0,0,0,730.1,563.31,0,0,81.82,0,3.15,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,7,30,1,0,4,0,0,0,20,0,4,0,0,0,0,0,0,0,4,0,0,1,458,632,0,0,10,4,0,3,1,0,7,535,0,0,1,0,0
 24-34,0,0,0.82,32.01,80.44,0,0,10.67,0,0.82,0.82,56.64,9.03,0.82,0.82,0,0.82,0,0,1.64,0,14.78,0,0,1.64,598.4,298.79,0.82,0.82,0,4.93,0,0,0.82,0.82,2.46,593.48,0,0,2.46,0,0
 36-46,0,0,0,10.47,88.62,0.81,0,20.95,0.81,0.81,0,88.62,26.59,0,0,0,0,0,0.81,4.83,1.61,21.75,0,0,4.83,451.17,269.9,0,3.22,0,3.22,0,0,0,0,0,403.64,0,0,3.22,0,0
 48-58,0.57,0,0,8.03,119.93,0,0,44.18,0.57,1.72,1.15,87.22,33.85,1.15,0,0,1.15,1.15,1.15,2.3,0,16.07,0,0.57,0.57,289.2,182.47,0,0,0.57,2.87,0,0,0,0.57,0,254.77,0,0,1.72,0,1.15
 60-70,1.96,0,0,0.98,126.62,0,0,59.87,0,0,0.98,99.13,60.85,0,0,0.98,4.91,0,0.98,2.94,0.98,13.74,1.96,0,0,244.4,124.65,0,0.98,0,0.98,0,0,0,0,0,113.86,6.87,0,0.98,0,1.96
 72-82,0,0,8.83,0,111.91,0.98,0,103.07,0,0.98,5.89,134.49,93.26,0.98,0,0.98,3.93,0.98,1.96,0.98,0,29.45,1.96,0,1.96,268.98,105.04,0.98,0,0,1.96,0,0,0.98,0,0,80.5,34.36,0,1.96,0,1.96
 84-94,1.06,0,5.31,0,172.05,2.12,0,107.27,0,4.25,3.19,104.08,137,0,0,0,16.99,1.06,0,0,0,18.05,0,1.06,3.19,175.24,156.12,1.06,3.19,0,2.12,0,0,1.06,0,0,80.71,133.82,0,0,0,1.06
 96-106,0,0,4.37,0,168.3,3.28,0,107.1,0,4.37,0,89.61,166.11,0,0,3.28,13.11,0,0,2.19,0,21.86,2.19,2.19,2.19,161.74,127.86,0,1.09,0,5.46,0,0,0,0,0,104.91,187.97,0,2.19,1.09,2.19
108-118,3.06,0,1.53,0,136.34,0.77,2.3,121.79,0.77,2.3,0.77,93.45,136.34,0,0,3.83,13.02,0,0,0,0,9.96,0.77,1.53,0,207.58,154.72,0.77,0.77,0,1.53,0,0,0.77,0,0,55.92,204.51,0.77,1.53,0.77,0.77
120,3.92,0,0,0,92.11,1.96,0,76.43,0,3.92,1.96,96.03,80.35,1.96,0,1.96,7.84,0,0,0,0,3.92,1.96,0,1.96,186.18,237.13,0,0,0,1.96,1.96,0,0,0,0,66.63,64.67,0,0,0,0
