stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,26.36,1317.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.36,0,0,0,0,0,0,0,0,0,0
  5-6,104.2,1232.06,0,6.13,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,73.56,6.13,0,0,30.65,0,6.13,0,0,0,0,0,0,0,0,0,0
  7-9,36.8,65.72,0,55.2,0,2.63,0,178.75,0,0,0,0,0,44.69,0,0,0,0,0,0,0,0,0,0,0,1098.8,39.43,0,0,531,0,0,10.51,0,0,0,0,0,0,0,0,0
 10-12,0,37.76,0,59.79,0,0,0,122.73,0,0,0,0,0,15.73,0,0,0,0,0,0,0,0,0,0,0,802.48,37.76,0,0,503.52,0,3.15,9.44,9.44,44.06,0,0,6.29,0,0,0,0
 14-21,0,0,1,7,99,27,0,38,0,0,0,32,5,0,0,0,0,3,0,1,2,51,0,0,38,404,8,3,7,20,0,3,0,119,20,1,109,207,0,6,0,5
 24-34,0,0,0,4.93,18.06,2.46,0,64.85,0,0,1.64,45.15,0,0,2.46,0.82,0,1.64,1.64,1.64,3.28,73.06,0,0,32.01,458.86,2.46,13.95,7.39,0,0,1.64,0,0,8.21,0,15.6,167.45,0,9.85,0,7.39
 36-46,0,0,0,0,5.64,1.61,0,104.74,1.61,0.81,3.22,27.39,0,0,1.61,0,0,2.42,3.22,0,0.81,68.48,0,4.03,18.53,385.11,0.81,11.28,6.45,0,0.81,2.42,0,0,4.03,0,0,128.1,0,2.42,0,4.03
 48-58,0,0,0,0,8.03,0,0,153.78,0.57,1.15,1.15,33.28,0.57,0,0.57,0,0,2.87,1.15,0.57,1.72,81.48,0,3.44,16.64,257.06,1.15,7.46,1.15,0,0,2.87,0,0,1.15,0,0,63.69,0,1.72,0,5.16
 60-70,0,0,1.96,0,6.87,0,0,220.84,0,0.98,4.91,40.24,0,0,1.96,0,0,7.85,0,0,0,73.61,0,2.94,8.83,192.38,0,4.91,2.94,0,0,0.98,0,0,0,0,0,28.46,0.98,0.98,0,3.93
 72-82,0,0,5.89,0,9.82,0,0,145.29,0.98,0,1.96,35.34,0.98,0,0.98,1.96,0,7.85,3.93,0,0,101.11,0,6.87,8.83,155.1,0.98,7.85,8.83,0,1.96,1.96,0,0,0.98,0,0,21.6,1.96,6.87,2.94,2.94
 84-94,0,0,4.25,1.06,11.68,0,0,120.01,0,3.19,3.19,27.61,2.12,0,2.12,1.06,0,9.56,6.37,1.06,0,75.4,0,4.25,9.56,103.02,0,6.37,2.12,0,0,6.37,0,0,2.12,0,0,15.93,1.06,4.25,1.06,6.37
 96-106,0,0,2.19,0,16.39,0,0,87.43,2.19,1.09,0,33.88,3.28,0,2.19,1.09,1.09,12.02,5.46,1.09,0,75.41,1.09,5.46,8.74,88.52,2.19,15.3,3.28,0,1.09,6.56,0,0,1.09,0,0,15.3,2.19,6.56,3.28,6.56
108-118,0,0,2.3,0,19.15,1.53,0.77,59.75,1.53,3.83,3.06,26.81,3.83,0,0,3.06,0.77,13.79,3.06,1.53,2.3,60.51,0,2.3,9.96,116.43,0.77,11.49,6.89,0,0.77,6.89,0,0,3.06,0.77,0,4.6,2.3,7.66,2.3,6.13
120,0,0,0,1.96,13.72,1.96,0,62.71,0,0,0,13.72,0,0,0,1.96,0,7.84,0,0,1.96,45.08,0,3.92,3.92,74.47,3.92,3.92,0,0,1.96,5.88,0,0,3.92,0,0,0,3.92,5.88,0,1.96
