stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,144.96,2767.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.14,0,0,0,0,0,0,0,0,0,0
  5-6,110.33,1661.13,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,73.56,6.13,0,0,18.39,0,42.91,0,0,0,0,0,0,0,0,0,0
  7-9,5.26,2.63,0,10.51,0,0,0,5.26,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,102.52,5.26,0,0,21.03,0,5.26,13.14,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,3.15,0,0,0,0,0,9.44,0,0,0,0,0,0,0,0,0,0,0,50.35,0,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,8,2,0,2,0,1,0,0,0,3,0,1,3,0,0,0,2,0,0,0,0,9,1,0,0,0,0,17,0,1,0,1,4,0,0,0,0,2
 24-34,0,0,0,0.82,8.21,0,0,9.03,0,1.64,0,3.28,1.64,0,0.82,12.31,5.75,0,1.64,0,4.1,4.1,2.46,0,0.82,36.94,0.82,1.64,0.82,0,0,36.12,0,0,0.82,0.82,11.49,0,0,4.1,0,0.82
 36-46,0,0,0,0,4.83,0,0,8.06,0,0,0.81,4.03,0,0,0.81,27.39,0,0,0,0,4.83,4.83,1.61,0,2.42,33.03,0,2.42,0.81,0,0,29.81,0,0,0.81,0,6.45,0,0,0,0,0.81
 48-58,0,0,0,0,3.44,0,0,24.1,0,1.72,0.57,6.89,0,0.57,0,21.23,0.57,1.72,0.57,0,4.02,18.94,3.44,0,2.87,86.07,0.57,2.87,1.72,0,0,26.97,0,0,1.15,0,12.62,0,0,5.16,0,1.72
 60-70,0,0,0,0,5.89,0,0,32.39,0,1.96,0.98,11.78,0.98,0.98,0.98,26.5,0.98,1.96,0.98,0.98,0.98,15.7,3.93,0.98,1.96,90.3,0.98,2.94,1.96,0,0,20.61,0,0,3.93,0,8.83,1.96,0,2.94,0,2.94
 72-82,0,0,2.94,0,10.8,0,0.98,31.41,0,0.98,0.98,5.89,10.8,0.98,0,23.56,4.91,1.96,0.98,0.98,0.98,28.47,2.94,0.98,3.93,94.24,0,3.93,3.93,0,0,24.54,0,0,3.93,0,6.87,3.93,1.96,2.94,0,1.96
 84-94,0,0,2.12,0,16.99,0,0,9.56,0,3.19,0,5.31,24.43,0,0,36.11,3.19,1.06,1.06,0,0,14.87,3.19,1.06,3.19,29.74,0,3.19,2.12,0,0,86.03,0,0,1.06,0,2.12,1.06,1.06,6.37,0,0
 96-106,0,0,1.09,0,28.41,0,1.09,14.21,0,0,0,10.93,15.3,0,1.09,36.06,7.65,3.28,4.37,2.19,0,15.3,3.28,0,3.28,42.62,2.19,10.93,1.09,0,0,59.01,0,0,4.37,0,4.37,0,1.09,8.74,0,0
108-118,0,0,0,0,22.21,0.77,0,10.72,0,4.6,0.77,11.49,21.45,0,0,34.47,9.19,1.53,2.3,0,0,16.09,1.53,0.77,2.3,36,0.77,9.96,1.53,0,0.77,81.96,0,0,1.53,0,3.06,3.83,0,6.13,0.77,0.77
120,0,0,0,0,35.28,0,0,7.84,1.96,5.88,0,1.96,31.36,0,0,29.4,1.96,0,0,3.92,0,7.84,0,0,5.88,33.32,0,5.88,1.96,0,0,68.59,0,0,0,0,1.96,1.96,0,5.88,0,0
