stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,39.53,527.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.71,0,0,0,0,0,0,0,0,0,0,0
  5-6,30.65,104.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,23.66,2.63,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,34.17,21.03,0,0,10.51,0,0,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,3.15,0,0,0,3.15,0,0,0,0,0,226.58,0,0,0,0,0,0,0,0,0,0,0,107,47.2,0,0,15.73,0,3.15,6.29,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,1,171,8,0,21,0,2,0,3,6,97,1,0,1,0,0,1,0,26,2,0,36,86,57,0,5,3,0,8,1,1,0,2,23,72,0,0,8,0,2
 24-34,0,0,4.1,2.46,83.73,2.46,0,64.85,0,20.52,7.39,19.7,0.82,9.85,2.46,9.85,8.21,0,6.57,0,15.6,89.47,14.78,0.82,89.47,322.6,28.73,2.46,9.03,0,0.82,74.7,0,0,4.93,0.82,8.21,138.72,0,0,22.98,0,12.31
 36-46,0,0,2.42,0.81,31.42,0,0,37.87,0.81,6.45,15.31,29,0,0,3.22,10.47,2.42,4.03,5.64,0.81,10.47,138.58,12.89,0.81,49.95,284.4,28.2,5.64,8.06,0,0,74.12,0.81,0,0,0,0,107.96,0,0,7.25,0,10.47
 48-58,0,0,0.57,0.57,14.35,0,0,104.43,0.57,9.18,19.51,75.17,1.15,1.15,0,7.46,2.3,5.16,8.61,3.44,4.02,320.76,14.35,6.89,42.46,325.92,10.33,4.02,14.92,0,0,86.64,0,0,2.3,0,0,100.42,0,1.15,9.75,0,12.05
 60-70,0,0,2.94,0,23.56,0.98,2.94,254.21,0,5.89,14.72,92.26,8.83,0,0.98,10.8,3.93,3.93,4.91,11.78,0,395.55,10.8,12.76,25.52,402.42,10.8,2.94,17.67,0,0.98,75.58,0,0,3.93,0,0,57.91,1.96,7.85,5.89,0.98,4.91
 72-82,0,0,5.89,0.98,25.52,0.98,37.3,341.62,0,2.94,13.74,94.24,42.21,0,0.98,23.56,5.89,2.94,21.6,36.32,0.98,450.58,17.67,14.72,31.41,403.46,8.83,14.72,26.5,0,3.93,52.03,0,0,7.85,0,0,24.54,6.87,19.63,17.67,18.65,3.93
 84-94,0,0,8.5,0,70.09,4.25,72.22,262.32,0,10.62,20.18,45.67,72.22,1.06,4.25,24.43,15.93,10.62,29.74,159.31,3.19,339.85,13.81,24.43,36.11,219.84,11.68,11.68,21.24,0,2.12,180.55,0,0,15.93,1.06,0,16.99,6.37,18.05,14.87,18.05,2.12
 96-106,0,0,2.19,1.09,40.44,9.84,113.66,173.76,0,4.37,8.74,57.92,85.24,0,6.56,40.44,8.74,5.46,46.99,157.37,1.09,202.18,9.84,4.37,14.21,168.3,6.56,16.39,26.23,0,4.37,124.58,0,0,4.37,0,0,6.56,14.21,7.65,22.95,17.49,1.09
108-118,0,0,3.06,0,51.32,1.53,184.6,105.7,0.77,3.06,9.96,32.94,62.81,0,0.77,22.21,11.49,10.72,24.51,140.94,1.53,143.24,6.13,0.77,12.26,189.19,9.96,9.19,18.38,0,2.3,78.13,0,0,5.36,0.77,0,2.3,6.13,5.36,16.09,6.89,2.3
120,0,0,3.92,0,54.87,7.84,64.67,76.43,3.92,1.96,1.96,29.4,54.87,0,3.92,29.4,11.76,0,19.6,50.95,0,105.83,9.8,1.96,13.72,152.86,13.72,3.92,7.84,0,1.96,56.83,0,0,0,0,0,3.92,5.88,0,11.76,5.88,0
