stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,13.18,210.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.53,0,0,0,0,0,0,0,0,0,0,0
  5-6,18.39,245.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,7.89,13.14,0,7.89,0,0,0,42.06,0,0,0,0,0,23.66,0,0,0,0,0,0,0,0,0,0,0,210.3,15.77,0,0,89.38,0,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,0,6.29,0,12.59,0,3.15,0,31.47,0,0,0,0,0,18.88,0,0,0,0,0,0,0,0,0,0,0,336.73,18.88,0,0,245.46,3.15,0,6.29,12.59,0,34.62,0,0,0,0,0,0
 14-21,0,1,0,7,37,8,0,14,0,0,0,1,2,3,0,0,0,0,0,0,1,17,0,0,22,135,2,0,2,3,4,0,125,1,253,1222,29,0,0,0,0,0
 24-34,0,0,0.82,2.46,1.64,0,0,15.6,36.94,0,0.82,0.82,0.82,0,0.82,0,0,0,0,0,0,13.13,0,0,29.55,132.16,0.82,0.82,1.64,0,5.75,0,0.82,0.82,108.35,424.38,31.19,0,0,4.1,0,1.64
 36-46,0,0,0,0,0.81,0,0,16.11,34.64,0,0,4.03,0,0,0.81,0.81,0,0.81,0,0,0,9.67,0,0.81,31.42,59.62,0,0.81,0.81,0,1.61,0.81,1.61,0,49.95,17.72,20.14,0,0,1.61,0,0
 48-58,0,0,0,0,4.02,0,0,14.92,53.94,0,1.15,11.48,0,0,0.57,0,0,0,0.57,0,0.57,22.38,0.57,0,64.27,45.33,0,0,1.15,0,0,0,0,0,75.74,0,11.48,0,0,0.57,0,0.57
 60-70,0,0,0,0,0.98,0,0,12.76,71.65,0,2.94,13.74,0.98,0,0.98,0,0,0,0,0,0,14.72,0.98,0.98,48.09,47.11,0.98,0,0,0.98,1.96,0,0,0.98,53,0,3.93,0.98,0.98,0.98,0,2.94
 72-82,0,0,0,0,0,1.96,0,15.71,71.66,0,0,6.87,1.96,0,0,0.98,0,0,0,0.98,0,23.56,0,0.98,47.12,27.49,0,0,0,0,2.94,0,0,0,33.38,0,0.98,0.98,0.98,1.96,0,1.96
 84-94,0,0,0,0,3.19,4.25,0,11.68,78.59,0,2.12,9.56,1.06,0,0,1.06,0,0,1.06,1.06,0,19.12,0,1.06,46.73,23.36,0,2.12,0,0,7.43,0,0,0,50.98,0,6.37,0,0,3.19,1.06,2.12
 96-106,0,0,1.09,0,2.19,5.46,2.19,22.95,148.63,0,3.28,14.21,0,0,0,2.19,0,2.19,0,3.28,0,33.88,0,2.19,43.71,39.34,0,0,1.09,1.09,3.28,0,0,0,66.66,0,1.09,0,0,1.09,1.09,0
108-118,0,0,0,0.77,3.06,1.53,3.06,10.72,108.77,0.77,2.3,9.96,0.77,0,0,2.3,0.77,0.77,0,0.77,0,16.85,0,0.77,67.4,29.87,0,0.77,0,0,2.3,0,0,0,55.15,0,0.77,0.77,0,2.3,0,0.77
120,0,0,0,0,7.84,3.92,1.96,17.64,84.27,0,0,7.84,0,0,0,1.96,0,1.96,0,0,0,13.72,0,0,72.51,27.44,0,1.96,1.96,0,3.92,0,1.96,0,17.64,0,1.96,0,0,3.92,3.92,1.96
