stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,434.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,0,0,0,0,0,0,0,0,0
  5-6,24.52,993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0
  7-9,0,68.35,0,7.89,0,0,0,1067.26,0,0,0,0,0,7.89,0,0,0,0,0,0,0,0,0,0,0,2647.11,10.51,0,0,236.58,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,129.03,0,37.76,0,0,0,1069.97,0,0,0,0,0,3.15,0,0,0,0,0,3.15,0,0,0,0,0,4166.59,9.44,0,0,601.07,0,3.15,0,25.18,0,0,9.44,0,0,0,0,0
 14-21,0,0,0,1,99,4,0,232,0,1,0,22,2,0,3,0,0,0,0,0,0,29,0,0,11,2529,4,4,14,5,0,7,43,2,0,189,548,0,0,2,0,0
 24-34,0,0,0,0,44.33,0.82,0,114.92,0,0.82,0,58.28,2.46,0,0.82,0,0,0,2.46,0.82,0,114.92,0.82,0,52.53,2186.76,2.46,6.57,39.4,0,0,25.45,0.82,0,0.82,62.39,501.54,0,0,2.46,0,0
 36-46,0,0,0,0,18.53,0,0,116.82,0,1.61,1.61,163.55,0,0,0,0,0,3.22,0,0,0,120.04,0,1.61,51.56,1571.86,4.03,4.03,18.53,0,0,24.98,0,1.61,1.61,0,447.15,0,0,3.22,0,0.81
 48-58,0,0,0,0,17.21,0,0,114.76,2.3,2.87,1.72,288.62,0,0,0,1.15,0,2.87,0,0,1.15,191.08,0,0.57,47.63,1079.33,3.44,2.3,16.64,0,0,10.9,0.57,0.57,2.87,0.57,366.09,0,0,0,0,1.72
 60-70,0,0,0,0,24.54,1.96,0,201.21,9.82,0,1.96,270.9,0,0,0,0.98,0,4.91,3.93,0.98,0,168.82,0.98,3.93,43.19,793.07,2.94,4.91,13.74,0,0,5.89,0,0.98,10.8,0,190.42,0,0.98,0,0,0.98
 72-82,0,0,0.98,0,22.58,3.93,0,287.63,12.76,2.94,9.82,315.11,0,0,0.98,0.98,0,5.89,1.96,1.96,0.98,192.41,0,5.89,53.99,645.93,3.93,2.94,39.27,0,0.98,3.93,0,0,1.96,0,99.15,1.96,0,1.96,0.98,1.96
 84-94,0,0,0,1.06,12.74,0,0,261.26,22.3,2.12,1.06,226.21,1.06,0,0,0,1.06,6.37,2.12,0,0,133.82,0,5.31,49.92,330.29,1.06,4.25,29.74,0,0,4.25,0,0,8.5,0,66.91,4.25,1.06,2.12,2.12,0
 96-106,0,0,0,0,15.3,2.19,1.09,220.76,18.58,0,6.56,228.4,1.09,0,0,0,0,4.37,0,1.09,1.09,85.24,0,1.09,33.88,244.8,0,0,37.16,0,0,4.37,0,1.09,7.65,0,17.49,1.09,2.19,1.09,1.09,1.09
108-118,0,0,0,0,11.49,1.53,0,152.43,14.55,3.06,2.3,189.96,2.3,0,0,1.53,0.77,10.72,2.3,1.53,0,55.15,0,3.83,32.94,311.75,4.6,3.83,41.36,0,0,2.3,0,0,9.19,0,13.79,3.06,3.06,0,0.77,0.77
120,0,0,0,0,21.56,1.96,0,172.46,25.48,0,1.96,270.45,1.96,0,0,7.84,0,3.92,9.8,1.96,0,64.67,0,1.96,66.63,401.76,1.96,1.96,41.16,0,0,3.92,0,0,1.96,0,25.48,1.96,1.96,3.92,0,0
