stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,210.85,4467.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.42,0,0,0,0,0,0,0,0,0,0,0
  5-6,116.46,1740.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.69,6.13,0,0,6.13,0,24.52,0,0,0,0,0,0,0,0,0,0,0
  7-9,10.51,15.77,0,23.66,0,0,39.43,0,0,0,0,0,7.89,0,0,0,0,0,0,0,0,0,0,0,389.05,21.03,0,0,136.69,0,0,15.77,0,0,0,0,0,0,0,0,0,0
 10-12,0,3.15,0,15.73,0,3.15,12.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280.08,18.88,0,0,75.53,0,0,12.59,3.15,9.44,0,3.15,0,0,0,0,0,0
 14-21,1,0,4,3,58,28,33,0,0,0,12,4,0,5,5,3,0,0,3,2,32,1,0,28,409,16,2,8,1,0,2,5,38,4,9,63,183,0,0,16,0,1
 24-34,0,0,4.93,0.82,24.63,22.16,50.89,0,5.75,2.46,29.55,0,1.64,4.1,10.67,8.21,0,9.85,2.46,7.39,77.98,3.28,0,41.04,980.92,5.75,14.78,15.6,0,0,14.78,1.64,0.82,4.93,4.1,11.49,283.2,0,0,59.92,0,7.39
 36-46,0,0,0.81,0,8.86,19.34,136.16,0,2.42,1.61,66.06,0.81,0,6.45,22.56,0,1.61,3.22,0,7.25,78.15,2.42,2.42,32.23,1111.82,4.03,8.86,3.22,0,0,20.95,0,0,0,4.83,0.81,307.77,0,0,30.62,0,4.03
 48-58,0,0,5.16,0,6.89,16.64,210.01,1.15,2.3,7.46,111.32,0,10.9,4.02,19.51,0.57,1.15,4.59,0.57,6.89,99.84,3.44,0,19.51,714.39,2.3,8.61,8.03,0,0,26.97,0,0,0.57,3.44,0,228.95,0,0.57,26.97,0,6.31
 60-70,0,0,1.96,0,8.83,25.52,330.77,0.98,8.83,7.85,179.62,0.98,7.85,2.94,32.39,0,0.98,5.89,0,1.96,156.06,2.94,2.94,15.7,770.49,1.96,7.85,14.72,0,1.96,36.32,0,0,0,3.93,0,144.28,2.94,3.93,27.48,0,8.83
 72-82,0,0,11.78,0.98,13.74,56.94,365.18,1.96,7.85,13.74,285.66,5.89,3.93,1.96,31.41,2.94,0.98,23.56,1.96,1.96,212.04,9.82,4.91,15.71,872.7,0.98,28.47,37.3,0,2.94,54.97,0,0,0,1.96,0,83.44,1.96,8.83,43.19,4.91,6.87
 84-94,1.06,0,5.31,0,23.36,62.66,255.95,1.06,15.93,5.31,167.8,6.37,5.31,2.12,60.54,4.25,6.37,21.24,1.06,3.19,177.36,3.19,4.25,18.05,494.91,0,16.99,46.73,0,3.19,135.94,0,0,2.12,1.06,0,49.92,5.31,7.43,37.17,8.5,4.25
 96-106,0,0,4.37,0,54.64,67.76,267.75,4.37,19.67,9.84,215.29,17.49,1.09,2.19,56.83,2.19,6.56,27.32,5.46,3.28,175.95,13.11,5.46,16.39,527.84,1.09,28.41,55.74,0,6.56,119.12,1.09,0,1.09,3.28,0,32.79,1.09,13.11,53.55,15.3,8.74
108-118,0,0,4.6,3.06,48.26,39.83,228.26,4.6,26.81,9.96,209.87,20.68,0,0.77,48.26,4.6,11.49,30.64,1.53,8.43,154.72,6.13,6.13,11.49,731.49,5.36,15.32,32.94,0,4.6,85.02,0.77,0,1.53,6.89,0,21.45,4.6,3.06,37.53,6.13,10.72
120,0,0,3.92,1.96,54.87,50.95,156.78,5.88,23.52,5.88,174.42,9.8,0,0,62.71,13.72,9.8,19.6,0,0,121.51,0,5.88,13.72,625.17,3.92,11.76,21.56,0,3.92,111.71,0,0,1.96,0,0,37.24,3.92,7.84,35.28,9.8,7.84
