stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,65.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,18.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,2.63,0,0,0,0,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,26.29,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,6.29,0,0,0,12.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.5,0,0,0,18.88,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,1,2,2,1,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,1,98,0,0,1,0,0,2,4,0,0,2,31,0,0,1,0,0
 24-34,0,0,0.82,0.82,3.28,0,0,9.85,0,1.64,0,5.75,0.82,0.82,2.46,0,0,0,0.82,0,0.82,18.88,0,0,4.1,297.15,0.82,8.21,0.82,0,0,1.64,0,0,0,3.28,73.88,0,0,0.82,0,1.64
 36-46,0,0,0,0,4.83,0,0,50.76,0,0.81,0.81,11.28,0,0,0,0,0,0,0,0,0.81,18.53,0,0,4.83,404.45,0.81,8.06,0.81,0,0,1.61,0,0,0,0,91.85,0,0,1.61,0,0
 48-58,0,0,0,0,4.02,0,0,96.97,0,0,1.15,16.64,0.57,0,0.57,0,0.57,0.57,0,0.57,0.57,25.25,0,1.15,5.16,337.97,1.15,6.31,1.15,0,0,1.15,0,0,0,0,70,0,0,1.72,0,0.57
 60-70,0,0,0,0,3.93,0,0,173.73,0,0,0,16.69,0.98,0,0,0.98,0,0,1.96,0,0,46.13,0,0.98,4.91,363.16,0,5.89,2.94,0,0,0,0,0,0,0,55.95,0,1.96,0.98,0.98,0
 72-82,0,0,0,0,4.91,0.98,0,189.46,0,0,0.98,29.45,0.98,0,0.98,2.94,0,0,2.94,0,0,72.64,0,1.96,2.94,282.72,1.96,7.85,3.93,0,0,1.96,0,0,0,0,37.3,0.98,1.96,7.85,1.96,3.93
 84-94,1.06,0,0,0,11.68,3.19,0,131.69,0,1.06,2.12,19.12,2.12,1.06,0,3.19,0,3.19,0,1.06,2.12,57.35,0,1.06,4.25,145.5,1.06,8.5,6.37,0,0,9.56,0,1.06,2.12,0,22.3,0,3.19,1.06,3.19,0
 96-106,0,0,0,0,13.11,2.19,0,115.84,0,0,3.28,18.58,5.46,0,2.19,1.09,0,3.28,2.19,1.09,1.09,60.11,0,0,6.56,154.09,0,6.56,7.65,0,2.19,9.84,0,1.09,0,0,8.74,2.19,3.28,6.56,3.28,4.37
108-118,0,0,0.77,0,10.72,3.83,1.53,95.75,0.77,1.53,2.3,28.34,3.06,0,0,3.06,1.53,5.36,3.83,0.77,1.53,60.51,2.3,2.3,3.06,158.55,3.06,6.89,3.06,0,0,9.96,0,0,0,0,6.89,2.3,1.53,5.36,0.77,2.3
120,0,0,0,0,17.64,0,0,101.91,0,5.88,5.88,35.28,1.96,0,0,3.92,0,3.92,0,0,0,74.47,1.96,3.92,9.8,237.13,3.92,15.68,9.8,0,0,9.8,0,0,1.96,0,9.8,3.92,1.96,7.84,0,0
