stage,epidermis,erythrocytes,eye,glial,mesenchyme,neural,olfactory,spinal.cord,vasculature
 14-21,0,0,0,0,0,1,0,0,0
 24-34,0,0,0,0,0,9.85,0,0,0
 36-46,0,0,0,0.81,0,46.73,0,0,0
 48-58,0,0,0.57,0.57,0.57,32.13,0,0,0
 60-70,0,0,1.96,1.96,0.98,68.71,0,0,0
 72-82,0,0,6.87,1.96,2.94,105.04,0,0.98,0
 84-94,0,0,2.12,4.25,2.12,41.42,0,0,0
 96-106,0,1.09,9.84,1.09,1.09,38.25,0,1.09,0
108-118,1.53,0,6.13,3.06,0,62.04,0.77,0,0.77
120,0,0,5.88,1.96,0,56.83,0,0,0
