stage,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
 14-21,0,10,105,17,0,81,0,0,0,47,2,0,1,0,1,0,0,0,0,56,0,0,35,1140,13,9,16,51,0,6,3,97,24,1,47,432,0,0,2,0,0
 24-34,0,2.46,30.37,4.1,0,91.94,0,1.64,0,39.4,0.82,0.82,0.82,0.82,0.82,0,4.1,1.64,0,76.34,0,0,34.48,834.81,3.28,14.78,9.85,0,0,8.21,1.64,0,7.39,0.82,14.78,234.76,0,0,4.93,0,3.28
 36-46,0.81,0.81,8.86,0,0,121.66,0,0.81,3.22,40.28,1.61,0,0.81,0,0,0.81,0.81,0,0,60.43,0,0.81,16.11,746.05,0.81,20.14,5.64,0,0,5.64,0.81,0,4.03,0,0,167.58,0,0,0.81,0,0.81
 48-58,0,0,6.89,0.57,0,333.38,0,1.72,2.87,43.61,0,0.57,1.15,1.15,0.57,1.15,3.44,0.57,0,81.48,0,2.3,17.79,665.04,0.57,8.61,2.87,0,0,1.72,0,0,1.72,0,0,101.56,0,0,4.02,0,2.3
 60-70,0.98,0,11.78,1.96,0,705.71,0,0,5.89,44.17,1.96,0,0,0,1.96,0,2.94,0,0,70.67,0,5.89,5.89,628.17,0,5.89,5.89,0,0,3.93,0,0,0,0,0,70.67,0,2.94,3.93,0.98,0
 72-82,1.96,0,13.74,2.94,0,789.26,0,1.96,5.89,56.94,1.96,0,1.96,0,5.89,0.98,0,0,0,104.06,1.96,5.89,13.74,550.71,0.98,20.61,15.71,0,0,1.96,0,0,3.93,0,0,33.38,0,2.94,2.94,3.93,0
 84-94,2.12,1.06,20.18,5.31,0,698.82,0,2.12,2.12,49.92,5.31,0,2.12,4.25,9.56,0,3.19,1.06,3.19,77.53,1.06,4.25,7.43,318.61,1.06,14.87,14.87,0,0,13.81,0,0,2.12,0,0,28.68,2.12,4.25,7.43,3.19,1.06
 96-106,5.46,0,18.58,2.19,1.09,520.2,1.09,1.09,2.19,50.27,6.56,0,0,2.19,8.74,2.19,3.28,3.28,2.19,76.5,1.09,3.28,14.21,217.48,2.19,33.88,16.39,0,2.19,6.56,1.09,0,4.37,0,0,13.11,0,2.19,4.37,3.28,1.09
108-118,0.77,0,32.17,2.3,2.3,338.56,0,3.06,4.6,32.94,4.6,0,0.77,3.06,4.6,2.3,4.6,0,0.77,62.04,0,2.3,10.72,294.9,1.53,19.15,14.55,0,1.53,6.89,0,0,1.53,0.77,0,6.89,0.77,0.77,4.6,6.13,2.3
120,0,0,47.03,9.8,3.92,256.73,0,11.76,1.96,43.12,1.96,0,0,5.88,5.88,0,5.88,0,1.96,72.51,0,1.96,11.76,319.45,3.92,13.72,7.84,0,0,21.56,0,0,0,0,0,7.84,0,0,5.88,9.8,1.96
