stage,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  5-6,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,10.51,0,21.03,0,0,0,7.89,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,331.22,0,0,0,152.47,0,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,12.59,0,66.09,0,0,0,22.03,0,0,0,0,0,9.44,0,0,0,0,0,0,0,0,0,0,0,601.07,9.44,0,0,50.35,0,0,3.15,3.15,0,3.15,0,0,0,0,0,0
 14-21,0,0,16,110,2,0,29,0,7,0,9,0,0,1,0,0,0,0,0,1,13,0,0,11,272,0,1,1,2,0,0,1,2,1,7,67,0,0,0,0,0
 24-34,0,0,3.28,91.12,0,0,85.37,0,21.34,3.28,4.93,0,0,0,0,0.82,0.82,1.64,0.82,6.57,118.2,0.82,0,91.94,782.28,0,1.64,1.64,0,0,1.64,0,2.46,0.82,0.82,105.89,0,0,17.24,0,3.28
 36-46,0,0,0,37.87,0,0,85.4,0.81,6.45,13.7,24.98,0,0,1.61,0,0,0,4.83,0,0,199.81,0,0,93.46,668.71,0,2.42,5.64,0,1.61,2.42,0.81,3.22,0,0,63.65,0,0.81,12.09,0,1.61
 48-58,0,0,0,24.67,0.57,0,94.1,2.87,6.89,22.38,37.87,0,0,0.57,0.57,0,0,10.9,0.57,0,266.25,0,1.15,61.97,540.52,1.15,1.72,6.31,0,0,1.72,0,0.57,0,0,43.04,0,0,12.05,0,2.87
 60-70,0,0,0,14.72,0,0,181.58,7.85,0.98,28.46,76.56,0,0,0,0,0.98,0,13.74,0.98,0,354.33,0.98,2.94,42.21,695.9,1.96,2.94,8.83,0,1.96,1.96,0,0.98,0.98,0,29.45,0,0,10.8,0.98,0
 72-82,0,0.98,0,20.61,1.96,0,302.35,4.91,6.87,43.19,108.96,0.98,0,0,0,0,2.94,17.67,0.98,0,411.32,0,10.8,56.94,640.04,0,11.78,13.74,0,1.96,5.89,0,2.94,0.98,0,13.74,0.98,5.89,15.71,0.98,0.98
 84-94,0,0,0,25.49,0,0,194.35,6.37,5.31,25.49,67.97,3.19,0,1.06,2.12,1.06,1.06,10.62,0,1.06,274.01,1.06,6.37,54.16,333.48,0,5.31,20.18,0,1.06,0,0,4.25,2.12,0,14.87,0,4.25,9.56,4.25,0
 96-106,0,2.19,0,31.69,1.09,1.09,181.41,6.56,5.46,19.67,63.39,6.56,0,2.19,1.09,1.09,1.09,14.21,1.09,0,280.86,1.09,3.28,33.88,290.7,0,1.09,32.79,0,4.37,8.74,0,4.37,6.56,0,5.46,5.46,1.09,12.02,2.19,1.09
108-118,0,0,0.77,38.3,1.53,0,117.19,9.96,7.66,15.32,51.32,0.77,0,0,0.77,3.06,0,14.55,3.83,0,238.21,0,5.36,33.7,318.64,0.77,1.53,20.68,0,1.53,1.53,0,6.89,3.06,0,2.3,1.53,1.53,6.13,0.77,0
120,0,0,0,29.4,1.96,0,105.83,23.52,5.88,15.68,43.12,0,0,0,0,0,0,1.96,0,0,174.42,0,3.92,21.56,284.17,1.96,0,19.6,0,0,3.92,0,0,1.96,0,3.92,1.96,3.92,1.96,0,0
