stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,26.36,408.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,0,0,0,0,0,0,0,0,0,0
  5-6,55.17,741.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,13.14,28.92,0,47.32,0,0,0,84.12,0,0,0,0,0,21.03,0,0,0,0,0,0,0,0,0,0,0,715.01,21.03,0,0,262.87,0,2.63,0,2.63,0,0,0,0,0,0,0,0
 10-12,0,28.32,0,34.62,0,3.15,0,88.12,0,0,0,0,0,22.03,0,0,0,0,0,0,0,0,0,0,0,780.45,34.62,0,0,352.46,0,0,0,34.62,0,6.29,0,0,0,0,0,0
 14-21,1,0,3,13,103,36,0,55,0,0,0,15,4,0,1,0,2,0,1,0,0,53,0,0,32,826,14,8,9,20,17,1,103,7,3,77,220,0,0,1,0,0
 24-34,0,0,0.82,2.46,22.16,12.31,0,184.69,0,0,1.64,18.88,0.82,0,0,0.82,4.1,0.82,4.93,2.46,0.82,83.73,4.1,1.64,29.55,890.63,3.28,9.85,4.93,0,22.16,0,0,4.93,0.82,9.03,192.08,0,0,16.42,0,1.64
 36-46,0,0,0,0,4.03,1.61,0,365.77,0,0.81,0.81,14.5,0.81,0,1.61,1.61,1.61,2.42,0,2.42,0,43.51,0.81,3.22,12.89,485.82,0.81,3.22,2.42,0,8.86,0,1.61,1.61,0,0,111.99,0,0,7.25,0,10.47
 48-58,0,0,0,0,5.16,1.15,0,385.02,0,0,1.72,14.35,1.72,0,1.15,1.15,0.57,2.3,1.15,0.57,1.15,51.64,1.72,2.3,10.9,199.68,0.57,1.15,1.72,0,6.31,0,0,0.57,0,0,35.58,0,0,2.87,0,8.03
 60-70,0,0,0,0,8.83,0,0,255.2,0,0,0.98,14.72,0,0,0,0,0,0,1.96,0.98,0.98,24.54,0,1.96,1.96,101.1,0.98,1.96,0,0,4.91,0,0,0,0,0,6.87,0,0,1.96,0,2.94
 72-82,0,0,0,0,11.78,0,0,133.51,0,0,0,24.54,2.94,0,1.96,0,0.98,0.98,0,1.96,0,33.38,1.96,3.93,7.85,101.11,0,2.94,2.94,0,1.96,0,0,0,0,0,8.83,0,0,3.93,0.98,0.98
 84-94,0,0,0,0,11.68,4.25,0,130.63,0,0,0,16.99,4.25,0,0,4.25,4.25,1.06,0,2.12,0,32.92,0,3.19,8.5,91.34,1.06,4.25,4.25,0,4.25,0,0,2.12,0,0,4.25,2.12,0,3.19,0,0
 96-106,0,0,1.09,0,8.74,4.37,0,80.87,0,0,2.19,18.58,7.65,0,2.19,3.28,1.09,0,1.09,0,1.09,30.6,0,0,5.46,72.13,0,4.37,2.19,0,6.56,0,0,0,0,0,2.19,0,1.09,5.46,0,1.09
108-118,0,0,0,0,8.43,11.49,0.77,81.19,0.77,1.53,0.77,23.74,1.53,0,0,3.83,1.53,1.53,0.77,0,1.53,16.85,0,2.3,4.6,91.15,0,3.83,2.3,0,1.53,0,0,0.77,0.77,0,1.53,0,0,1.53,0,0
120,0,0,0,0,9.8,11.76,0,60.75,0,0,0,23.52,3.92,0,0,3.92,1.96,1.96,0,3.92,0,5.88,0,0,5.88,84.27,1.96,0,3.92,0,1.96,0,0,0,0,0,0,0,0,1.96,0,0
