stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,118.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,6.13,165.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,10.51,65.72,0,21.03,0,2.63,23.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1479.97,44.69,0,0,496.83,0,2.63,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,144.76,0,75.53,0,25.18,37.76,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,3.15,2527.02,69.23,0,0,459.46,0,0,0,3.15,59.79,0,3.15,3.15,0,0,0,0,0
 14-21,0,0,0,7,488,32,58,0,0,0,22,3,1,4,0,4,0,0,1,1,400,2,0,487,1405,7,0,4,3,0,2,1,41,4,1,209,499,0,0,2,0,0
 24-34,0,0,0,2.46,206.03,4.1,99.32,0,1.64,0.82,22.98,0.82,0,7.39,0,0,2.46,2.46,2.46,0.82,489.23,0,3.28,252,1772.23,2.46,3.28,4.93,0,0.82,3.28,0,3.28,3.28,0.82,8.21,800.33,0,0,12.31,0,0
 36-46,0,0,0,0,56.4,0.81,68.48,0.81,0,4.03,20.14,0,0,2.42,0,0.81,1.61,0,0,0,358.52,0,20.95,115.21,1598.45,0,3.22,0,0,1.61,6.45,0,0,0.81,0,0.81,829.84,0,0.81,1.61,0,1.61
 48-58,0,0,0,0,21.23,0.57,94.1,1.15,2.3,7.46,19.51,0,0,5.16,1.15,0,0,0,0.57,0.57,328.79,1.15,28.69,71.15,1032.27,0.57,0,0.57,0,2.3,4.02,0,0.57,0,0,0,531.34,0,1.15,2.3,0.57,0.57
 60-70,0,0,0.98,0,4.91,0.98,98.15,0,0,6.87,24.54,0,0,1.96,0.98,0,0,0,1.96,0,249.31,0.98,33.37,39.26,776.38,0.98,0,0,0,2.94,0.98,0,0,0,0,0,219.86,0,7.85,0.98,2.94,4.91
 72-82,0,0,0,0,9.82,5.89,99.15,0,0.98,10.8,21.6,0.98,0,0.98,0.98,0,0,0.98,0,0,272.9,0,42.21,43.19,374.99,0,1.96,0,0,1.96,1.96,0,0,0,0,0,69.7,1.96,13.74,3.93,5.89,2.94
 84-94,0,0,0,0,9.56,3.19,64.78,0,2.12,7.43,14.87,1.06,0,6.37,0,0,0,0,0,1.06,176.3,0,33.99,29.74,199.66,0,0,2.12,0,4.25,2.12,0,0,0,0,0,43.54,0,11.68,4.25,11.68,1.06
 96-106,0,0,0,0,15.3,1.09,46.99,1.09,2.19,1.09,25.14,0,0,4.37,2.19,0,0,0,0,0,161.74,0,30.6,25.14,179.23,0,0,1.09,0,2.19,0,0,0,0,0,0,16.39,1.09,5.46,2.19,3.28,1.09
108-118,0,0,0,0,3.83,0.77,25.28,0,2.3,2.3,9.19,0,0,0.77,2.3,0.77,0,0.77,0.77,0.77,100.34,0,21.45,11.49,186.13,0,0.77,1.53,0,1.53,0,0,0,0.77,0,0,5.36,0.77,3.06,1.53,3.06,0
120,0,0,0,0,7.84,1.96,21.56,0,0,7.84,23.52,0,0,1.96,0,0,0,0,0,0,94.07,0,23.52,11.76,137.18,0,0,0,0,3.92,0,0,0,0,0,0,13.72,0,0,3.92,5.88,0
