stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,92.25,803.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.53,0,0,0,0,0,0,0,0,0,0,0
  5-6,12.26,324.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.65,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.8,0,0,0,34.17,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,6.29,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.73,6.29,0,0,37.76,0,0,6.29,3.15,3.15,0,3.15,0,0,0,0,0,0
 14-21,0,0,0,1,356,16,0,2,0,3,0,2,2,0,0,1,0,0,0,1,12,0,0,5,109,3,1,0,2,0,22,3,19,1,3,10,87,0,0,0,0,1
 24-34,0,0,1.64,0,307,0,0,14.78,0,18.88,0.82,0.82,1.64,6.57,0,0,0,1.64,0,0.82,20.52,0.82,0,11.49,307,0,4.93,2.46,0,0,28.73,0,0,0,0,2.46,163.35,0,0,12.31,0,0
 36-46,0,0,1.61,0,156.3,0,0,25.78,0.81,30.62,1.61,9.67,0,4.03,0,0,0,2.42,0.81,2.42,19.34,0,1.61,4.83,423.78,1.61,13.7,0,0,0,16.92,0,0,0,0.81,0.81,164.36,0,0,8.06,0,2.42
 48-58,0,0,0.57,0,88.37,0,0,100.42,0,34.43,1.72,16.07,0,5.16,0.57,0.57,1.15,1.15,0,1.72,14.35,0.57,1.15,5.74,506.67,0.57,2.87,0,0,1.15,0,0,0,0,0,0,107.88,0,0,2.87,0.57,0.57
 60-70,0,0,0.98,0,74.6,0,0,192.38,0,24.54,2.94,34.35,0,5.89,0,0,0,0.98,0,5.89,31.41,0,5.89,6.87,642.9,0.98,1.96,1.96,0,0.98,4.91,0,0,0,0.98,0,94.23,0,1.96,3.93,0.98,0
 72-82,0,0,2.94,0,150.19,0.98,0,297.44,0,32.39,5.89,72.64,1.96,9.82,0,0,1.96,2.94,0,0.98,52.03,0.98,19.63,7.85,834.41,0,10.8,0.98,0,4.91,1.96,0,0,0,0,0,56.94,0.98,4.91,8.83,3.93,3.93
 84-94,0,0,3.19,0,263.39,0,0,156.12,3.19,59.47,1.06,64.78,1.06,5.31,1.06,3.19,3.19,1.06,0,3.19,33.99,2.12,16.99,2.12,395.08,0,4.25,2.12,0,5.31,4.25,0,0,0,0,0,28.68,2.12,4.25,5.31,4.25,0
 96-106,0,0,3.28,0,320.2,4.37,1.09,181.41,8.74,67.76,1.09,50.27,6.56,13.11,0,0,1.09,1.09,1.09,1.09,52.46,4.37,16.39,6.56,434.95,1.09,15.3,5.46,0,7.65,3.28,0,0,1.09,0,0,20.76,2.19,5.46,8.74,17.49,2.19
108-118,0,0,3.06,0.77,343.15,0.77,0,114.13,7.66,102.64,1.53,47.49,3.83,5.36,0.77,6.89,3.83,2.3,1.53,3.06,41.36,3.83,11.49,5.36,546.13,1.53,9.19,0.77,0,6.89,3.06,0,0,0.77,0,0,16.09,6.89,13.79,6.13,9.96,1.53
120,0,0,0,0,286.13,1.96,0,101.91,5.88,66.63,0,39.2,3.92,3.92,0,5.88,1.96,0,3.92,0,39.2,7.84,13.72,3.92,482.11,0,9.8,0,0,7.84,5.88,0,0,0,0,0,7.84,1.96,3.92,0,5.88,0
