stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,131.78,2991.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.89,0,0,0,0,0,0,0,0,0,0,0
  5-6,42.91,698.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.17,6.13,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,23.66,5.26,0,42.06,0,0,0,115.66,0,0,0,0,31.54,0,0,0,0,0,0,0,0,0,0,0,633.52,36.8,0,0,247.1,0,7.89,10.51,0,0,0,0,0,0,0,0,0,0
 10-12,0,22.03,0,50.35,0,6.29,0,122.73,0,0,0,0,15.73,0,0,0,0,0,0,0,0,0,0,0,852.83,50.35,0,0,314.7,0,6.29,9.44,0,25.18,0,9.44,3.15,0,0,0,0,0
 14-21,0,0,3,6,66,34,0,20,1,0,11,5,1,3,0,7,0,0,0,1,29,1,0,22,389,11,1,4,12,0,9,1,43,6,5,47,140,0,0,9,0,0
 24-34,0,0,4.1,1.64,30.37,4.1,0,82.09,0.82,0.82,10.67,2.46,0.82,4.93,0,8.21,0,4.93,1.64,2.46,80.44,0.82,0,32.01,954.66,7.39,10.67,14.78,0,1.64,21.34,0,0.82,6.57,0,14.78,224.91,0,0,32.01,0,1.64
 36-46,0,0,0.81,0.81,14.5,3.22,0,158.72,1.61,2.42,43.51,0,0,0.81,0.81,3.22,0.81,2.42,0,0.81,73.32,1.61,2.42,20.95,1351.11,3.22,16.92,4.83,0,0,20.14,0,0,4.03,1.61,0,297.29,0,0,20.95,0,0.81
 48-58,0,0,0,0.57,15.49,0.57,0,276,1.15,3.44,63.69,1.15,0,0.57,1.15,1.15,1.15,2.3,2.87,0.57,108.45,1.15,1.72,20.08,1203.84,1.72,5.16,8.03,0,1.15,15.49,0.57,0,0.57,0,0,219.19,0,0.57,18.94,0,3.44
 60-70,0,0,0.98,0,19.63,1.96,0,361.2,4.91,2.94,58.89,0,0,1.96,1.96,3.93,1.96,3.93,0,0.98,113.86,0,4.91,12.76,1171.94,0.98,2.94,8.83,0,0,14.72,0,0,3.93,0,0,147.23,0.98,1.96,10.8,0.98,1.96
 72-82,0,0,5.89,0.98,26.5,9.82,0,306.28,0,2.94,93.26,8.83,0,1.96,6.87,4.91,1.96,7.85,0,0,132.52,0.98,2.94,16.69,950.25,0,9.82,7.85,0,1.96,15.71,0,0,3.93,0,0,81.48,1.96,1.96,29.45,3.93,2.94
 84-94,0,0,3.19,1.06,42.48,10.62,1.06,209.22,6.37,3.19,47.79,10.62,0,1.06,5.31,9.56,2.12,2.12,2.12,2.12,87.09,1.06,3.19,11.68,395.08,1.06,3.19,12.74,0,0,55.23,0,0,4.25,0,0,41.42,5.31,3.19,16.99,3.19,3.19
 96-106,0,0,0,0,30.6,12.02,0,149.72,1.09,2.19,46.99,7.65,0,3.28,14.21,9.84,3.28,5.46,1.09,3.28,71.04,3.28,3.28,8.74,375.94,0,9.84,14.21,0,3.28,57.92,0,0,3.28,0,0,18.58,3.28,3.28,17.49,5.46,3.28
108-118,0,0,2.3,0.77,31.4,3.83,0.77,105.7,7.66,3.06,52.85,13.02,0,2.3,14.55,9.19,3.83,3.06,2.3,0.77,52.09,3.06,2.3,8.43,340.09,0,4.6,5.36,0,1.53,49.02,0,0,2.3,0.77,0,11.49,3.06,0,11.49,1.53,4.6
120,0,0,3.92,0,29.4,11.76,3.92,78.39,9.8,5.88,50.95,15.68,0,0,19.6,0,0,0,9.8,0,48.99,0,5.88,9.8,303.77,0,5.88,13.72,0,0,50.95,1.96,0,3.92,0,0,9.8,7.84,3.92,7.84,1.96,1.96
