stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,39.53,210.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,0,0,0,0,0,0,0,0,0,0
  5-6,6.13,91.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,12.26,0,0,0,0,0,0,0,0,0,0,0
  7-9,5.26,5.26,0,5.26,0,0,15.77,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,131.44,13.14,0,0,57.83,0,0,5.26,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,9.44,0,3.15,40.91,0,0,0,0,0,0,0,0,0,0,0,3.15,0,0,0,0,0,311.55,28.32,0,0,75.53,0,0,0,0,6.29,0,0,0,0,0,0,0,0
 14-21,0,0,0,8,87,15,30,0,0,0,14,3,0,3,0,1,0,0,0,1,42,0,0,42,412,8,5,6,13,0,1,2,35,6,3,31,162,0,0,3,0,0
 24-34,0,0,0,4.1,41.04,1.64,92.76,0,4.1,3.28,27.09,1.64,0,4.93,0,0,0,2.46,1.64,0,123.95,0,1.64,72.24,919.36,9.03,3.28,9.03,0,0,1.64,0,0,2.46,0.82,15.6,245.44,0,0,24.63,0,0
 36-46,0,0,0,0,17.72,0,100.71,0,1.61,6.45,48.34,2.42,0,1.61,0,0,0,2.42,2.42,0.81,201.42,0,2.42,51.56,568.8,3.22,3.22,9.67,0,0.81,1.61,0,0,0.81,0,0,184.5,0,1.61,15.31,0.81,0
 48-58,0,0,0.57,0,14.35,0,99.84,0,1.15,10.33,56.23,0.57,0,4.59,0,0,1.15,2.87,1.72,0,249.61,0,6.89,40.17,253.62,4.59,0.57,11.48,0,0,0.57,0,0,1.15,0,0,100.42,0,1.15,15.49,0,1.15
 60-70,0,0,0.98,0,20.61,0,52.02,0,1.96,3.93,79.5,0.98,0,2.94,0.98,1.96,0,4.91,0.98,1.96,324.88,0,7.85,29.45,132.51,1.96,0.98,5.89,0,1.96,3.93,0.98,0,0.98,0,0,26.5,0,4.91,8.83,0.98,0
 72-82,0,0,0,0,24.54,0.98,49.08,0,1.96,7.85,91.29,1.96,0,1.96,0.98,0,1.96,9.82,0,0,406.41,0,15.71,29.45,92.28,1.96,1.96,3.93,0,1.96,0.98,0,0,0,0,0,17.67,0.98,6.87,24.54,7.85,0.98
 84-94,0,0,3.19,0,30.8,1.06,55.23,0,5.31,12.74,67.97,1.06,0,0,2.12,1.06,2.12,5.31,0,3.19,242.14,0,12.74,26.55,79.65,2.12,0,5.31,0,2.12,0,0,0,0,0,0,16.99,1.06,5.31,28.68,6.37,0
 96-106,0,0,0,0,25.14,2.19,37.16,1.09,2.19,6.56,61.2,2.19,0,2.19,0,1.09,1.09,2.19,3.28,0,170.48,0,9.84,20.76,81.96,7.65,2.19,16.39,0,2.19,1.09,0,0,0,0,0,8.74,0,5.46,21.86,8.74,3.28
108-118,0,0,1.53,0,29.87,0,36.77,0,6.89,9.19,45.96,3.06,0,1.53,0,3.06,3.83,1.53,0,2.3,160.85,0.77,6.13,15.32,96.51,7.66,0.77,9.96,0,0.77,0.77,0,0,2.3,0,0,3.06,1.53,3.06,18.38,5.36,3.06
120,0,0,0,0,33.32,1.96,19.6,0,9.8,13.72,60.75,0,0,0,0,0,3.92,0,0,1.96,164.62,0,1.96,25.48,60.75,7.84,0,5.88,0,3.92,0,0,0,0,3.92,0,3.92,1.96,0,13.72,7.84,0
